drug_1,drug_2,drug_3,synergy_score
exemestane,fentanyl,lY2835219,0.0352765463752722
exemestane,lY2835219,pF-03084014,0.035276546375272194
exemestane,hydroxychloroquine,lY2835219,0.0352765463752721
anastrozole,everolimus,panobinostat,0.03469852676773922
anastrozole,eribulin,everolimus,0.034506160646746414
everolimus,goserelin,vinorelbine,0.03389720727940414
alpelisib,anastrozole,everolimus,0.033545883289072084
capecitabine,everolimus,goserelin,0.03299472669732711
anastrozole,capecitabine,everolimus,0.03209915464504792
anastrozole,everolimus,tucatinib,0.031957454067572194
eribulin,everolimus,goserelin,0.03098104905488902
everolimus,goserelin,paclitaxel,0.03074488022946937
epirubicin,everolimus,goserelin,0.030731558745173946
docetaxel,everolimus,goserelin,0.03070004851588452
everolimus,gemcitabine,goserelin,0.030643854591942684
everolimus,goserelin,midazolam,0.03063250652839898
everolimus,fentanyl,goserelin,0.030632506528398815
everolimus,goserelin,propofol,0.03063250652839735
everolimus,goserelin,hydroxychloroquine,0.030632506528396688
canagliflozin,everolimus,goserelin,0.03063250652839658
everolimus,goserelin,pF-03084014,0.030632506528395897
anastrozole,everolimus,paclitaxel,0.028592587610931735
anastrozole,epirubicin,everolimus,0.02856411952790024
anastrozole,docetaxel,everolimus,0.028516079575762573
anastrozole,everolimus,gemcitabine,0.028425778377265898
anastrozole,everolimus,fentanyl,0.028407040937640703
anastrozole,everolimus,midazolam,0.028407040937640203
anastrozole,everolimus,pF-03084014,0.02840704093763973
anastrozole,everolimus,propofol,0.028407040937639336
anastrozole,everolimus,hydroxychloroquine,0.028407040937639096
anastrozole,canagliflozin,everolimus,0.028407040937638614
docetaxel,eribulin,paclitaxel,0.024876200501408666
docetaxel,paclitaxel,panobinostat,0.024865819837379278
degarelix,eribulin,letrozole,0.02363420444596227
capecitabine,everolimus,gemcitabine,0.022885286541726176
capecitabine,gemcitabine,letrozole,0.02282367595667378
docetaxel,lapatinib,paclitaxel,0.022274470317064667
anastrozole,capecitabine,gemcitabine,0.02201499795768641
degarelix,exemestane,goserelin,0.021595784808497994
docetaxel,paclitaxel,vinorelbine,0.02150328314635394
alpelisib,degarelix,letrozole,0.02149961200286165
capecitabine,exemestane,gemcitabine,0.020744933519162602
capecitabine,fulvestrant,gemcitabine,0.02069661919019867
capecitabine,gemcitabine,goserelin,0.020677715043126665
capecitabine,gemcitabine,lY2835219,0.020657176572821602
capecitabine,degarelix,gemcitabine,0.020641864453630143
capecitabine,gemcitabine,palbociclib,0.020623047527905107
capecitabine,entrectinib,gemcitabine,0.02061747129024789
alpelisib,capecitabine,gemcitabine,0.020597264024345186
capecitabine,gemcitabine,tucatinib,0.020596165343289695
capecitabine,gemcitabine,pF-03084014,0.020594716676188632
capecitabine,gemcitabine,propofol,0.020594716676188552
capecitabine,gemcitabine,midazolam,0.020594716676188497
capecitabine,fentanyl,gemcitabine,0.02059471667618843
canagliflozin,capecitabine,gemcitabine,0.020594716676188337
capecitabine,gemcitabine,hydroxychloroquine,0.020594716676188143
degarelix,letrozole,panobinostat,0.020517435758147205
epirubicin,eribulin,panobinostat,0.020478724111318413
degarelix,letrozole,tucatinib,0.020043488686333953
capecitabine,degarelix,letrozole,0.019846646640982735
degarelix,letrozole,paclitaxel,0.017708747582890094
degarelix,epirubicin,letrozole,0.017682201888282723
degarelix,docetaxel,letrozole,0.017654190233372054
degarelix,gemcitabine,letrozole,0.017595893136159686
degarelix,letrozole,pF-03084014,0.01758321635960833
degarelix,letrozole,midazolam,0.01758321635960821
canagliflozin,degarelix,letrozole,0.0175832163596082
degarelix,fentanyl,letrozole,0.0175832163596082
degarelix,hydroxychloroquine,letrozole,0.017583216359608092
degarelix,letrozole,propofol,0.017583216359607984
eribulin,gemcitabine,paclitaxel,0.01722676621208551
gemcitabine,paclitaxel,panobinostat,0.017220375349228014
epirubicin,eribulin,lapatinib,0.01660168797013662
eribulin,paclitaxel,panobinostat,0.01641996775477829
exemestane,goserelin,vinorelbine,0.015933407205850084
gemcitabine,lapatinib,paclitaxel,0.01585414277495027
exemestane,goserelin,tucatinib,0.01554138236999574
gemcitabine,paclitaxel,vinorelbine,0.015465364174165266
epirubicin,panobinostat,vinorelbine,0.01539024060218962
docetaxel,letrozole,paclitaxel,0.015242204640877782
docetaxel,everolimus,paclitaxel,0.015221856426354536
anastrozole,docetaxel,paclitaxel,0.015168707028301231
docetaxel,exemestane,paclitaxel,0.01505939138923471
docetaxel,fulvestrant,paclitaxel,0.015056365476889823
docetaxel,goserelin,paclitaxel,0.015054037405445076
docetaxel,lY2835219,paclitaxel,0.015052608369808334
degarelix,docetaxel,paclitaxel,0.015050278599408554
docetaxel,paclitaxel,palbociclib,0.015049807917134752
docetaxel,entrectinib,paclitaxel,0.015049094050984365
alpelisib,docetaxel,paclitaxel,0.01504815261180624
docetaxel,paclitaxel,tucatinib,0.015048059419868613
docetaxel,hydroxychloroquine,paclitaxel,0.015047989071621005
docetaxel,pF-03084014,paclitaxel,0.01504798907161992
canagliflozin,docetaxel,paclitaxel,0.015047989071619715
docetaxel,paclitaxel,propofol,0.0150479890716197
docetaxel,midazolam,paclitaxel,0.015047989071619347
docetaxel,fentanyl,paclitaxel,0.015047989071618927
degarelix,exemestane,vinorelbine,0.014653767454961011
eribulin,letrozole,panobinostat,0.014316632247643351
docetaxel,eribulin,panobinostat,0.014094595809873052
eribulin,lapatinib,paclitaxel,0.013971210654102914
exemestane,goserelin,lapatinib,0.013929244204856923
epirubicin,everolimus,panobinostat,0.013634772304947206
degarelix,exemestane,palbociclib,0.01362091299915652
epirubicin,eribulin,letrozole,0.013576935167577776
anastrozole,epirubicin,eribulin,0.013518788490834833
anastrozole,eribulin,lapatinib,0.013440553049193468
paclitaxel,panobinostat,vinorelbine,0.013256381038936603
anastrozole,entrectinib,eribulin,0.013062109648588597
epirubicin,lapatinib,vinorelbine,0.011696964780683137
degarelix,exemestane,lapatinib,0.011679807021142342
anastrozole,eribulin,panobinostat,0.01163599307382473
eribulin,everolimus,panobinostat,0.011623133834485759
everolimus,paclitaxel,panobinostat,0.011619461599208913
eribulin,letrozole,paclitaxel,0.01157350339488132
docetaxel,eribulin,lapatinib,0.011536325935553093
alpelisib,degarelix,exemestane,0.0115108306967977
anastrozole,eribulin,paclitaxel,0.01150381092306451
gemcitabine,letrozole,paclitaxel,0.011312819620582382
everolimus,gemcitabine,paclitaxel,0.011295614892404144
alpelisib,anastrozole,entrectinib,0.011294207060312473
anastrozole,gemcitabine,paclitaxel,0.011260711560687777
exemestane,gemcitabine,paclitaxel,0.01118386419276679
fulvestrant,gemcitabine,paclitaxel,0.011181865069059122
gemcitabine,goserelin,paclitaxel,0.011180149212386463
gemcitabine,lY2835219,paclitaxel,0.011179182918460628
degarelix,gemcitabine,paclitaxel,0.011177430719424418
gemcitabine,paclitaxel,palbociclib,0.01117722973660382
entrectinib,gemcitabine,paclitaxel,0.011176701451382437
alpelisib,gemcitabine,paclitaxel,0.01117612983747491
gemcitabine,paclitaxel,tucatinib,0.011176064480033
gemcitabine,hydroxychloroquine,paclitaxel,0.011176021170086679
gemcitabine,pF-03084014,paclitaxel,0.011176021170086488
canagliflozin,gemcitabine,paclitaxel,0.011176021170086427
fentanyl,gemcitabine,paclitaxel,0.011176021170086363
gemcitabine,midazolam,paclitaxel,0.011176021170086347
gemcitabine,paclitaxel,propofol,0.011176021170086219
degarelix,entrectinib,exemestane,0.01106467206412187
lapatinib,paclitaxel,vinorelbine,0.010991384257936537
degarelix,fulvestrant,vinorelbine,0.01097894115780403
degarelix,exemestane,tucatinib,0.010884327741894687
docetaxel,panobinostat,vinorelbine,0.010757775589056174
everolimus,panobinostat,vinorelbine,0.010737470949479999
anastrozole,entrectinib,lapatinib,0.010706492880502214
epirubicin,letrozole,panobinostat,0.010544364349748066
docetaxel,everolimus,panobinostat,0.010414008740866176
docetaxel,eribulin,letrozole,0.010355916723924313
anastrozole,docetaxel,eribulin,0.010307383801332837
exemestane,lapatinib,vinorelbine,0.010064856144036443
eribulin,exemestane,goserelin,0.00986060900680607
alpelisib,eribulin,letrozole,0.009760793571169631
exemestane,goserelin,panobinostat,0.009626611507957513
capecitabine,exemestane,goserelin,0.009589930920210913
anastrozole,entrectinib,tucatinib,0.009529975228575177
alpelisib,anastrozole,eribulin,0.009405518427757017
exemestane,goserelin,paclitaxel,0.009368686775279389
epirubicin,exemestane,goserelin,0.009367508240403881
docetaxel,exemestane,goserelin,0.009364391327608534
exemestane,gemcitabine,goserelin,0.00935891174114917
exemestane,goserelin,hydroxychloroquine,0.00935781372572434
exemestane,goserelin,propofol,0.009357813725724288
exemestane,goserelin,midazolam,0.009357813725724102
canagliflozin,exemestane,goserelin,0.00935781372572367
exemestane,fentanyl,goserelin,0.009357813725723649
exemestane,goserelin,pF-03084014,0.009357813725722796
degarelix,entrectinib,fulvestrant,0.009286531288701999
exemestane,palbociclib,vinorelbine,0.009077134277977428
degarelix,fulvestrant,lapatinib,0.008982520267382527
degarelix,eribulin,exemestane,0.008943037336406537
capecitabine,degarelix,exemestane,0.008719821967021568
degarelix,exemestane,panobinostat,0.00870968605820482
letrozole,paclitaxel,panobinostat,0.00854307716096931
anastrozole,capecitabine,entrectinib,0.008536566706231107
degarelix,exemestane,paclitaxel,0.008531709918624512
degarelix,epirubicin,exemestane,0.008531330690396592
degarelix,docetaxel,exemestane,0.008528593957163459
degarelix,exemestane,gemcitabine,0.008524154683778571
degarelix,exemestane,pF-03084014,0.008523306015193265
degarelix,exemestane,propofol,0.008523306015192965
degarelix,exemestane,fentanyl,0.008523306015192822
degarelix,exemestane,midazolam,0.00852330601519269
degarelix,exemestane,hydroxychloroquine,0.008523306015192507
canagliflozin,degarelix,exemestane,0.00852330601519124
docetaxel,lapatinib,vinorelbine,0.00838326603441153
eribulin,letrozole,tucatinib,0.008368151230792858
degarelix,everolimus,panobinostat,0.008365303799893541
anastrozole,eribulin,tucatinib,0.008308197927911097
exemestane,panobinostat,vinorelbine,0.008208513216499465
anastrozole,epirubicin,lapatinib,0.008193507569885915
epirubicin,exemestane,vinorelbine,0.0081647007109652
degarelix,goserelin,vinorelbine,0.008106796637359059
exemestane,paclitaxel,vinorelbine,0.008059999265176391
goserelin,lY2835219,tucatinib,0.007941274295793508
epirubicin,exemestane,lapatinib,0.007916788062111265
fulvestrant,lapatinib,vinorelbine,0.007916473721169565
alpelisib,exemestane,palbociclib,0.00785638868070677
epirubicin,eribulin,exemestane,0.007854717548967022
anastrozole,epirubicin,panobinostat,0.007850306281018236
epirubicin,eribulin,everolimus,0.0077898224964738855
epirubicin,eribulin,fulvestrant,0.007746533556492754
epirubicin,eribulin,goserelin,0.007710184934735416
epirubicin,exemestane,panobinostat,0.007705564140750658
alpelisib,everolimus,panobinostat,0.007692238788728664
entrectinib,exemestane,palbociclib,0.00768713006597772
epirubicin,fulvestrant,panobinostat,0.007674092622999062
degarelix,goserelin,tucatinib,0.007631668207258403
epirubicin,eribulin,lY2835219,0.007631071000428002
degarelix,epirubicin,eribulin,0.00762545113539202
epirubicin,lY2835219,panobinostat,0.00761280534519012
eribulin,exemestane,lapatinib,0.007610118734838003
epirubicin,goserelin,panobinostat,0.007609442321767147
anastrozole,lapatinib,paclitaxel,0.007608953626539707
epirubicin,eribulin,palbociclib,0.007587884464491282
entrectinib,epirubicin,eribulin,0.007556668272061407
epirubicin,palbociclib,panobinostat,0.0075397958169307455
entrectinib,epirubicin,panobinostat,0.007533661452809238
alpelisib,epirubicin,eribulin,0.007530526602662184
epirubicin,eribulin,tucatinib,0.007527870670194204
epirubicin,eribulin,midazolam,0.007526206343971103
epirubicin,eribulin,fentanyl,0.007526206343970999
epirubicin,eribulin,propofol,0.007526206343970435
canagliflozin,epirubicin,eribulin,0.007526206343970402
epirubicin,eribulin,pF-03084014,0.00752620634397036
epirubicin,eribulin,hydroxychloroquine,0.007526206343970216
degarelix,epirubicin,panobinostat,0.007525354743070593
alpelisib,epirubicin,panobinostat,0.007521035658960604
epirubicin,panobinostat,tucatinib,0.007519426746968944
epirubicin,fentanyl,panobinostat,0.007518257082803505
epirubicin,panobinostat,propofol,0.007518257082803348
epirubicin,midazolam,panobinostat,0.007518257082803184
canagliflozin,epirubicin,panobinostat,0.007518257082802734
epirubicin,pF-03084014,panobinostat,0.007518257082802179
epirubicin,hydroxychloroquine,panobinostat,0.007518257082801806
exemestane,lapatinib,palbociclib,0.007438910946986956
everolimus,palbociclib,panobinostat,0.007393810754372695
anastrozole,entrectinib,panobinostat,0.007386519141855906
epirubicin,fulvestrant,lapatinib,0.007329456564896359
docetaxel,letrozole,panobinostat,0.007326719180483587
exemestane,lapatinib,paclitaxel,0.0073176134474594685
entrectinib,everolimus,panobinostat,0.007215978263237334
everolimus,panobinostat,tucatinib,0.0071969602291950185
anastrozole,entrectinib,paclitaxel,0.007178901482571505
entrectinib,exemestane,vinorelbine,0.007171393533736239
anastrozole,entrectinib,epirubicin,0.007163656862326223
anastrozole,docetaxel,entrectinib,0.007145643889433285
anastrozole,entrectinib,gemcitabine,0.007109191625285074
anastrozole,entrectinib,pF-03084014,0.007101361217980625
anastrozole,canagliflozin,entrectinib,0.0071013612179804345
anastrozole,entrectinib,hydroxychloroquine,0.007101361217979902
anastrozole,entrectinib,propofol,0.007101361217979683
anastrozole,entrectinib,midazolam,0.007101361217979209
anastrozole,entrectinib,fentanyl,0.007101361217978807
alpelisib,exemestane,vinorelbine,0.0070945842562282445
goserelin,lY2835219,vinorelbine,0.006994822862793806
eribulin,fulvestrant,lapatinib,0.006918423360108932
alpelisib,anastrozole,lapatinib,0.006802805356142551
exemestane,palbociclib,tucatinib,0.006782664082693709
goserelin,lapatinib,vinorelbine,0.006775042787391887
alpelisib,letrozole,panobinostat,0.006734630331974411
fulvestrant,lapatinib,paclitaxel,0.0067303762485439915
degarelix,eribulin,fulvestrant,0.006724898087387362
docetaxel,exemestane,vinorelbine,0.006720620477301189
fulvestrant,panobinostat,vinorelbine,0.006615990773095896
epirubicin,fulvestrant,vinorelbine,0.006599829670353127
everolimus,gemcitabine,panobinostat,0.006586258521831697
degarelix,fulvestrant,panobinostat,0.006568259283908315
capecitabine,degarelix,fulvestrant,0.006559825688559726
eribulin,gemcitabine,panobinostat,0.006543652835465809
eribulin,gemcitabine,letrozole,0.006521033217372933
exemestane,tucatinib,vinorelbine,0.006502999119307581
fulvestrant,paclitaxel,vinorelbine,0.006495222522863748
anastrozole,eribulin,gemcitabine,0.006493889847463403
epirubicin,lY2835219,lapatinib,0.006439945908767831
epirubicin,goserelin,vinorelbine,0.006423522535127503
degarelix,fulvestrant,paclitaxel,0.006418028845418931
degarelix,epirubicin,fulvestrant,0.0064175553188915825
degarelix,docetaxel,fulvestrant,0.0064155184899742325
degarelix,fulvestrant,gemcitabine,0.006412106005226562
degarelix,fentanyl,fulvestrant,0.006411440701168198
degarelix,fulvestrant,midazolam,0.00641144070116809
degarelix,fulvestrant,pF-03084014,0.006411440701167646
degarelix,fulvestrant,propofol,0.006411440701167593
degarelix,fulvestrant,hydroxychloroquine,0.006411440701167266
canagliflozin,degarelix,fulvestrant,0.006411440701166762
goserelin,panobinostat,vinorelbine,0.0063769098333595646
epirubicin,goserelin,lapatinib,0.006362456269623095
goserelin,lY2835219,lapatinib,0.006332071137227005
goserelin,tucatinib,vinorelbine,0.006320650662279166
goserelin,paclitaxel,vinorelbine,0.0063182951619082045
anastrozole,docetaxel,lapatinib,0.006304242421634739
docetaxel,exemestane,lapatinib,0.006043184081386155
alpelisib,capecitabine,letrozole,0.006022027299047035
everolimus,fentanyl,panobinostat,0.006020886109792987
everolimus,midazolam,panobinostat,0.006020886109792365
everolimus,panobinostat,propofol,0.006020886109791872
everolimus,pF-03084014,panobinostat,0.006020886109790948
canagliflozin,everolimus,panobinostat,0.006020886109790226
everolimus,hydroxychloroquine,panobinostat,0.006020886109789991
alpelisib,entrectinib,exemestane,0.006016297393803856
alpelisib,exemestane,lapatinib,0.0059853042068597475
degarelix,epirubicin,vinorelbine,0.005976720655294572
canagliflozin,eribulin,letrozole,0.005953496559880384
eribulin,hydroxychloroquine,letrozole,0.005953496559880077
eribulin,letrozole,pF-03084014,0.005953496559879529
eribulin,letrozole,midazolam,0.00595349655987936
eribulin,letrozole,propofol,0.005953496559879355
eribulin,fentanyl,letrozole,0.005953496559879132
entrectinib,fulvestrant,vinorelbine,0.005942157089209305
eribulin,exemestane,panobinostat,0.005937536126976334
anastrozole,eribulin,hydroxychloroquine,0.005931132668964198
anastrozole,eribulin,pF-03084014,0.005931132668963809
anastrozole,eribulin,midazolam,0.0059311326689633894
anastrozole,eribulin,fentanyl,0.005931132668963333
anastrozole,eribulin,propofol,0.005931132668963207
anastrozole,canagliflozin,eribulin,0.0059311326689631795
eribulin,lY2835219,lapatinib,0.005916998203493567
eribulin,goserelin,lapatinib,0.005916950939799538
degarelix,paclitaxel,vinorelbine,0.005870693975427683
degarelix,panobinostat,vinorelbine,0.0058493600537812265
lY2835219,lapatinib,paclitaxel,0.005840203483033818
anastrozole,paclitaxel,panobinostat,0.005837473297165613
eribulin,exemestane,paclitaxel,0.005825119309891107
entrectinib,exemestane,lapatinib,0.005803001483014096
eribulin,fulvestrant,panobinostat,0.005801700731710574
lY2835219,lapatinib,vinorelbine,0.005777128732461234
eribulin,everolimus,paclitaxel,0.00577236720681789
goserelin,lapatinib,paclitaxel,0.0057627557275408085
eribulin,fulvestrant,paclitaxel,0.005717029615716271
eribulin,goserelin,panobinostat,0.005702578305442527
anastrozole,lapatinib,tucatinib,0.00568331939019948
eribulin,goserelin,paclitaxel,0.005680060768229011
exemestane,paclitaxel,panobinostat,0.005678110485592446
fulvestrant,paclitaxel,panobinostat,0.00564673326614028
eribulin,lY2835219,panobinostat,0.0056284989534147924
eribulin,lY2835219,paclitaxel,0.005600904950269874
degarelix,eribulin,paclitaxel,0.005594527662238027
lY2835219,paclitaxel,panobinostat,0.005584783878949692
goserelin,paclitaxel,panobinostat,0.005581462739178443
eribulin,paclitaxel,palbociclib,0.005557404253429392
entrectinib,fulvestrant,lapatinib,0.005551304581884327
degarelix,eribulin,panobinostat,0.005537096606353726
entrectinib,eribulin,paclitaxel,0.0055259895196191925
eribulin,palbociclib,panobinostat,0.005515222629868118
paclitaxel,palbociclib,panobinostat,0.005511460189786557
entrectinib,paclitaxel,panobinostat,0.005505127284284725
alpelisib,eribulin,paclitaxel,0.005500073458307055
eribulin,paclitaxel,tucatinib,0.005497405666432055
degarelix,paclitaxel,panobinostat,0.005496575853834303
eribulin,hydroxychloroquine,paclitaxel,0.005495755873742193
eribulin,midazolam,paclitaxel,0.005495755873741762
eribulin,pF-03084014,paclitaxel,0.00549575587374138
eribulin,paclitaxel,propofol,0.005495755873741353
canagliflozin,eribulin,paclitaxel,0.005495755873741276
eribulin,fentanyl,paclitaxel,0.005495755873741152
alpelisib,paclitaxel,panobinostat,0.005492727098523176
paclitaxel,panobinostat,tucatinib,0.005491106327124497
paclitaxel,panobinostat,propofol,0.005489951196491968
midazolam,paclitaxel,panobinostat,0.005489951196491544
hydroxychloroquine,paclitaxel,panobinostat,0.005489951196491487
fentanyl,paclitaxel,panobinostat,0.005489951196491357
canagliflozin,paclitaxel,panobinostat,0.005489951196491312
pF-03084014,paclitaxel,panobinostat,0.005489951196490902
entrectinib,eribulin,panobinostat,0.005478434649763989
docetaxel,fulvestrant,lapatinib,0.005456552488487031
alpelisib,eribulin,panobinostat,0.005441156770850201
eribulin,panobinostat,tucatinib,0.005436986932970525
eribulin,panobinostat,propofol,0.005434260684552352
eribulin,fentanyl,panobinostat,0.0054342606845522255
eribulin,midazolam,panobinostat,0.005434260684552163
eribulin,hydroxychloroquine,panobinostat,0.0054342606845517
eribulin,pF-03084014,panobinostat,0.005434260684551639
canagliflozin,eribulin,panobinostat,0.005434260684551403
goserelin,lapatinib,tucatinib,0.005404614688331616
exemestane,lapatinib,tucatinib,0.005400116762010503
epirubicin,lY2835219,vinorelbine,0.005346447282195409
letrozole,panobinostat,tucatinib,0.005343035012073959
degarelix,goserelin,lapatinib,0.005319682586889916
lY2835219,panobinostat,vinorelbine,0.00530486916270715
lY2835219,paclitaxel,vinorelbine,0.005241178025324385
epirubicin,lapatinib,palbociclib,0.005222309258629331
eribulin,gemcitabine,lapatinib,0.005210499907182711
entrectinib,epirubicin,lapatinib,0.005172039074905012
degarelix,everolimus,vinorelbine,0.00515864200543116
docetaxel,fulvestrant,vinorelbine,0.005156449341004898
docetaxel,goserelin,vinorelbine,0.004980310856785657
degarelix,epirubicin,lapatinib,0.004945856956964651
epirubicin,everolimus,vinorelbine,0.0049431656839431775
epirubicin,palbociclib,vinorelbine,0.004917435854131052
degarelix,lapatinib,vinorelbine,0.004914981273851657
alpelisib,epirubicin,lapatinib,0.004898801101977707
alpelisib,anastrozole,capecitabine,0.004885217526556584
epirubicin,lapatinib,tucatinib,0.004873979703412577
everolimus,paclitaxel,vinorelbine,0.004850607187574285
epirubicin,fentanyl,lapatinib,0.004849059668962326
epirubicin,lapatinib,midazolam,0.004849059668962079
canagliflozin,epirubicin,lapatinib,0.004849059668961901
epirubicin,lapatinib,propofol,0.004849059668961561
epirubicin,lapatinib,pF-03084014,0.004849059668961055
epirubicin,hydroxychloroquine,lapatinib,0.004849059668959836
gemcitabine,panobinostat,vinorelbine,0.004818347931783411
paclitaxel,palbociclib,vinorelbine,0.0048118524363562655
palbociclib,panobinostat,vinorelbine,0.004805767947032835
entrectinib,exemestane,tucatinib,0.00478636408316039
degarelix,everolimus,palbociclib,0.004783861814773918
capecitabine,degarelix,everolimus,0.004665692221053862
eribulin,lapatinib,palbociclib,0.004659094758067765
docetaxel,eribulin,exemestane,0.004658974026991091
anastrozole,docetaxel,panobinostat,0.004642274865905224
capecitabine,letrozole,tucatinib,0.004630900701537676
lapatinib,paclitaxel,palbociclib,0.0046222526719915565
entrectinib,epirubicin,vinorelbine,0.004597334390138405
entrectinib,eribulin,lapatinib,0.004578170958360823
entrectinib,lapatinib,paclitaxel,0.004571783946886913
docetaxel,lY2835219,lapatinib,0.004567494890236577
docetaxel,eribulin,everolimus,0.004565685658003873
docetaxel,eribulin,fulvestrant,0.004551489938832609
exemestane,gemcitabine,vinorelbine,0.004551110111711763
degarelix,docetaxel,vinorelbine,0.004533889156514939
docetaxel,eribulin,goserelin,0.00451530996808165
docetaxel,exemestane,panobinostat,0.004513193893163712
entrectinib,paclitaxel,vinorelbine,0.004491552430983294
docetaxel,goserelin,lapatinib,0.004489720844220151
docetaxel,fulvestrant,panobinostat,0.004482422279727899
entrectinib,panobinostat,vinorelbine,0.0044800946953659345
docetaxel,eribulin,lY2835219,0.004436480440645929
degarelix,docetaxel,eribulin,0.004430956348300469
docetaxel,lY2835219,panobinostat,0.00442158805979703
degarelix,eribulin,lapatinib,0.004418957506748845
docetaxel,goserelin,panobinostat,0.004417940629502365
docetaxel,eribulin,palbociclib,0.004393727353588804
eribulin,exemestane,palbociclib,0.004388122289685737
docetaxel,entrectinib,eribulin,0.004362558412836121
docetaxel,palbociclib,panobinostat,0.004349011980417251
degarelix,lapatinib,paclitaxel,0.004345357108234776
docetaxel,entrectinib,panobinostat,0.004342924867972935
alpelisib,docetaxel,eribulin,0.004336739280505759
degarelix,docetaxel,panobinostat,0.004334233230368027
docetaxel,eribulin,tucatinib,0.004334097022087134
docetaxel,eribulin,hydroxychloroquine,0.004332455556053711
docetaxel,eribulin,pF-03084014,0.0043324555560531495
docetaxel,eribulin,propofol,0.004332455556052574
docetaxel,eribulin,midazolam,0.0043324555560524565
canagliflozin,docetaxel,eribulin,0.0043324555560522995
docetaxel,eribulin,fentanyl,0.004332455556052288
alpelisib,docetaxel,panobinostat,0.004330621611193161
docetaxel,panobinostat,tucatinib,0.004329026373250857
docetaxel,panobinostat,propofol,0.00432787956927447
docetaxel,hydroxychloroquine,panobinostat,0.004327879569274286
docetaxel,pF-03084014,panobinostat,0.004327879569273952
docetaxel,fentanyl,panobinostat,0.0043278795692737754
canagliflozin,docetaxel,panobinostat,0.004327879569273614
docetaxel,midazolam,panobinostat,0.004327879569273521
alpelisib,lapatinib,paclitaxel,0.004298771582046694
alpelisib,eribulin,lapatinib,0.004280280900368367
lapatinib,paclitaxel,tucatinib,0.004273938324074545
eribulin,lapatinib,tucatinib,0.004252898575915218
canagliflozin,lapatinib,paclitaxel,0.004249032823156893
lapatinib,midazolam,paclitaxel,0.004249032823156854
lapatinib,paclitaxel,propofol,0.0042490328231565965
fentanyl,lapatinib,paclitaxel,0.004249032823156592
lapatinib,pF-03084014,paclitaxel,0.004249032823156192
hydroxychloroquine,lapatinib,paclitaxel,0.00424903282315593
eribulin,lapatinib,midazolam,0.00422642195721212
eribulin,fentanyl,lapatinib,0.0042264219572121075
canagliflozin,eribulin,lapatinib,0.004226421957211631
eribulin,lapatinib,propofol,0.004226421957211629
eribulin,lapatinib,pF-03084014,0.004226421957211577
eribulin,hydroxychloroquine,lapatinib,0.00422642195721079
exemestane,palbociclib,panobinostat,0.004206778756244909
capecitabine,exemestane,palbociclib,0.0041830492898341865
exemestane,pF-03084014,vinorelbine,0.004156961675064936
exemestane,hydroxychloroquine,vinorelbine,0.004156961675064854
exemestane,propofol,vinorelbine,0.00415696167506392
canagliflozin,exemestane,vinorelbine,0.004156961675063828
exemestane,fentanyl,vinorelbine,0.004156961675063693
exemestane,midazolam,vinorelbine,0.004156961675063013
lapatinib,palbociclib,vinorelbine,0.004133400394907793
alpelisib,degarelix,everolimus,0.004121066288216795
alpelisib,epirubicin,vinorelbine,0.004064984415857453
eribulin,goserelin,tucatinib,0.004051940970206634
epirubicin,tucatinib,vinorelbine,0.004033765325220903
exemestane,paclitaxel,palbociclib,0.004013553184341572
epirubicin,exemestane,palbociclib,0.004012730694021552
docetaxel,exemestane,palbociclib,0.00401033163697749
exemestane,gemcitabine,palbociclib,0.004006162063045806
exemestane,pF-03084014,palbociclib,0.004005331829095904
canagliflozin,exemestane,palbociclib,0.004005331829095082
exemestane,fentanyl,palbociclib,0.004005331829094716
exemestane,midazolam,palbociclib,0.004005331829094683
exemestane,hydroxychloroquine,palbociclib,0.004005331829094615
exemestane,palbociclib,propofol,0.0040053318290937615
epirubicin,fentanyl,vinorelbine,0.004001467625643644
epirubicin,pF-03084014,vinorelbine,0.004001467625643536
canagliflozin,epirubicin,vinorelbine,0.004001467625643514
epirubicin,hydroxychloroquine,vinorelbine,0.004001467625643284
epirubicin,midazolam,vinorelbine,0.00400146762564298
epirubicin,propofol,vinorelbine,0.004001467625642725
alpelisib,everolimus,palbociclib,0.00399803852856493
degarelix,eribulin,goserelin,0.003992712080410675
degarelix,palbociclib,vinorelbine,0.003980615693403463
alpelisib,paclitaxel,vinorelbine,0.003959428064789427
goserelin,panobinostat,tucatinib,0.003958652956349179
capecitabine,goserelin,tucatinib,0.003953839456010215
alpelisib,capecitabine,everolimus,0.00395081329412608
alpelisib,panobinostat,vinorelbine,0.003936608511570419
paclitaxel,tucatinib,vinorelbine,0.0039281971147458565
alpelisib,letrozole,paclitaxel,0.00392742778828985
panobinostat,tucatinib,vinorelbine,0.0039038755155221716
docetaxel,lY2835219,vinorelbine,0.003903520010725254
alpelisib,epirubicin,letrozole,0.003900411764883612
hydroxychloroquine,paclitaxel,vinorelbine,0.003895913948702365
pF-03084014,paclitaxel,vinorelbine,0.0038959139487016606
canagliflozin,paclitaxel,vinorelbine,0.003895913948701493
fentanyl,paclitaxel,vinorelbine,0.0038959139487008986
paclitaxel,propofol,vinorelbine,0.0038959139487007477
midazolam,paclitaxel,vinorelbine,0.0038959139487007434
goserelin,paclitaxel,tucatinib,0.0038735637742178084
epirubicin,goserelin,tucatinib,0.0038732520040285373
alpelisib,docetaxel,letrozole,0.00387310757490807
