drug_1,drug_2,drug_3,synergy_score
goserelin,letrozole,paclitaxel,0.13781063198919474
epirubicin,goserelin,letrozole,0.13778328698793982
docetaxel,goserelin,letrozole,0.13775489515346692
gemcitabine,goserelin,letrozole,0.13769555774318007
canagliflozin,goserelin,letrozole,0.13768263161979039
goserelin,hydroxychloroquine,letrozole,0.13768263161978972
goserelin,letrozole,midazolam,0.13768263161978941
goserelin,letrozole,propofol,0.13768263161978908
fentanyl,goserelin,letrozole,0.13768263161978878
goserelin,letrozole,pF-03084014,0.13768263161978767
letrozole,palbociclib,vinorelbine,0.1373975145375309
everolimus,goserelin,lapatinib,0.13611436989055556
anastrozole,everolimus,lapatinib,0.13566192922657636
fulvestrant,goserelin,palbociclib,0.13477540497324067
entrectinib,everolimus,letrozole,0.13420147641567182
entrectinib,lapatinib,letrozole,0.13401367399250966
fulvestrant,palbociclib,tucatinib,0.13239110150662434
capecitabine,docetaxel,everolimus,0.13096096761959888
capecitabine,docetaxel,letrozole,0.13090250052089145
anastrozole,capecitabine,docetaxel,0.13007243296922216
anastrozole,capecitabine,lapatinib,0.12953439940350542
capecitabine,docetaxel,exemestane,0.12876990025955282
capecitabine,docetaxel,fulvestrant,0.12872055914195163
capecitabine,docetaxel,goserelin,0.12870104278010755
capecitabine,docetaxel,lY2835219,0.12868004156809157
capecitabine,degarelix,docetaxel,0.12866415187753658
capecitabine,docetaxel,palbociclib,0.1286450652523583
capecitabine,docetaxel,entrectinib,0.12863930343377208
alpelisib,capecitabine,docetaxel,0.1286187263425988
capecitabine,docetaxel,tucatinib,0.1286175998270476
capecitabine,docetaxel,hydroxychloroquine,0.12861612412164475
capecitabine,docetaxel,pF-03084014,0.12861612412164433
capecitabine,docetaxel,propofol,0.12861612412164428
canagliflozin,capecitabine,docetaxel,0.1286161241216439
capecitabine,docetaxel,midazolam,0.12861612412164378
capecitabine,docetaxel,fentanyl,0.12861612412164328
capecitabine,exemestane,lapatinib,0.12804984215382237
capecitabine,fulvestrant,lapatinib,0.1274162897496506
capecitabine,lY2835219,lapatinib,0.12648935651736187
capecitabine,goserelin,lapatinib,0.1264314809382481
entrectinib,everolimus,goserelin,0.1263796653686208
capecitabine,lapatinib,palbociclib,0.12523922984325994
capecitabine,entrectinib,lapatinib,0.12518371316571944
capecitabine,degarelix,lapatinib,0.12498095022240757
degarelix,fulvestrant,letrozole,0.12490870349482262
alpelisib,capecitabine,lapatinib,0.12489106514888405
capecitabine,lapatinib,tucatinib,0.12486519856729832
capecitabine,lapatinib,midazolam,0.12483888770922608
capecitabine,lapatinib,propofol,0.124838887709226
canagliflozin,capecitabine,lapatinib,0.1248388877092259
capecitabine,fentanyl,lapatinib,0.12483888770922574
capecitabine,lapatinib,pF-03084014,0.12483888770922541
capecitabine,hydroxychloroquine,lapatinib,0.12483888770922448
everolimus,exemestane,goserelin,0.12204577361704123
capecitabine,gemcitabine,vinorelbine,0.12114420151719701
lY2835219,letrozole,vinorelbine,0.12016936390846518
lY2835219,letrozole,palbociclib,0.11988735049288013
lapatinib,letrozole,vinorelbine,0.1174890355172651
anastrozole,entrectinib,fulvestrant,0.11672441195995496
anastrozole,lY2835219,palbociclib,0.1156321762849373
everolimus,letrozole,palbociclib,0.11510664697272206
everolimus,letrozole,vinorelbine,0.11481806868990661
lapatinib,letrozole,palbociclib,0.11479685402982312
alpelisib,degarelix,fulvestrant,0.11425965321716795
anastrozole,eribulin,fulvestrant,0.11301701347145658
anastrozole,fulvestrant,lapatinib,0.11262894890893019
alpelisib,entrectinib,fulvestrant,0.11121070976680414
alpelisib,fulvestrant,vinorelbine,0.11039231110749144
fulvestrant,goserelin,lY2835219,0.11035219711067934
alpelisib,fulvestrant,lapatinib,0.1102605706015201
anastrozole,palbociclib,vinorelbine,0.10943195907867398
epirubicin,everolimus,lapatinib,0.1089165786472338
anastrozole,capecitabine,fulvestrant,0.10838379471128216
eribulin,everolimus,lapatinib,0.10836629886327344
everolimus,lapatinib,paclitaxel,0.10832954698200194
alpelisib,eribulin,fulvestrant,0.10795507974378205
alpelisib,fulvestrant,panobinostat,0.10788904638892284
alpelisib,capecitabine,fulvestrant,0.10783879887781135
alpelisib,fulvestrant,paclitaxel,0.10774030158200601
alpelisib,epirubicin,fulvestrant,0.10773935772667981
alpelisib,docetaxel,fulvestrant,0.10773802836269758
alpelisib,fulvestrant,gemcitabine,0.10773544098360271
alpelisib,canagliflozin,fulvestrant,0.10773489499962391
alpelisib,fentanyl,fulvestrant,0.10773489499962383
alpelisib,fulvestrant,propofol,0.10773489499962378
alpelisib,fulvestrant,midazolam,0.10773489499962377
alpelisib,fulvestrant,hydroxychloroquine,0.10773489499962377
alpelisib,fulvestrant,pF-03084014,0.10773489499962349
everolimus,lapatinib,vinorelbine,0.10766439629794297
everolimus,fulvestrant,palbociclib,0.10733083835070859
anastrozole,fulvestrant,panobinostat,0.10729198885048237
eribulin,fulvestrant,letrozole,0.10708350885367213
docetaxel,everolimus,lapatinib,0.10701458135001461
anastrozole,fulvestrant,paclitaxel,0.10695214520534845
anastrozole,epirubicin,fulvestrant,0.10693572577343745
anastrozole,docetaxel,fulvestrant,0.10691677904210964
anastrozole,fulvestrant,gemcitabine,0.10687821896973264
anastrozole,fulvestrant,hydroxychloroquine,0.10686991494275383
anastrozole,canagliflozin,fulvestrant,0.1068699149427535
anastrozole,fulvestrant,pF-03084014,0.10686991494275329
anastrozole,fulvestrant,propofol,0.1068699149427532
anastrozole,fentanyl,fulvestrant,0.10686991494275318
anastrozole,fulvestrant,midazolam,0.106869914942753
degarelix,goserelin,lY2835219,0.10657875418973996
degarelix,everolimus,lapatinib,0.10640600718375706
entrectinib,exemestane,goserelin,0.10634384987668477
anastrozole,goserelin,tucatinib,0.10611035093925048
anastrozole,eribulin,goserelin,0.10597680926222731
everolimus,lapatinib,palbociclib,0.10569652536604074
alpelisib,everolimus,lapatinib,0.10569020540171521
entrectinib,everolimus,lapatinib,0.10547455705530258
everolimus,lapatinib,tucatinib,0.1051717143556081
degarelix,entrectinib,letrozole,0.10510438381977731
anastrozole,goserelin,lapatinib,0.10465809302618499
capecitabine,exemestane,vinorelbine,0.10446251492239945
everolimus,gemcitabine,lapatinib,0.104411948077017
fulvestrant,letrozole,panobinostat,0.1039943956246848
everolimus,fentanyl,lapatinib,0.10397188986592126
everolimus,lapatinib,midazolam,0.10397188986592071
everolimus,lapatinib,propofol,0.10397188986591956
everolimus,lapatinib,pF-03084014,0.10397188986591928
canagliflozin,everolimus,lapatinib,0.10397188986591885
everolimus,hydroxychloroquine,lapatinib,0.10397188986591747
capecitabine,everolimus,vinorelbine,0.10328172516772358
capecitabine,fulvestrant,letrozole,0.10323182472257554
degarelix,lY2835219,vinorelbine,0.10294618249225769
capecitabine,fulvestrant,vinorelbine,0.10285142297483056
capecitabine,goserelin,vinorelbine,0.10265730732347567
capecitabine,degarelix,vinorelbine,0.10217657404046067
degarelix,lY2835219,palbociclib,0.10200081060319996
capecitabine,lY2835219,vinorelbine,0.10156061801051261
degarelix,fulvestrant,tucatinib,0.10148589044868256
anastrozole,capecitabine,goserelin,0.10136025411095974
degarelix,lY2835219,lapatinib,0.10131363333386538
capecitabine,palbociclib,vinorelbine,0.1010991165584848
fulvestrant,letrozole,paclitaxel,0.10104360527754908
epirubicin,fulvestrant,letrozole,0.10101564005056418
docetaxel,fulvestrant,letrozole,0.10098707956508493
fulvestrant,gemcitabine,letrozole,0.10092712994002599
canagliflozin,fulvestrant,letrozole,0.10091404643405452
fulvestrant,hydroxychloroquine,letrozole,0.10091404643405348
fulvestrant,letrozole,propofol,0.10091404643405313
fentanyl,fulvestrant,letrozole,0.10091404643405281
fulvestrant,letrozole,pF-03084014,0.10091404643405281
fulvestrant,letrozole,midazolam,0.10091404643405277
alpelisib,degarelix,lY2835219,0.10080628474409854
capecitabine,entrectinib,vinorelbine,0.10077376860067598
degarelix,lY2835219,tucatinib,0.10051521904804542
degarelix,entrectinib,lY2835219,0.10038377076763133
anastrozole,goserelin,panobinostat,0.1002234829617785
alpelisib,capecitabine,vinorelbine,0.10022200858248695
capecitabine,tucatinib,vinorelbine,0.1001897443088298
capecitabine,hydroxychloroquine,vinorelbine,0.10015605578563107
capecitabine,pF-03084014,vinorelbine,0.10015605578563107
canagliflozin,capecitabine,vinorelbine,0.10015605578563067
capecitabine,propofol,vinorelbine,0.10015605578563033
capecitabine,fentanyl,vinorelbine,0.10015605578563021
capecitabine,midazolam,vinorelbine,0.10015605578563014
anastrozole,goserelin,paclitaxel,0.09994579289542539
anastrozole,epirubicin,goserelin,0.09992999368924431
anastrozole,docetaxel,goserelin,0.09991121560892287
anastrozole,gemcitabine,goserelin,0.09987326775131798
anastrozole,goserelin,hydroxychloroquine,0.09986512110692128
anastrozole,goserelin,midazolam,0.09986512110692089
anastrozole,canagliflozin,goserelin,0.09986512110692064
anastrozole,fentanyl,goserelin,0.09986512110692045
anastrozole,goserelin,propofol,0.09986512110692039
anastrozole,goserelin,pF-03084014,0.09986512110691936
degarelix,eribulin,lY2835219,0.099830059253934
capecitabine,degarelix,lY2835219,0.09973947877943298
degarelix,lY2835219,panobinostat,0.09972759572871077
degarelix,epirubicin,lY2835219,0.09963463098592507
degarelix,lY2835219,paclitaxel,0.09963444240307075
degarelix,docetaxel,lY2835219,0.09963304721488578
degarelix,gemcitabine,lY2835219,0.0996307096866211
degarelix,lY2835219,midazolam,0.09963029039599104
degarelix,fentanyl,lY2835219,0.09963029039599092
degarelix,lY2835219,propofol,0.09963029039599075
degarelix,lY2835219,pF-03084014,0.09963029039599003
canagliflozin,degarelix,lY2835219,0.09963029039598956
degarelix,hydroxychloroquine,lY2835219,0.0996302903959894
anastrozole,everolimus,vinorelbine,0.09930067423666608
entrectinib,goserelin,tucatinib,0.09848955912585033
entrectinib,goserelin,lY2835219,0.09843194919984129
degarelix,entrectinib,goserelin,0.09840324474623828
lY2835219,lapatinib,letrozole,0.09835732862283152
entrectinib,fulvestrant,tucatinib,0.09783351664257832
fulvestrant,tucatinib,vinorelbine,0.09765346615698839
entrectinib,goserelin,vinorelbine,0.09758027729346051
fulvestrant,lapatinib,tucatinib,0.09752812334308848
entrectinib,goserelin,lapatinib,0.09639873162608792
eribulin,fulvestrant,tucatinib,0.09524479795144758
fulvestrant,panobinostat,tucatinib,0.09517981161706468
capecitabine,fulvestrant,tucatinib,0.0951300328283443
fulvestrant,paclitaxel,tucatinib,0.09503256885615252
epirubicin,fulvestrant,tucatinib,0.09503163686023335
docetaxel,fulvestrant,tucatinib,0.09503032117030047
fulvestrant,gemcitabine,tucatinib,0.09502776162570131
canagliflozin,fulvestrant,tucatinib,0.09502722163646735
fentanyl,fulvestrant,tucatinib,0.09502722163646735
fulvestrant,propofol,tucatinib,0.09502722163646735
fulvestrant,pF-03084014,tucatinib,0.0950272216364673
fulvestrant,hydroxychloroquine,tucatinib,0.09502722163646728
fulvestrant,midazolam,tucatinib,0.09502722163646724
entrectinib,eribulin,goserelin,0.09477679613833771
capecitabine,entrectinib,goserelin,0.09467193684011681
entrectinib,goserelin,panobinostat,0.09466894522845332
entrectinib,goserelin,paclitaxel,0.09457099218271564
entrectinib,epirubicin,goserelin,0.09457089416120643
docetaxel,entrectinib,goserelin,0.09456941091116174
entrectinib,gemcitabine,goserelin,0.09456706592156834
canagliflozin,entrectinib,goserelin,0.0945666248903449
entrectinib,goserelin,midazolam,0.09456662489034448
entrectinib,goserelin,propofol,0.09456662489034419
entrectinib,goserelin,hydroxychloroquine,0.09456662489034397
entrectinib,fentanyl,goserelin,0.09456662489034341
entrectinib,goserelin,pF-03084014,0.0945666248903433
everolimus,goserelin,lY2835219,0.09350465812640839
entrectinib,eribulin,letrozole,0.0933823249933874
degarelix,everolimus,exemestane,0.09291783267289391
alpelisib,entrectinib,letrozole,0.09192496976669216
fulvestrant,lY2835219,palbociclib,0.09099251806139981
entrectinib,letrozole,panobinostat,0.09034264587864158
entrectinib,letrozole,tucatinib,0.089865416094424
capecitabine,entrectinib,letrozole,0.08963831668010774
everolimus,exemestane,panobinostat,0.08825737512040176
degarelix,letrozole,vinorelbine,0.08790698607434956
entrectinib,letrozole,paclitaxel,0.08752408151735538
entrectinib,epirubicin,letrozole,0.08749729110203622
docetaxel,entrectinib,letrozole,0.08746966437499182
everolimus,exemestane,palbociclib,0.08741329855713786
entrectinib,gemcitabine,letrozole,0.08741182255816167
canagliflozin,entrectinib,letrozole,0.08739921267186469
entrectinib,letrozole,pF-03084014,0.08739921267186342
entrectinib,letrozole,propofol,0.08739921267186287
entrectinib,hydroxychloroquine,letrozole,0.08739921267186285
entrectinib,letrozole,midazolam,0.08739921267186225
entrectinib,fentanyl,letrozole,0.08739921267186167
alpelisib,goserelin,palbociclib,0.08709066428562065
everolimus,exemestane,vinorelbine,0.08705848398392993
degarelix,letrozole,palbociclib,0.08680789532815257
alpelisib,everolimus,exemestane,0.08659833600520707
entrectinib,everolimus,exemestane,0.08565539857342822
everolimus,exemestane,tucatinib,0.085544205304801
capecitabine,everolimus,exemestane,0.08448455126078264
anastrozole,entrectinib,lY2835219,0.08361726408214211
eribulin,everolimus,exemestane,0.08254568019780872
everolimus,exemestane,paclitaxel,0.08217120129726928
epirubicin,everolimus,exemestane,0.08215735388554336
docetaxel,everolimus,exemestane,0.08212497510093177
everolimus,exemestane,gemcitabine,0.08206714217358062
everolimus,exemestane,fentanyl,0.08205545336292745
everolimus,exemestane,midazolam,0.08205545336292697
everolimus,exemestane,propofol,0.08205545336292677
everolimus,exemestane,pF-03084014,0.0820554533629267
everolimus,exemestane,hydroxychloroquine,0.08205545336292569
canagliflozin,everolimus,exemestane,0.08205545336292516
anastrozole,eribulin,lY2835219,0.08191778728126103
anastrozole,lY2835219,lapatinib,0.08075567461867088
alpelisib,anastrozole,lY2835219,0.08041722098694001
anastrozole,lY2835219,tucatinib,0.07909753262554792
degarelix,everolimus,fulvestrant,0.07782849774932188
anastrozole,entrectinib,vinorelbine,0.07774394616911598
anastrozole,capecitabine,lY2835219,0.07735906044541321
anastrozole,lY2835219,panobinostat,0.07624693793854262
anastrozole,lapatinib,vinorelbine,0.07617700026219036
anastrozole,lY2835219,paclitaxel,0.07596417140625811
anastrozole,epirubicin,lY2835219,0.07594841408372872
anastrozole,docetaxel,lY2835219,0.075929920410279
anastrozole,gemcitabine,lY2835219,0.07589243529438502
anastrozole,lY2835219,propofol,0.07588437728083416
anastrozole,canagliflozin,lY2835219,0.07588437728083411
anastrozole,lY2835219,midazolam,0.07588437728083379
anastrozole,hydroxychloroquine,lY2835219,0.07588437728083373
anastrozole,fentanyl,lY2835219,0.0758843772808337
anastrozole,lY2835219,pF-03084014,0.07588437728083348
everolimus,goserelin,palbociclib,0.07555561702688388
everolimus,fulvestrant,panobinostat,0.07525034405058315
letrozole,panobinostat,vinorelbine,0.07514966084699928
alpelisib,everolimus,goserelin,0.07484439947131742
anastrozole,panobinostat,vinorelbine,0.0741886799671463
eribulin,letrozole,palbociclib,0.07414645103940641
anastrozole,epirubicin,vinorelbine,0.07411048145663147
anastrozole,paclitaxel,vinorelbine,0.07402040068214824
alpelisib,anastrozole,vinorelbine,0.07358114664340265
entrectinib,everolimus,fulvestrant,0.07301165350248623
alpelisib,letrozole,palbociclib,0.07291233162693567
anastrozole,docetaxel,vinorelbine,0.07265074005544139
everolimus,fulvestrant,vinorelbine,0.07251805339125082
anastrozole,tucatinib,vinorelbine,0.07245526298538817
epirubicin,letrozole,vinorelbine,0.07244896983940875
letrozole,paclitaxel,vinorelbine,0.0723704348599994
alpelisib,letrozole,vinorelbine,0.07221676349284963
capecitabine,everolimus,fulvestrant,0.07145895068679867
letrozole,palbociclib,panobinostat,0.07108169009635223
letrozole,palbociclib,tucatinib,0.07100898666729792
docetaxel,letrozole,vinorelbine,0.07097961468406722
letrozole,tucatinib,vinorelbine,0.07079555799430427
anastrozole,gemcitabine,vinorelbine,0.07044876141870642
capecitabine,letrozole,palbociclib,0.07037703560396029
anastrozole,hydroxychloroquine,vinorelbine,0.07004756435308765
anastrozole,pF-03084014,vinorelbine,0.07004756435308736
anastrozole,canagliflozin,vinorelbine,0.07004756435308666
anastrozole,fentanyl,vinorelbine,0.07004756435308634
anastrozole,propofol,vinorelbine,0.07004756435308589
anastrozole,midazolam,vinorelbine,0.07004756435308564
eribulin,everolimus,fulvestrant,0.06946193665326744
everolimus,fulvestrant,paclitaxel,0.06919191592854158
epirubicin,everolimus,fulvestrant,0.06917797421851624
docetaxel,everolimus,fulvestrant,0.06914629533822043
everolimus,fulvestrant,gemcitabine,0.06908948919950651
everolimus,fentanyl,fulvestrant,0.0690779837533807
everolimus,fulvestrant,midazolam,0.06907798375338026
everolimus,fulvestrant,propofol,0.06907798375337929
everolimus,fulvestrant,pF-03084014,0.06907798375337897
canagliflozin,everolimus,fulvestrant,0.06907798375337856
everolimus,fulvestrant,hydroxychloroquine,0.06907798375337834
gemcitabine,letrozole,vinorelbine,0.06875624649465031
canagliflozin,letrozole,vinorelbine,0.06835026995003823
hydroxychloroquine,letrozole,vinorelbine,0.06835026995003786
letrozole,pF-03084014,vinorelbine,0.06835026995003744
fentanyl,letrozole,vinorelbine,0.0683502699500365
letrozole,propofol,vinorelbine,0.06835026995003636
letrozole,midazolam,vinorelbine,0.06835026995003597
letrozole,paclitaxel,palbociclib,0.0682577524887721
epirubicin,letrozole,palbociclib,0.06823076353207262
anastrozole,everolimus,palbociclib,0.06822910825452505
docetaxel,letrozole,palbociclib,0.06820308955335103
gemcitabine,letrozole,palbociclib,0.06814506215559187
canagliflozin,letrozole,palbociclib,0.06813240381367698
letrozole,pF-03084014,palbociclib,0.06813240381367591
hydroxychloroquine,letrozole,palbociclib,0.06813240381367515
letrozole,midazolam,palbociclib,0.06813240381367515
fentanyl,letrozole,palbociclib,0.06813240381367504
letrozole,palbociclib,propofol,0.0681324038136737
everolimus,lY2835219,panobinostat,0.06575119991903287
degarelix,everolimus,letrozole,0.06554401944831316
degarelix,fulvestrant,goserelin,0.06443057237641335
degarelix,lapatinib,letrozole,0.06397058846381355
alpelisib,everolimus,lY2835219,0.062369705180633075
everolimus,lY2835219,palbociclib,0.06226911128930652
capecitabine,everolimus,lY2835219,0.061980123201319216
everolimus,lY2835219,vinorelbine,0.0618268141493518
everolimus,lY2835219,tucatinib,0.0616510117390769
entrectinib,everolimus,lY2835219,0.061450412405062826
eribulin,everolimus,lY2835219,0.05990861724346136
everolimus,lY2835219,paclitaxel,0.059749848909840704
epirubicin,everolimus,lY2835219,0.059736569309197005
docetaxel,everolimus,lY2835219,0.059705343486779264
everolimus,gemcitabine,lY2835219,0.059649612304548336
everolimus,fentanyl,lY2835219,0.05963835287185069
everolimus,lY2835219,midazolam,0.059638352871850514
everolimus,lY2835219,propofol,0.059638352871849744
canagliflozin,everolimus,lY2835219,0.059638352871848654
everolimus,lY2835219,pF-03084014,0.05963835287184863
everolimus,hydroxychloroquine,lY2835219,0.05963835287184777
fulvestrant,goserelin,vinorelbine,0.05931709910465839
fulvestrant,goserelin,lapatinib,0.058290475647062405
exemestane,goserelin,palbociclib,0.05693374268818257
fulvestrant,lY2835219,lapatinib,0.05687826623482335
fulvestrant,lY2835219,vinorelbine,0.05675032480034251
eribulin,lY2835219,letrozole,0.05653247551821303
eribulin,lapatinib,letrozole,0.056472246598233855
entrectinib,fulvestrant,lY2835219,0.056198593159408713
alpelisib,lY2835219,letrozole,0.05534245658547289
alpelisib,exemestane,goserelin,0.054775238356814415
eribulin,fulvestrant,goserelin,0.05470098795375218
everolimus,letrozole,panobinostat,0.054571490906932286
fulvestrant,goserelin,panobinostat,0.0545437029296263
capecitabine,fulvestrant,goserelin,0.05448845283771436
fulvestrant,goserelin,paclitaxel,0.0543135238980391
epirubicin,fulvestrant,goserelin,0.054312251064864155
docetaxel,fulvestrant,goserelin,0.05430983405638459
fulvestrant,gemcitabine,goserelin,0.054305381258562456
fulvestrant,goserelin,midazolam,0.0543044666076648
canagliflozin,fulvestrant,goserelin,0.05430446660766448
fulvestrant,goserelin,hydroxychloroquine,0.054304466607664394
fentanyl,fulvestrant,goserelin,0.05430446660766432
fulvestrant,goserelin,propofol,0.0543044666076642
fulvestrant,goserelin,pF-03084014,0.05430446660766247
lY2835219,letrozole,tucatinib,0.053727446383549926
lY2835219,letrozole,panobinostat,0.05349753756748151
eribulin,fulvestrant,lY2835219,0.05313217496806099
fulvestrant,lY2835219,panobinostat,0.05305736690166549
capecitabine,fulvestrant,lY2835219,0.052977468167442913
fulvestrant,lY2835219,paclitaxel,0.05282211140414688
epirubicin,fulvestrant,lY2835219,0.052820880454623666
docetaxel,fulvestrant,lY2835219,0.05281874785301578
fulvestrant,gemcitabine,lY2835219,0.05281475779690455
fulvestrant,lY2835219,propofol,0.05281393177685304
canagliflozin,fulvestrant,lY2835219,0.052813931776853014
fulvestrant,lY2835219,midazolam,0.052813931776852764
fentanyl,fulvestrant,lY2835219,0.05281393177685265
fulvestrant,hydroxychloroquine,lY2835219,0.052813931776851925
fulvestrant,lY2835219,pF-03084014,0.05281393177685166
capecitabine,lY2835219,letrozole,0.05275528331144306
eribulin,everolimus,letrozole,0.05174321339395259
epirubicin,lapatinib,letrozole,0.05123862001383752
alpelisib,everolimus,letrozole,0.051093483397859164
lapatinib,letrozole,paclitaxel,0.050665611865565174
lY2835219,letrozole,paclitaxel,0.05060382433319518
epirubicin,lY2835219,letrozole,0.05057652121559194
docetaxel,lY2835219,letrozole,0.05054841378799075
gemcitabine,lY2835219,letrozole,0.05048953911941482
canagliflozin,lY2835219,letrozole,0.05047670162687158
lY2835219,letrozole,propofol,0.050476701626870554
lY2835219,letrozole,midazolam,0.05047670162687002
hydroxychloroquine,lY2835219,letrozole,0.05047670162686989
fentanyl,lY2835219,letrozole,0.050476701626869784
lY2835219,letrozole,pF-03084014,0.050476701626869465
alpelisib,lapatinib,letrozole,0.050145046266763825
capecitabine,everolimus,letrozole,0.05011774202133194
docetaxel,lapatinib,letrozole,0.04933974111143487
everolimus,letrozole,tucatinib,0.04920973233582843
lapatinib,letrozole,tucatinib,0.048730238460289885
degarelix,goserelin,palbociclib,0.048377537355826374
goserelin,lY2835219,palbociclib,0.04808264091187305
goserelin,palbociclib,tucatinib,0.047903910799937104
exemestane,goserelin,lY2835219,0.04786815882715892
goserelin,palbociclib,vinorelbine,0.04690406971225515
alpelisib,goserelin,lY2835219,0.046839693023762265
anastrozole,entrectinib,palbociclib,0.04683330214600848
gemcitabine,lapatinib,letrozole,0.04673396435209223
alpelisib,degarelix,goserelin,0.0463712000498319
canagliflozin,lapatinib,letrozole,0.04629232808115055
lapatinib,letrozole,propofol,0.046292328081149144
fentanyl,lapatinib,letrozole,0.046292328081149116
lapatinib,letrozole,midazolam,0.04629232808114899
lapatinib,letrozole,pF-03084014,0.04629232808114889
hydroxychloroquine,lapatinib,letrozole,0.04629232808114835
everolimus,letrozole,paclitaxel,0.045854605048123005
epirubicin,everolimus,letrozole,0.04581459117001764
docetaxel,everolimus,letrozole,0.0457569374637285
everolimus,gemcitabine,letrozole,0.04564524671254989
everolimus,fentanyl,letrozole,0.04562172979393096
everolimus,letrozole,midazolam,0.04562172979393062
canagliflozin,everolimus,letrozole,0.045621729793930275
everolimus,letrozole,propofol,0.045621729793929935
everolimus,letrozole,pF-03084014,0.04562172979392991
everolimus,hydroxychloroquine,letrozole,0.04562172979392943
goserelin,lapatinib,palbociclib,0.0454526927646142
alpelisib,goserelin,vinorelbine,0.04502526468687032
anastrozole,eribulin,palbociclib,0.04446123728658385
degarelix,fulvestrant,palbociclib,0.04440405708824938
alpelisib,goserelin,lapatinib,0.044102831020851344
eribulin,goserelin,palbociclib,0.043811703285569555
capecitabine,goserelin,palbociclib,0.043681436865182194
goserelin,palbociclib,panobinostat,0.04367877054737682
goserelin,paclitaxel,palbociclib,0.043575444255345194
epirubicin,goserelin,palbociclib,0.043575147692455664
docetaxel,goserelin,palbociclib,0.04357361719073377
gemcitabine,goserelin,palbociclib,0.04357108662021139
goserelin,midazolam,palbociclib,0.04357059713337023
canagliflozin,goserelin,palbociclib,0.043570597133370026
fentanyl,goserelin,palbociclib,0.04357059713336962
goserelin,hydroxychloroquine,palbociclib,0.04357059713336913
goserelin,pF-03084014,palbociclib,0.043570597133368624
goserelin,palbociclib,propofol,0.04357059713336787
alpelisib,anastrozole,palbociclib,0.042916570512532226
alpelisib,eribulin,goserelin,0.04272799183662921
alpelisib,goserelin,panobinostat,0.04263365680229543
alpelisib,capecitabine,goserelin,0.04262837457956537
alpelisib,goserelin,paclitaxel,0.04254706557415938
alpelisib,epirubicin,goserelin,0.042546741944563087
alpelisib,docetaxel,goserelin,0.04254558123158725
alpelisib,gemcitabine,goserelin,0.042543606067264476
alpelisib,goserelin,midazolam,0.04254321746586808
alpelisib,goserelin,hydroxychloroquine,0.04254321746586768
alpelisib,fentanyl,goserelin,0.04254321746586751
alpelisib,canagliflozin,goserelin,0.0425432174658675
alpelisib,goserelin,propofol,0.04254321746586744
alpelisib,goserelin,pF-03084014,0.042543217465865986
anastrozole,lapatinib,palbociclib,0.04212467450979191
anastrozole,palbociclib,tucatinib,0.04130854739342533
entrectinib,fulvestrant,palbociclib,0.040915864007700614
exemestane,lY2835219,vinorelbine,0.04077590038189442
exemestane,lY2835219,palbociclib,0.04056012325670186
fulvestrant,palbociclib,vinorelbine,0.04040918269796322
exemestane,lY2835219,lapatinib,0.03992630227297808
anastrozole,capecitabine,palbociclib,0.039910287222059894
fulvestrant,lapatinib,palbociclib,0.03974849891036992
alpelisib,exemestane,lY2835219,0.039213430372226736
anastrozole,palbociclib,panobinostat,0.038760564951542786
anastrozole,paclitaxel,palbociclib,0.03854757404596446
anastrozole,epirubicin,palbociclib,0.03853213088433885
anastrozole,docetaxel,palbociclib,0.03851407065976873
anastrozole,gemcitabine,palbociclib,0.03847743281469151
anastrozole,pF-03084014,palbociclib,0.038469553951769354
anastrozole,canagliflozin,palbociclib,0.03846955395176895
anastrozole,hydroxychloroquine,palbociclib,0.03846955395176844
anastrozole,fentanyl,palbociclib,0.03846955395176841
anastrozole,midazolam,palbociclib,0.03846955395176835
anastrozole,palbociclib,propofol,0.038469553951766745
exemestane,lY2835219,tucatinib,0.03842804053192845
entrectinib,exemestane,lY2835219,0.03832748321922352
eribulin,fulvestrant,palbociclib,0.03717685775780933
fulvestrant,palbociclib,panobinostat,0.03707222669909118
capecitabine,fulvestrant,palbociclib,0.037029927728515113
fulvestrant,paclitaxel,palbociclib,0.036906746828278755
epirubicin,fulvestrant,palbociclib,0.036905830039659304
docetaxel,fulvestrant,palbociclib,0.036904130886931036
fulvestrant,gemcitabine,palbociclib,0.03690098810163657
canagliflozin,fulvestrant,palbociclib,0.03690034123221337
fulvestrant,pF-03084014,palbociclib,0.03690034123221306
fentanyl,fulvestrant,palbociclib,0.036900341232212856
fulvestrant,midazolam,palbociclib,0.03690034123221285
fulvestrant,hydroxychloroquine,palbociclib,0.03690034123221214
fulvestrant,palbociclib,propofol,0.036900341232211156
everolimus,goserelin,panobinostat,0.03674115477273014
anastrozole,entrectinib,everolimus,0.03668893610549855
degarelix,everolimus,goserelin,0.03668624489076023
eribulin,exemestane,lY2835219,0.03570106350147509
everolimus,goserelin,tucatinib,0.03567723988324087
exemestane,lY2835219,panobinostat,0.035549542960356915
capecitabine,exemestane,lY2835219,0.035488213730299686
exemestane,lY2835219,paclitaxel,0.035286541761747385
epirubicin,exemestane,lY2835219,0.0352854051105236
docetaxel,exemestane,lY2835219,0.03528257260459995
exemestane,gemcitabine,lY2835219,0.035277555759851496
exemestane,lY2835219,propofol,0.03527654637527333
canagliflozin,exemestane,lY2835219,0.03527654637527241
exemestane,lY2835219,midazolam,0.03527654637527229
