DrugCom_ID	DrugID_1	Drug_Name_1	Highest_status_1	order_1	DrugID_2	Drug_Name_2	Highest_status_2	order_2	DrugID_3	Drug_Name_3	DrugID_4	Drug_Name_4	Disease_Entry	Source	Highest_status	Cell Line	ZIP	Bliss	Loewe	HSA	n_drugs
DCI8H2E	DMUM7HZ	Fluorouracil	Approved	34.0	DM5TVS3	Vinblastine	Approved	34.0	.	.	.	.	Large cell lung carcinoma	SYNERGxDB Database	Investigative	NCI-H460	5.7	7.07	5.15	10.37	2
DCC1IC6	DMUM7HZ	Fluorouracil	Approved	34.0	DM62QTW	RTB101	Phase 3	25.0	.	.	.	.	Large cell lung carcinoma	SYNERGxDB Database	Investigative	NCI-H460	0.61	0.64	1.54	5.9	2
DC942A5	DMUM7HZ	Fluorouracil	Approved	34.0	DMSE3I7	Gemcitabine	Preclinical	2.1	.	.	.	.	Large cell lung carcinoma	SYNERGxDB Database	Investigative	NCI-H460	10.1	7.04	0.39	10.04	2
DCRGG7P	DMUM7HZ	Fluorouracil	Approved	34.0	DM9WLN4	10-hydroxycamptothecin	Investigative	0.0	.	.	.	.	Large cell lung carcinoma	SYNERGxDB Database	Investigative	NCI-H460	0.1	4.95	7.34	9.59	2
DC6V07Q	DMUM7HZ	Fluorouracil	Approved	34.0	DMNO38U	Bortezomib	Approved	34.0	.	.	.	.	Large cell lung carcinoma	SYNERGxDB Database	Investigative	NCI-H460	7.94	8.45	6.96	10.92	2
DCMUSHW	DMUM7HZ	Fluorouracil	Approved	34.0	DMS8IFC	Sorafenib	Approved	34.0	.	.	.	.	Large cell lung carcinoma	SYNERGxDB Database	Investigative	NCI-H460	9.77	10.18	4.28	13.55	2
DCNZOVJ	DMUM7HZ	Fluorouracil	Approved	34.0	DMUOT9V	Taxol	Approved	34.0	.	.	.	.	Large cell lung carcinoma	SYNERGxDB Database	Investigative	NCI-H460	5.41	4.82	4.15	9.24	2
DCTWB80	DMUM7HZ	Fluorouracil	Approved	34.0	DMVXFYE	Vinorelbine	Approved	34.0	.	.	.	.	Large cell lung carcinoma	SYNERGxDB Database	Investigative	NCI-H460	1.94	2.4	0.06	5.37	2
DC1N0E8	DMUM7HZ	Fluorouracil	Approved	34.0	DMWMPD4	Vorinostat	Approved	34.0	.	.	.	.	Large cell lung carcinoma	SYNERGxDB Database	Investigative	NCI-H460	10.75	9	6.77	11.92	2
DCFXDKP	DM27D4J	PD-0325901	Phase 2	21.0	DM27D4J	PD-0325901	Phase 2	21.0	.	.	.	.	Large cell lung carcinoma	SYNERGxDB Database	Investigative	NCI-H460	0.07	5.59	8.13	9.01	2
DC65KUW	DM27D4J	PD-0325901	Phase 2	21.0	DM3WDZ5	MK-1775	Phase 2	21.0	.	.	.	.	Large cell lung carcinoma	SYNERGxDB Database	Investigative	NCI-H460	14.39	20.67	7.66	23.48	2
DCEPD3N	DM27D4J	PD-0325901	Phase 2	21.0	DM62QTW	RTB101	Phase 3	25.0	.	.	.	.	Large cell lung carcinoma	SYNERGxDB Database	Investigative	NCI-H460	10.52	10.66	9.81	13.76	2
DCRM7NJ	DM27D4J	PD-0325901	Phase 2	21.0	DM67EMK	SCH-900776	Phase 2	21.0	.	.	.	.	Large cell lung carcinoma	SYNERGxDB Database	Investigative	NCI-H460	13.31	12.39	11.23	14.62	2
DCPE1GD	DM27D4J	PD-0325901	Phase 2	21.0	DM9WLN4	10-hydroxycamptothecin	Investigative	0.0	.	.	.	.	Large cell lung carcinoma	SYNERGxDB Database	Investigative	NCI-H460	1.31	2.51	3.19	5.57	2
DC1JPAP	DM27D4J	PD-0325901	Phase 2	21.0	DMB5A80	SNX-2112	Investigative	0.0	.	.	.	.	Large cell lung carcinoma	SYNERGxDB Database	Investigative	NCI-H460	3.86	3.43	0.14	4.65	2
DCYS8IE	DM27D4J	PD-0325901	Phase 2	21.0	DMLYGH4	MK-4827	Phase 3	25.0	.	.	.	.	Large cell lung carcinoma	SYNERGxDB Database	Investigative	NCI-H460	0.1	6.49	8.35	8.46	2
DCX8LC8	DM27D4J	PD-0325901	Phase 2	21.0	DMNO38U	Bortezomib	Approved	34.0	.	.	.	.	Large cell lung carcinoma	SYNERGxDB Database	Investigative	NCI-H460	5.13	5.88	3.88	7.83	2
DCM1QFD	DM27D4J	PD-0325901	Phase 2	21.0	DMS8IFC	Sorafenib	Approved	34.0	.	.	.	.	Large cell lung carcinoma	SYNERGxDB Database	Investigative	NCI-H460	4.52	8.55	1.41	10.59	2
DCI0R4X	DM27D4J	PD-0325901	Phase 2	21.0	DMT1OZ6	MK-2206	Phase 2	21.0	.	.	.	.	Large cell lung carcinoma	SYNERGxDB Database	Investigative	NCI-H460	0.18	2.33	3.5	5.42	2
DCBTV1O	DM27D4J	PD-0325901	Phase 2	21.0	DMWMPD4	Vorinostat	Approved	34.0	.	.	.	.	Large cell lung carcinoma	SYNERGxDB Database	Investigative	NCI-H460	5.38	4.75	4.65	7.93	2
DCFZES4	DM27D4J	PD-0325901	Phase 2	21.0	DMJV2EK	Dasatinib	Investigative	0.0	.	.	.	.	Large cell lung carcinoma	SYNERGxDB Database	Investigative	NCI-H460	7.93	14.19	7.36	16.43	2
DC87MA5	DM4DOUB	PMID28460551-Compound-2	Patented	15.5	DM0YZC6	Fulvestrant	Approved	34.0	.	.	.	.	Minimally invasive lung adenocarcinoma	SYNERGxDB Database	Investigative	NCI-H322M	0.05	1.73	1.53	1.33	2
DCXS5HM	DM4DOUB	PMID28460551-Compound-2	Patented	15.5	DM2OZ3G	Ixabepilone	Approved	34.0	.	.	.	.	Lung adenocarcinoma 	SYNERGxDB Database	Investigative	NCI-H522	6.47	5.82	1.09	5.63	2
DCMSP5A	DM4DOUB	PMID28460551-Compound-2	Patented	15.5	DM2YGNW	Dactinomycin	Approved	34.0	.	.	.	.	Lung adenocarcinoma	SYNERGxDB Database	Investigative	MDA-MB-231	7.25	13.28	2.31	7.16	2
DC3ZEIN	DM4DOUB	PMID28460551-Compound-2	Patented	15.5	DM3WDZ5	MK-1775	Phase 2	21.0	.	.	.	.	Large cell lung carcinoma	SYNERGxDB Database	Investigative	NCI-H460	4.95	6.05	5	11.28	2
DCWBW8S	DM4DOUB	PMID28460551-Compound-2	Patented	15.5	DM62QTW	RTB101	Phase 3	25.0	.	.	.	.	Large cell lung carcinoma	SYNERGxDB Database	Investigative	NCI-H460	5.64	2.91	3.57	8.57	2
DCV2XN1	DM4DOUB	PMID28460551-Compound-2	Patented	15.5	DM67EMK	SCH-900776	Phase 2	21.0	.	.	.	.	Large cell lung carcinoma	SYNERGxDB Database	Investigative	NCI-H460	0.63	0.97	1.9	3.82	2
DCBW055	DM4DOUB	PMID28460551-Compound-2	Patented	15.5	DM9WLN4	10-hydroxycamptothecin	Investigative	0.0	.	.	.	.	Large cell lung carcinoma	SYNERGxDB Database	Investigative	NCI-H460	2.1	2.72	6.27	8.03	2
DCVZO79	DM4DOUB	PMID28460551-Compound-2	Patented	15.5	DMAO80I	Pralatrexate	Approved	34.0	.	.	.	.	Lung adenocarcinoma	SYNERGxDB Database	Investigative	EKVX	0.08	1.5	0.93	0.48	2
DCAMXSP	DM4DOUB	PMID28460551-Compound-2	Patented	15.5	DMCJLD1	SCH 727965	Discontinued in Phase 3	9.0	.	.	.	.	Large cell lung carcinoma	SYNERGxDB Database	Investigative	NCI-H460	5.51	5.92	2.19	10.7	2
DCS4IR4	DM4DOUB	PMID28460551-Compound-2	Patented	15.5	DMCMBHA	Erlotinib	Approved	34.0	.	.	.	.	Large cell lung carcinoma	SYNERGxDB Database	Investigative	NCI-H460	4.49	2.24	5.43	6.96	2
DC8C60L	DM4DOUB	PMID28460551-Compound-2	Patented	15.5	DMCT3I8	Ifosfamide	Approved	34.0	.	.	.	.	Lung adenocarcinoma	SYNERGxDB Database	Investigative	HOP-62	2.15	11.25	0.98	5.54	2
DC820ZC	DM4DOUB	PMID28460551-Compound-2	Patented	15.5	DMH0ZJE	Mitomycin	Approved	34.0	.	.	.	.	Lung adenocarcinoma	SYNERGxDB Database	Investigative	HOP-62	5.59	7.7	0.06	8.62	2
DCWNWOX	DM4DOUB	PMID28460551-Compound-2	Patented	15.5	DMM0XGL	Idarubicin	Approved	34.0	.	.	.	.	Large cell lung carcinoma	SYNERGxDB Database	Investigative	NCI-H460	1.08	1.29	0.48	4.07	2
DCEDVB1	DM4DOUB	PMID28460551-Compound-2	Patented	15.5	DMNER5S	Bleomycin	Approved	34.0	.	.	.	.	Large cell lung carcinoma	SYNERGxDB Database	Investigative	NCI-H460	1.46	4.58	5.96	8.7	2
DC3XF02	DM4DOUB	PMID28460551-Compound-2	Patented	15.5	DMNER5S	Bleomycin	Approved	34.0	.	.	.	.	Lung adenocarcinoma	SYNERGxDB Database	Investigative	HOP-62	1.71	3.21	6.35	8.19	2
DCR8FZA	DM4DOUB	PMID28460551-Compound-2	Patented	15.5	DMNO38U	Bortezomib	Approved	34.0	.	.	.	.	Large cell lung carcinoma	SYNERGxDB Database	Investigative	NCI-H460	8.64	6.86	5.28	9.4	2
DCF5HCZ	DM4DOUB	PMID28460551-Compound-2	Patented	15.5	DMRHGI9	Cisplatin	Approved	34.0	.	.	.	.	Large cell lung carcinoma	SYNERGxDB Database	Investigative	NCI-H460	5.13	6.66	6.56	10.02	2
DCSLOTU	DM4DOUB	PMID28460551-Compound-2	Patented	15.5	DMRHGI9	Cisplatin	Approved	34.0	.	.	.	.	Non-small cell lung carcinoma	SYNERGxDB Database	Investigative	HOP-92	3.08	3.81	0.51	4.72	2
DCRJXW5	DM4DOUB	PMID28460551-Compound-2	Patented	15.5	DMRKE63	Chlorambucil	Approved	34.0	.	.	.	.	Large cell lung carcinoma	SYNERGxDB Database	Investigative	NCI-H460	1.6	3.13	3.92	4.34	2
DCGOUL9	DM4DOUB	PMID28460551-Compound-2	Patented	15.5	DMRKE63	Chlorambucil	Approved	34.0	.	.	.	.	Lung adenocarcinoma 	SYNERGxDB Database	Investigative	NCI-H522	0.49	8.93	6.3	4.38	2
DC4ZBKH	DM4DOUB	PMID28460551-Compound-2	Patented	15.5	DMS8IFC	Sorafenib	Approved	34.0	.	.	.	.	Large cell lung carcinoma	SYNERGxDB Database	Investigative	NCI-H460	6.51	6.92	1.43	11.37	2
DCHW1ZE	DM4DOUB	PMID28460551-Compound-2	Patented	15.5	DMSG91J	ER819762	Investigative	0.0	.	.	.	.	Large cell lung carcinoma	SYNERGxDB Database	Investigative	NCI-H460	8.39	9.41	7.05	4.91	2
DCIYQVI	DM4DOUB	PMID28460551-Compound-2	Patented	15.5	DMSG91J	ER819762	Investigative	0.0	.	.	.	.	Lung adenocarcinoma	SYNERGxDB Database	Investigative	HOP-62	2.22	8.82	4.89	4.39	2
DCRRMLZ	DM4DOUB	PMID28460551-Compound-2	Patented	15.5	DMTJAEP	Vinflunine	Approved	34.0	.	.	.	.	Lung adenocarcinoma	SYNERGxDB Database	Investigative	HOP-62	4.45	8.97	2.2	1.54	2
DCISRN5	DM4DOUB	PMID28460551-Compound-2	Patented	15.5	DMTM2IK	Mercaptopurine	Preclinical	2.1	.	.	.	.	Lung adenocarcinoma	SYNERGxDB Database	Investigative	HOP-62	2.02	10.86	6.57	8.3	2
DCJZSID	DM4DOUB	PMID28460551-Compound-2	Patented	15.5	DMWIDJK	FORMESTANE	Withdrawn from market	12.0	.	.	.	.	Lung adenocarcinoma	SYNERGxDB Database	Investigative	HOP-62	3.79	9.83	10.64	7.11	2
DCHTWZ6	DM4DOUB	PMID28460551-Compound-2	Patented	15.5	DMWMPD4	Vorinostat	Approved	34.0	.	.	.	.	Large cell lung carcinoma	SYNERGxDB Database	Investigative	NCI-H460	7.47	4.08	2.45	8.16	2
DCG9STD	DM4DOUB	PMID28460551-Compound-2	Patented	15.5	DMWNHPC	Aminolevulinic Acid Hydrochloride	Approved	34.0	.	.	.	.	Large cell lung carcinoma	SYNERGxDB Database	Investigative	NCI-H460	0.72	3.62	4.9	7.55	2
DC45DTY	DM4DOUB	PMID28460551-Compound-2	Patented	15.5	DMWNHPC	Aminolevulinic Acid Hydrochloride	Approved	34.0	.	.	.	.	Minimally invasive lung adenocarcinoma	SYNERGxDB Database	Investigative	NCI-H322M	2.67	5.38	2.22	1.21	2
DC42CDK	DM4DOUB	PMID28460551-Compound-2	Patented	15.5	DMJV2EK	Dasatinib	Investigative	0.0	.	.	.	.	Lung adenocarcinoma	SYNERGxDB Database	Investigative	HOP-62	0	3.14	3.29	3.92	2
DC7AIQV	DM4DOUB	PMID28460551-Compound-2	Patented	15.5	DMJV2EK	Dasatinib	Investigative	0.0	.	.	.	.	Minimally invasive lung adenocarcinoma	SYNERGxDB Database	Investigative	NCI-H322M	1.47	5.79	3.01	3.02	2
DC9NLCP	DMCJLD1	SCH 727965	Discontinued in Phase 3	9.0	DM27D4J	PD-0325901	Phase 2	21.0	.	.	.	.	Large cell lung carcinoma	SYNERGxDB Database	Investigative	NCI-H460	8.23	10.55	15.91	16.84	2
DCGEUEJ	DMCJLD1	SCH 727965	Discontinued in Phase 3	9.0	DM3BH1Y	Lapatinib	Approved	34.0	.	.	.	.	Large cell lung carcinoma	SYNERGxDB Database	Investigative	NCI-H460	0.36	4.18	8.64	9.8	2
DC6IEOO	DMCJLD1	SCH 727965	Discontinued in Phase 3	9.0	DM5JVS3	Isoniazid	Approved	34.0	.	.	.	.	Non-small cell lung carcinoma	SYNERGxDB Database	Investigative	HOP-92	0.74	5.48	4.5	4.93	2
DCI057A	DMCJLD1	SCH 727965	Discontinued in Phase 3	9.0	DM62QTW	RTB101	Phase 3	25.0	.	.	.	.	Large cell lung carcinoma	SYNERGxDB Database	Investigative	NCI-H460	13.69	12.48	7.99	17.97	2
DCMJTED	DMCJLD1	SCH 727965	Discontinued in Phase 3	9.0	DM67EMK	SCH-900776	Phase 2	21.0	.	.	.	.	Large cell lung carcinoma	SYNERGxDB Database	Investigative	NCI-H460	2.56	12.16	14.06	15.64	2
DC7HGEQ	DMCJLD1	SCH 727965	Discontinued in Phase 3	9.0	DM7C8YV	Plicamycin	Approved	34.0	.	.	.	.	Lung adenocarcinoma	SYNERGxDB Database	Investigative	HOP-62	0.42	4.22	0.37	2.52	2
DC0LXEE	DMCJLD1	SCH 727965	Discontinued in Phase 3	9.0	DM7XZY5	Triapine	Phase 2	21.0	.	.	.	.	Lung adenocarcinoma	SYNERGxDB Database	Investigative	HOP-62	9.63	11.83	5.99	4.25	2
DC7OTQE	DMCJLD1	SCH 727965	Discontinued in Phase 3	9.0	DM9WLN4	10-hydroxycamptothecin	Investigative	0.0	.	.	.	.	Large cell lung carcinoma	SYNERGxDB Database	Investigative	NCI-H460	15.63	15.99	20.55	21.99	2
DCNTZD1	DMCJLD1	SCH 727965	Discontinued in Phase 3	9.0	DMAO80I	Pralatrexate	Approved	34.0	.	.	.	.	Large cell lung carcinoma	SYNERGxDB Database	Investigative	NCI-H460	1.02	0.36	0.9	1.12	2
DCM2BSB	DMCJLD1	SCH 727965	Discontinued in Phase 3	9.0	DMAO80I	Pralatrexate	Approved	34.0	.	.	.	.	Lung adenocarcinoma 	SYNERGxDB Database	Investigative	NCI-H522	3.16	1.39	0.05	1.07	2
DCM4DWY	DMCJLD1	SCH 727965	Discontinued in Phase 3	9.0	DMB5A80	SNX-2112	Investigative	0.0	.	.	.	.	Large cell lung carcinoma	SYNERGxDB Database	Investigative	NCI-H460	5.83	5.32	3.79	7.59	2
DCETV9W	DMCJLD1	SCH 727965	Discontinued in Phase 3	9.0	DMC3P45	Terameprocol	Phase 2	21.0	.	.	.	.	Lung adenocarcinoma	SYNERGxDB Database	Investigative	EKVX	1.5	3.78	2.5	1.81	2
DC3WBS1	DMCJLD1	SCH 727965	Discontinued in Phase 3	9.0	DMC3P45	Terameprocol	Phase 2	21.0	.	.	.	.	Lung adenocarcinoma 	SYNERGxDB Database	Investigative	NCI-H522	1.18	2.5	1.27	1.18	2
DC439XI	DMCJLD1	SCH 727965	Discontinued in Phase 3	9.0	DMH0ZJE	Mitomycin	Approved	34.0	.	.	.	.	Non-small cell lung carcinoma	SYNERGxDB Database	Investigative	HOP-92	1.81	3.47	1.3	0.58	2
DCAPBAE	DMCJLD1	SCH 727965	Discontinued in Phase 3	9.0	DMLHEU7	Ridaforolimus	Phase 3	25.0	.	.	.	.	Large cell lung carcinoma	SYNERGxDB Database	Investigative	NCI-H460	8.7	6.87	5.23	9.25	2
DC61CRJ	DMCJLD1	SCH 727965	Discontinued in Phase 3	9.0	DMLYGH4	MK-4827	Phase 3	25.0	.	.	.	.	Large cell lung carcinoma	SYNERGxDB Database	Investigative	NCI-H460	9.11	15.58	19.33	19.32	2
DCUMWSL	DMCJLD1	SCH 727965	Discontinued in Phase 3	9.0	DMM0XGL	Idarubicin	Approved	34.0	.	.	.	.	Large cell lung carcinoma	SYNERGxDB Database	Investigative	NCI-H460	1.25	5.24	6.99	7.87	2
DCPVDEH	DMCJLD1	SCH 727965	Discontinued in Phase 3	9.0	DMNER5S	Bleomycin	Approved	34.0	.	.	.	.	Minimally invasive lung adenocarcinoma	SYNERGxDB Database	Investigative	NCI-H322M	0.44	5.4	5.77	6	2
DC5OS2F	DMCJLD1	SCH 727965	Discontinued in Phase 3	9.0	DMNO38U	Bortezomib	Approved	34.0	.	.	.	.	Large cell lung carcinoma	SYNERGxDB Database	Investigative	NCI-H460	0.71	2.48	3.79	5.49	2
DCJ9X6E	DMCJLD1	SCH 727965	Discontinued in Phase 3	9.0	DMOYJFK	Valrubicin	Approved	34.0	.	.	.	.	Large cell lung carcinoma	SYNERGxDB Database	Investigative	NCI-H460	0.85	2.84	0.46	4.2	2
DCKIRZX	DMCJLD1	SCH 727965	Discontinued in Phase 3	9.0	DMOYJFK	Valrubicin	Approved	34.0	.	.	.	.	Lung adenocarcinoma	SYNERGxDB Database	Investigative	MDA-MB-231	6.19	6.43	2.28	5.46	2
DCRAVKK	DMCJLD1	SCH 727965	Discontinued in Phase 3	9.0	DMOYJFK	Valrubicin	Approved	34.0	.	.	.	.	Lung adenocarcinoma	SYNERGxDB Database	Investigative	EKVX	8.86	12.8	9.83	9.87	2
DC58857	DMCJLD1	SCH 727965	Discontinued in Phase 3	9.0	DMOYJFK	Valrubicin	Approved	34.0	.	.	.	.	Lung adenocarcinoma	SYNERGxDB Database	Investigative	HOP-62	0.64	3.8	2	2.88	2
DCK864R	DMCJLD1	SCH 727965	Discontinued in Phase 3	9.0	DMOYJFK	Valrubicin	Approved	34.0	.	.	.	.	Lung adenocarcinoma 	SYNERGxDB Database	Investigative	NCI-H522	2.78	3.71	0.47	3.21	2
DCVR6RL	DMCJLD1	SCH 727965	Discontinued in Phase 3	9.0	DMOYJFK	Valrubicin	Approved	34.0	.	.	.	.	Minimally invasive lung adenocarcinoma	SYNERGxDB Database	Investigative	NCI-H322M	2.88	5.24	6.8	7.3	2
DCNGAI7	DMCJLD1	SCH 727965	Discontinued in Phase 3	9.0	DMOYJFK	Valrubicin	Approved	34.0	.	.	.	.	Non-small cell lung carcinoma	SYNERGxDB Database	Investigative	HOP-92	4.16	4.68	1.05	3.25	2
DCWFX3A	DMCJLD1	SCH 727965	Discontinued in Phase 3	9.0	DMRKE63	Chlorambucil	Approved	34.0	.	.	.	.	Lung adenocarcinoma	SYNERGxDB Database	Investigative	EKVX	0.92	4.44	5.33	2.35	2
DCW6IVX	DMCJLD1	SCH 727965	Discontinued in Phase 3	9.0	DMS8IFC	Sorafenib	Approved	34.0	.	.	.	.	Large cell lung carcinoma	SYNERGxDB Database	Investigative	NCI-H460	2.55	2.15	0.42	5.68	2
DC0OQ7U	DMCJLD1	SCH 727965	Discontinued in Phase 3	9.0	DMSG91J	ER819762	Investigative	0.0	.	.	.	.	Lung adenocarcinoma 	SYNERGxDB Database	Investigative	NCI-H522	2.33	4.38	5.1	0.62	2
DCJUW32	DMCJLD1	SCH 727965	Discontinued in Phase 3	9.0	DMT1OZ6	MK-2206	Phase 2	21.0	.	.	.	.	Large cell lung carcinoma	SYNERGxDB Database	Investigative	NCI-H460	7.48	12.5	16.93	18.23	2
DC9ISN2	DMCJLD1	SCH 727965	Discontinued in Phase 3	9.0	DMTJAEP	Vinflunine	Approved	34.0	.	.	.	.	Lung adenocarcinoma	SYNERGxDB Database	Investigative	EKVX	3.28	4.48	2.47	0.09	2
DC4TL3L	DMCJLD1	SCH 727965	Discontinued in Phase 3	9.0	DMWIDJK	FORMESTANE	Withdrawn from market	12.0	.	.	.	.	Lung adenocarcinoma 	SYNERGxDB Database	Investigative	NCI-H522	0.12	1.58	0.46	0.76	2
DCUMC3M	DMCJLD1	SCH 727965	Discontinued in Phase 3	9.0	DMWNHPC	Aminolevulinic Acid Hydrochloride	Approved	34.0	.	.	.	.	Large cell lung carcinoma	SYNERGxDB Database	Investigative	NCI-H460	0.79	1.41	1.43	2.28	2
DC92V6B	DMCJLD1	SCH 727965	Discontinued in Phase 3	9.0	DMJV2EK	Dasatinib	Investigative	0.0	.	.	.	.	Large cell lung carcinoma	SYNERGxDB Database	Investigative	NCI-H460	13.79	19.41	23.08	24.38	2
DCEDVX5	DMP6G8T	Topotecan	Approved	34.0	DMP6SC2	Irinotecan	Approved	34.0	.	.	.	.	Relapsed Small Cell Lung Cancer	ClinicalTrials.gov	Phase 3	.	.	.	.	.	2
DCYHSU1	DMP6G8T	Topotecan	Approved	34.0	DMVXFYE	Vinorelbine	Approved	34.0	.	.	.	.	Lung Cancer	ClinicalTrials.gov	Phase 1	.	.	.	.	.	2
DCQ5WST	DMP6G8T	Topotecan	Approved	34.0	DMR9PCT	VX-970	Phase 1	17.0	.	.	.	.	Carcinoma, Non-Small -Cell Lung	ClinicalTrials.gov	Phase 1	.	.	.	.	.	2
DCZN7EW	DMP6G8T	Topotecan	Approved	34.0	DM0PIY6	Picoplatin	Phase 3	25.0	.	.	.	.	Lung adenocarcinoma	SYNERGxDB Database	Investigative	EKVX	10.91	8.14	1.5	6.31	2
DC266TN	DMP6G8T	Topotecan	Approved	34.0	DM0YZC6	Fulvestrant	Approved	34.0	.	.	.	.	Minimally invasive lung adenocarcinoma	SYNERGxDB Database	Investigative	NCI-H322M	6.91	8.49	8.43	8.89	2
DCKTDYR	DMP6G8T	Topotecan	Approved	34.0	DM27D4J	PD-0325901	Phase 2	21.0	.	.	.	.	Large cell lung carcinoma	SYNERGxDB Database	Investigative	NCI-H460	4.66	3.59	1.77	6.14	2
DC6XIC2	DMP6G8T	Topotecan	Approved	34.0	DM2OZ3G	Ixabepilone	Approved	34.0	.	.	.	.	Minimally invasive lung adenocarcinoma	SYNERGxDB Database	Investigative	NCI-H322M	3.72	5.11	5.42	5.36	2
DCFHSCL	DMP6G8T	Topotecan	Approved	34.0	DM2YGNW	Dactinomycin	Approved	34.0	.	.	.	.	Lung adenocarcinoma 	SYNERGxDB Database	Investigative	NCI-H522	7.56	8.92	8.21	8.15	2
DCDXZTZ	DMP6G8T	Topotecan	Approved	34.0	DM2YGNW	Dactinomycin	Approved	34.0	.	.	.	.	Minimally invasive lung adenocarcinoma	SYNERGxDB Database	Investigative	NCI-H322M	4.94	6.86	6.07	6.02	2
DC0M8YU	DMP6G8T	Topotecan	Approved	34.0	DM2YGNW	Dactinomycin	Approved	34.0	.	.	.	.	Non-small cell lung carcinoma	SYNERGxDB Database	Investigative	HOP-92	1.56	1.84	1.87	2.13	2
DCMHL31	DMP6G8T	Topotecan	Approved	34.0	DM3BF9B	DFN-15	Phase 3	25.0	.	.	.	.	Minimally invasive lung adenocarcinoma	SYNERGxDB Database	Investigative	NCI-H322M	3.01	6.43	7.12	10	2
DCGJXJA	DMP6G8T	Topotecan	Approved	34.0	DM3BH1Y	Lapatinib	Approved	34.0	.	.	.	.	Minimally invasive lung adenocarcinoma	SYNERGxDB Database	Investigative	NCI-H322M	5.49	5.75	7.46	9.83	2
DCJEDEP	DMP6G8T	Topotecan	Approved	34.0	DM4DOUB	PMID28460551-Compound-2	Patented	15.5	.	.	.	.	Large cell lung carcinoma	SYNERGxDB Database	Investigative	NCI-H460	3.51	3.24	0.26	9.09	2
DC2M8Z3	DMP6G8T	Topotecan	Approved	34.0	DM4DOUB	PMID28460551-Compound-2	Patented	15.5	.	.	.	.	Minimally invasive lung adenocarcinoma	SYNERGxDB Database	Investigative	NCI-H322M	9.84	8.97	9.89	10.35	2
DCXV3S8	DMP6G8T	Topotecan	Approved	34.0	DM4F29C	Crizotinib	Approved	34.0	.	.	.	.	Minimally invasive lung adenocarcinoma	SYNERGxDB Database	Investigative	NCI-H322M	13.45	14.84	13.08	13.54	2
DCKYX82	DMP6G8T	Topotecan	Approved	34.0	DM2TEOL	Methotrexate	Phase 1/2 Trial	19.0	.	.	.	.	Lung adenocarcinoma	SYNERGxDB Database	Investigative	MDA-MB-231	1.34	6.35	0.12	0.46	2
DCC7GEC	DMP6G8T	Topotecan	Approved	34.0	DM2TEOL	Methotrexate	Phase 1/2 Trial	19.0	.	.	.	.	Minimally invasive lung adenocarcinoma	SYNERGxDB Database	Investigative	NCI-H322M	4.88	6.78	3.75	4.27	2
DCS0UWV	DMP6G8T	Topotecan	Approved	34.0	DM5JVS3	Isoniazid	Approved	34.0	.	.	.	.	Minimally invasive lung adenocarcinoma	SYNERGxDB Database	Investigative	NCI-H322M	2.76	5.99	4.67	6.83	2
DC4PRS5	DMP6G8T	Topotecan	Approved	34.0	DM61TA4	Arsenic trioxide	Approved	34.0	.	.	.	.	Lung adenocarcinoma	SYNERGxDB Database	Investigative	EKVX	2.66	3.58	2.99	5.04	2
DCGTF42	DMP6G8T	Topotecan	Approved	34.0	DM61TA4	Arsenic trioxide	Approved	34.0	.	.	.	.	Minimally invasive lung adenocarcinoma	SYNERGxDB Database	Investigative	NCI-H322M	9.84	10.8	6.98	7.2	2
DC9E021	DMP6G8T	Topotecan	Approved	34.0	DM62QTW	RTB101	Phase 3	25.0	.	.	.	.	Large cell lung carcinoma	SYNERGxDB Database	Investigative	NCI-H460	2.94	1.14	6	9.33	2
DCWNGKC	DMP6G8T	Topotecan	Approved	34.0	DM62UG5	Vemurafenib	Approved	34.0	.	.	.	.	Minimally invasive lung adenocarcinoma	SYNERGxDB Database	Investigative	NCI-H322M	10.32	14.27	7.77	9.65	2
DCRYU0H	DMP6G8T	Topotecan	Approved	34.0	DM67EMK	SCH-900776	Phase 2	21.0	.	.	.	.	Large cell lung carcinoma	SYNERGxDB Database	Investigative	NCI-H460	6.34	6.46	7.28	9.47	2
DCOW38N	DMP6G8T	Topotecan	Approved	34.0	DM7C8YV	Plicamycin	Approved	34.0	.	.	.	.	Lung adenocarcinoma 	SYNERGxDB Database	Investigative	NCI-H522	20.9	19.11	18.9	18.94	2
DCJWGDK	DMP6G8T	Topotecan	Approved	34.0	DM7C8YV	Plicamycin	Approved	34.0	.	.	.	.	Minimally invasive lung adenocarcinoma	SYNERGxDB Database	Investigative	NCI-H322M	4.49	4.96	4.4	4.42	2
DCOXFIQ	DMP6G8T	Topotecan	Approved	34.0	DM7HXWT	Nilotinib	Approved	34.0	.	.	.	.	Lung adenocarcinoma	SYNERGxDB Database	Investigative	EKVX	2.96	5.53	3.64	3.19	2
DCEU2HE	DMP6G8T	Topotecan	Approved	34.0	DM7HXWT	Nilotinib	Approved	34.0	.	.	.	.	Minimally invasive lung adenocarcinoma	SYNERGxDB Database	Investigative	NCI-H322M	9.88	8.65	4.04	4.4	2
DCLMILN	DMP6G8T	Topotecan	Approved	34.0	DM9WLN4	10-hydroxycamptothecin	Investigative	0.0	.	.	.	.	Minimally invasive lung adenocarcinoma	SYNERGxDB Database	Investigative	NCI-H322M	6.84	6.67	5.99	9.39	2
