DrugCom_ID	DrugID_1	Drug_Name_1	Highest_status_1	order_1	DrugID_2	Drug_Name_2	Highest_status_2	order_2	DrugID_3	Drug_Name_3	DrugID_4	Drug_Name_4	Disease_Entry	Source	Highest_status	Cell Line	ZIP	Bliss	Loewe	HSA
DC6YFG1	DM7XZY5	Triapine	Phase 2	21	DMCT3I8	Ifosfamide	Approved	34	.	.	.	.	Chronic myelogenous leukemia	SYNERGxDB Database	Investigative	K-562	2.43	4.98	1.41	0.72
DCHR16N	DM7XZY5	Triapine	Phase 2	21	DMCT3I8	Ifosfamide	Approved	34	.	.	.	.	Clear cell renal cell carcinoma	SYNERGxDB Database	Investigative	TK-10	6.41	10.24	2.65	2.46
DCX2R4J	DM7XZY5	Triapine	Phase 2	21	DMCT3I8	Ifosfamide	Approved	34	.	.	.	.	Glioma	SYNERGxDB Database	Investigative	SF-295	2.18	8.46	3.59	3.62
DCWYDS5	DM7XZY5	Triapine	Phase 2	21	DMCT3I8	Ifosfamide	Approved	34	.	.	.	.	Malignant melanoma	SYNERGxDB Database	Investigative	UACC62	1.25	4.91	0.05	2.1
DCF01SR	DM7XZY5	Triapine	Phase 2	21	DMCYVDT	Chlorzoxazone	Approved	34	.	.	.	.	Chronic myelogenous leukemia	SYNERGxDB Database	Investigative	KBM-7	1.9	1.9	4.81	4.81
DC9EO6I	DM7XZY5	Triapine	Phase 2	21	DMD4OK0	K-134	Phase 2	21	.	.	.	.	Chronic myelogenous leukemia	SYNERGxDB Database	Investigative	KBM-7	1.57	1.57	2.12	2.14
DC809R2	DM7XZY5	Triapine	Phase 2	21	DMD9WSC	Memantine	Approved	34	.	.	.	.	Chronic myelogenous leukemia	SYNERGxDB Database	Investigative	KBM-7	0.78	0.78	1.4	1.42
DCDE6SL	DM7XZY5	Triapine	Phase 2	21	DMDKF3M	Raloxifene	Approved	34	.	.	.	.	Adenocarcinoma	SYNERGxDB Database	Investigative	OVCAR3	5.68	8.09	2.22	1.75
DCL50BP	DM7XZY5	Triapine	Phase 2	21	DMDKF3M	Raloxifene	Approved	34	.	.	.	.	Cutaneous melanoma	SYNERGxDB Database	Investigative	SK-MEL-5	0.38	3.04	2.34	1.57
DC2QIRL	DM7XZY5	Triapine	Phase 2	21	DMDKF3M	Raloxifene	Approved	34	.	.	.	.	High grade ovarian serous adenocarcinoma	SYNERGxDB Database	Investigative	OVCAR-5	1.8	3.59	1.57	0.94
DCX67D4	DM7XZY5	Triapine	Phase 2	21	DMDKF3M	Raloxifene	Approved	34	.	.	.	.	Lung adenocarcinoma	SYNERGxDB Database	Investigative	EKVX	2.25	2.91	0.02	0.01
DCUA2DL	DM7XZY5	Triapine	Phase 2	21	DMDXRP1	ETHISTERONE	Investigative	0	.	.	.	.	Chronic myelogenous leukemia	SYNERGxDB Database	Investigative	KBM-7	1.88	1.88	2.49	2.49
DCA12EI	DM7XZY5	Triapine	Phase 2	21	DMEO794	Galantamine	Approved	34	.	.	.	.	Chronic myelogenous leukemia	SYNERGxDB Database	Investigative	KBM-7	0.54	0.54	1.12	1.12
DC65B6L	DM7XZY5	Triapine	Phase 2	21	DMEV954	Sulfinpyrazone	Approved	34	.	.	.	.	Chronic myelogenous leukemia	SYNERGxDB Database	Investigative	KBM-7	0.7	0.7	1.26	1.26
DCU7TMP	DM7XZY5	Triapine	Phase 2	21	DMGFV3Z	Nizatidine	Approved	34	.	.	.	.	Chronic myelogenous leukemia	SYNERGxDB Database	Investigative	KBM-7	3.46	3.46	3.97	3.99
DCTTEZ2	DM7XZY5	Triapine	Phase 2	21	DMGFWSM	Zaleplon	Approved	34	.	.	.	.	Chronic myelogenous leukemia	SYNERGxDB Database	Investigative	KBM-7	1.99	1.99	2.57	2.57
DCR6XHE	DM7XZY5	Triapine	Phase 2	21	DMGW1ID	Sirolimus	Approved	34	.	.	.	.	Lung adenocarcinoma	SYNERGxDB Database	Investigative	MDA-MB-231	5.62	5.09	2.31	0.07
DCQXO1D	DM7XZY5	Triapine	Phase 2	21	DMGYBZI	PHA-739358	Phase 2	21	.	.	.	.	Chronic myelogenous leukemia	SYNERGxDB Database	Investigative	KBM-7	2.23	2.23	2.77	2.77
DC1ICYR	DM7XZY5	Triapine	Phase 2	21	DMH0ZJE	Mitomycin	Approved	34	.	.	.	.	Adenocarcinoma	SYNERGxDB Database	Investigative	HT29	5.62	7.12	2.48	1.7
DCVFF1P	DM7XZY5	Triapine	Phase 2	21	DMH0ZJE	Mitomycin	Approved	34	.	.	.	.	Astrocytoma	SYNERGxDB Database	Investigative	U251	3.25	6.9	3.94	3.89
DC0QHRJ	DM7XZY5	Triapine	Phase 2	21	DMH0ZJE	Mitomycin	Approved	34	.	.	.	.	Childhood T acute lymphoblastic leukemia	SYNERGxDB Database	Investigative	CCRF-CEM	2.63	3.19	4.77	7.23
DC3IXCW	DM7XZY5	Triapine	Phase 2	21	DMH0ZJE	Mitomycin	Approved	34	.	.	.	.	Clear cell renal cell carcinoma 	SYNERGxDB Database	Investigative	CAKI-1	0.26	1.11	0.85	0.15
DCO46N6	DM7XZY5	Triapine	Phase 2	21	DMH0ZJE	Mitomycin	Approved	34	.	.	.	.	Lung adenocarcinoma 	SYNERGxDB Database	Investigative	NCI-H522	0.38	3.36	0.86	0.98
DCAPN49	DM7XZY5	Triapine	Phase 2	21	DMH0ZJE	Mitomycin	Approved	34	.	.	.	.	Melanoma	SYNERGxDB Database	Investigative	MALME-3M	1.16	2.42	0.62	0.32
DCINKDW	DM7XZY5	Triapine	Phase 2	21	DMHAZLM	Naringenin	Phase 1	17	.	.	.	.	Chronic myelogenous leukemia	SYNERGxDB Database	Investigative	KBM-7	3.82	3.82	4.41	4.41
DCFW9O8	DM7XZY5	Triapine	Phase 2	21	DMHZJCG	Pentamidine	Approved	34	.	.	.	.	Chronic myelogenous leukemia	SYNERGxDB Database	Investigative	KBM-7	3.18	3.18	4.12	4.12
DCN38KU	DM7XZY5	Triapine	Phase 2	21	DMI40NL	Tolazoline	Approved	34	.	.	.	.	Chronic myelogenous leukemia	SYNERGxDB Database	Investigative	KBM-7	4.26	4.26	4.7	4.7
DCOL80W	DM7XZY5	Triapine	Phase 2	21	DMIR21F	PFK-158	Phase 1	17	.	.	.	.	Chronic myelogenous leukemia	SYNERGxDB Database	Investigative	KBM-7	3.79	3.79	4.35	4.35
DCGQUYA	DM7XZY5	Triapine	Phase 2	21	DMKFQJP	Triflupromazine	Investigative	0	.	.	.	.	Chronic myelogenous leukemia	SYNERGxDB Database	Investigative	KBM-7	3.77	3.77	4.46	4.46
DCLC8TD	DM7XZY5	Triapine	Phase 2	21	DMK1GBJ	Trazodone	Approved	34	.	.	.	.	Chronic myelogenous leukemia	SYNERGxDB Database	Investigative	KBM-7	1.23	1.23	1.75	1.75
DCTMAH8	DM7XZY5	Triapine	Phase 2	21	DMKLAYG	Altretamine	Approved	34	.	.	.	.	Adenocarcinoma	SYNERGxDB Database	Investigative	OVCAR3	14.12	20.7	3.75	3.75
DCK6ZLP	DM7XZY5	Triapine	Phase 2	21	DMKLAYG	Altretamine	Approved	34	.	.	.	.	Amelanotic melanoma	SYNERGxDB Database	Investigative	M14	1.66	4.29	2.38	1.41
DC73BQ1	DM7XZY5	Triapine	Phase 2	21	DMKLAYG	Altretamine	Approved	34	.	.	.	.	Glioma	SYNERGxDB Database	Investigative	SF-268	2.92	5.1	3.95	0.84
DCHG6VC	DM7XZY5	Triapine	Phase 2	21	DMKLAYG	Altretamine	Approved	34	.	.	.	.	Lung adenocarcinoma	SYNERGxDB Database	Investigative	HOP-62	1.11	2.38	2.91	0.58
DCGIODI	DM7XZY5	Triapine	Phase 2	21	DMKLAYG	Altretamine	Approved	34	.	.	.	.	Ovarian serous cystadenocarcinoma	SYNERGxDB Database	Investigative	SK-OV-3	0.4	1.13	1.2	0.18
DCV851Q	DM7XZY5	Triapine	Phase 2	21	DML1538	Diazoxide	Approved	34	.	.	.	.	Chronic myelogenous leukemia	SYNERGxDB Database	Investigative	KBM-7	1.77	1.77	4.7	4.71
DC8MUW5	DM7XZY5	Triapine	Phase 2	21	DMLPAOB	Allopurinol	Approved	34	.	.	.	.	Chronic myelogenous leukemia	SYNERGxDB Database	Investigative	KBM-7	2.68	2.68	3.36	3.37
DCP04L2	DM7XZY5	Triapine	Phase 2	21	DMLU8NX	Benserazide	Phase 3	25	.	.	.	.	Chronic myelogenous leukemia	SYNERGxDB Database	Investigative	KBM-7	2.83	2.83	3.39	3.4
DCFG4I5	DM7XZY5	Triapine	Phase 2	21	DMM0XGL	Idarubicin	Approved	34	.	.	.	.	Glioblastoma?	SYNERGxDB Database	Investigative	T98G	24.34	24.34	11.71	11.71
DCENJT6	DM7XZY5	Triapine	Phase 2	21	DMMFWOJ	Probenecid	Approved	34	.	.	.	.	Chronic myelogenous leukemia	SYNERGxDB Database	Investigative	KBM-7	3.23	3.23	3.69	3.69
DCJ3DEQ	DM7XZY5	Triapine	Phase 2	21	DMNO38U	Bortezomib	Approved	34	.	.	.	.	Chronic myelogenous leukemia	SYNERGxDB Database	Investigative	KBM-7	1.39	1.39	4.33	4.33
DCXJV70	DM7XZY5	Triapine	Phase 2	21	DMNO38U	Bortezomib	Approved	34	.	.	.	.	Clear cell renal cell carcinoma	SYNERGxDB Database	Investigative	786-0	1.55	2.72	0.44	2.26
DCYJNF1	DM7XZY5	Triapine	Phase 2	21	DMJAPE7	Methylene blue	Phase 2 Trial	21	.	.	.	.	Chronic myelogenous leukemia	SYNERGxDB Database	Investigative	KBM-7	0.04	0.04	2.95	2.95
DCF7LUF	DM7XZY5	Triapine	Phase 2	21	DMNSJ7V	Tropisetron	Approved	34	.	.	.	.	Chronic myelogenous leukemia	SYNERGxDB Database	Investigative	KBM-7	3.03	3.03	3.67	3.67
DC0RF5G	DM7XZY5	Triapine	Phase 2	21	DMOMBJW	Moricizine	Approved	34	.	.	.	.	Chronic myelogenous leukemia	SYNERGxDB Database	Investigative	KBM-7	3.15	3.15	3.74	3.74
DCSZIU2	DM7XZY5	Triapine	Phase 2	21	DMOYJFK	Valrubicin	Approved	34	.	.	.	.	Childhood T acute lymphoblastic leukemia	SYNERGxDB Database	Investigative	CCRF-CEM	1.79	1.31	1.52	3.51
DC8LBZ7	DM7XZY5	Triapine	Phase 2	21	DMOYJFK	Valrubicin	Approved	34	.	.	.	.	Lung adenocarcinoma	SYNERGxDB Database	Investigative	MDA-MB-231	2.68	2.83	3.38	4.24
DCO0CE6	DM7XZY5	Triapine	Phase 2	21	DMPLY7B	Cefmenoxime	Approved	34	.	.	.	.	Chronic myelogenous leukemia	SYNERGxDB Database	Investigative	KBM-7	1.33	1.33	1.89	1.89
DCEJIU9	DM7XZY5	Triapine	Phase 2	21	DMPP4DT	Trimethobenzamide	Approved	34	.	.	.	.	Chronic myelogenous leukemia	SYNERGxDB Database	Investigative	KBM-7	2.31	2.31	3.41	3.41
DC21BYT	DM7XZY5	Triapine	Phase 2	21	DMR87LC	Ethambutol	Approved	34	.	.	.	.	Chronic myelogenous leukemia	SYNERGxDB Database	Investigative	KBM-7	2.24	2.24	2.79	2.79
DCO5ZES	DM7XZY5	Triapine	Phase 2	21	DMRFWGK	Novobiocin	Approved	34	.	.	.	.	Chronic myelogenous leukemia	SYNERGxDB Database	Investigative	KBM-7	2.83	2.83	3.4	3.4
DCBMN8X	DM7XZY5	Triapine	Phase 2	21	DMRHGI9	Cisplatin	Approved	34	.	.	.	.	High grade ovarian serous adenocarcinoma	SYNERGxDB Database	Investigative	OVCAR-5	2.09	4.4	3.94	7.62
DC98DWD	DM7XZY5	Triapine	Phase 2	21	DMRKE63	Chlorambucil	Approved	34	.	.	.	.	Adenocarcinoma	SYNERGxDB Database	Investigative	HCT-15	3.87	8.36	0.24	2.83
DC8XS84	DM7XZY5	Triapine	Phase 2	21	DMRKE63	Chlorambucil	Approved	34	.	.	.	.	High grade ovarian serous adenocarcinoma	SYNERGxDB Database	Investigative	NCI\\/ADR-RES	3.93	11.44	4.88	3.75
DCQ9CFI	DM7XZY5	Triapine	Phase 2	21	DMRKE63	Chlorambucil	Approved	34	.	.	.	.	Ovarian serous cystadenocarcinoma	SYNERGxDB Database	Investigative	SK-OV-3	1.48	1.31	0.67	0.04
DCUEXNP	DM7XZY5	Triapine	Phase 2	21	DMS8IFC	Sorafenib	Approved	34	.	.	.	.	Adenocarcinoma	SYNERGxDB Database	Investigative	HCT-15	4.25	6.7	10.97	0.49
DCQS1NS	DM7XZY5	Triapine	Phase 2	21	DMS8IFC	Sorafenib	Approved	34	.	.	.	.	Chronic myelogenous leukemia	SYNERGxDB Database	Investigative	KBM-7	2.75	2.75	3.18	3.18
DC4MK8Y	DM7XZY5	Triapine	Phase 2	21	DMS8IFC	Sorafenib	Approved	34	.	.	.	.	Malignant melanoma	SYNERGxDB Database	Investigative	LOX IMVI	5.08	6.9	5.39	3.4
DCEU82O	DM7XZY5	Triapine	Phase 2	21	DMSG91J	ER819762	Investigative	0	.	.	.	.	Glioma	SYNERGxDB Database	Investigative	SF-268	1.69	2.83	0.81	0.73
DC853SU	DM7XZY5	Triapine	Phase 2	21	DMSG91J	ER819762	Investigative	0	.	.	.	.	High grade ovarian serous adenocarcinoma	SYNERGxDB Database	Investigative	NCI\\/ADR-RES	1.34	6.13	2.24	2.06
DC89WYJ	DM7XZY5	Triapine	Phase 2	21	DMSG91J	ER819762	Investigative	0	.	.	.	.	Melanoma	SYNERGxDB Database	Investigative	UACC-257	2.26	3.24	1.81	1.32
DCO2WCL	DM7XZY5	Triapine	Phase 2	21	DMSIWD0	Hyodeoxycholic acid	Investigative	0	.	.	.	.	Chronic myelogenous leukemia	SYNERGxDB Database	Investigative	KBM-7	2.5	2.5	4.97	4.97
DCG056I	DM7XZY5	Triapine	Phase 2	21	DMTGBAX	Pomalidomide	Approved	34	.	.	.	.	Astrocytoma	SYNERGxDB Database	Investigative	U251	1.71	6.87	3.15	2.82
DC21ZO9	DM7XZY5	Triapine	Phase 2	21	DMTGBAX	Pomalidomide	Approved	34	.	.	.	.	Large cell lung carcinoma	SYNERGxDB Database	Investigative	NCI-H460	1.33	1.93	1.05	0.5
DCFR6A1	DM7XZY5	Triapine	Phase 2	21	DMTJAEP	Vinflunine	Approved	34	.	.	.	.	Astrocytoma	SYNERGxDB Database	Investigative	SNB-19	6.89	10.58	6.59	6.13
DC6U48X	DM7XZY5	Triapine	Phase 2	21	DMTJAEP	Vinflunine	Approved	34	.	.	.	.	Chronic myelogenous leukemia	SYNERGxDB Database	Investigative	K-562	8.5	15.69	1.77	1.78
DC117O9	DM7XZY5	Triapine	Phase 2	21	DMTJAEP	Vinflunine	Approved	34	.	.	.	.	Clear cell renal cell carcinoma 	SYNERGxDB Database	Investigative	CAKI-1	1.09	3.56	3.07	1.81
DCVVWZX	DM7XZY5	Triapine	Phase 2	21	DMTJAEP	Vinflunine	Approved	34	.	.	.	.	Glioma	SYNERGxDB Database	Investigative	SF-539	4.78	10.74	4.49	2.95
DCDURCF	DM7XZY5	Triapine	Phase 2	21	DMTJAEP	Vinflunine	Approved	34	.	.	.	.	Glioma	SYNERGxDB Database	Investigative	SF-295	3.61	4.67	0.82	0.37
DCCCYMK	DM7XZY5	Triapine	Phase 2	21	DMTJAEP	Vinflunine	Approved	34	.	.	.	.	Malignant melanoma	SYNERGxDB Database	Investigative	UACC62	3.06	5.04	1.75	0.66
DCAQJ3P	DM7XZY5	Triapine	Phase 2	21	DMTJAEP	Vinflunine	Approved	34	.	.	.	.	Ovarian serous cystadenocarcinoma	SYNERGxDB Database	Investigative	SK-OV-3	2.96	5.31	0.66	0.66
DCDYUIB	DM7XZY5	Triapine	Phase 2	21	DMU8L7C	Mepacrine	Investigative	0	.	.	.	.	Adenocarcinoma	SYNERGxDB Database	Investigative	HCT116	7	9.07	2.6	1.56
DC2NMH6	DM7XZY5	Triapine	Phase 2	21	DMU8L7C	Mepacrine	Investigative	0	.	.	.	.	Astrocytoma	SYNERGxDB Database	Investigative	U251	3.89	6.73	2.46	4.66
DCX4DL9	DM7XZY5	Triapine	Phase 2	21	DMU8L7C	Mepacrine	Investigative	0	.	.	.	.	Plasma cell myeloma	SYNERGxDB Database	Investigative	RPMI-8226	1.13	4.98	7.95	8.25
DCSAXX3	DM7XZY5	Triapine	Phase 2	21	DMVGPMX	Fosfomycin	Approved	34	.	.	.	.	Chronic myelogenous leukemia	SYNERGxDB Database	Investigative	KBM-7	3.96	3.96	4.66	4.66
DCDM6SF	DM7XZY5	Triapine	Phase 2	21	DMVRYT2	Nabilone	Approved	34	.	.	.	.	Chronic myelogenous leukemia	SYNERGxDB Database	Investigative	KBM-7	2.75	2.75	3.36	3.36
DCWGWLM	DM7XZY5	Triapine	Phase 2	21	DMVYXR8	Sumatriptan	Approved	34	.	.	.	.	Chronic myelogenous leukemia	SYNERGxDB Database	Investigative	KBM-7	3.7	3.7	4.26	4.26
DC903CR	DM7XZY5	Triapine	Phase 2	21	DMWBHRY	Olmesartan medoxomil	Approved	34	.	.	.	.	Chronic myelogenous leukemia	SYNERGxDB Database	Investigative	KBM-7	2.61	2.61	3.1	3.11
DCQ4NYV	DM7XZY5	Triapine	Phase 2	21	DMWGV8N	PMID28870136-Compound-43	Patented	15.5	.	.	.	.	Amelanotic melanoma	SYNERGxDB Database	Investigative	MDA-MB-435	1.1	2.81	1.65	1.01
DCNR1X0	DM7XZY5	Triapine	Phase 2	21	DMWGV8N	PMID28870136-Compound-43	Patented	15.5	.	.	.	.	Chronic myelogenous leukemia	SYNERGxDB Database	Investigative	KBM-7	3.57	3.57	4.25	4.26
DC1F7UR	DM7XZY5	Triapine	Phase 2	21	DMWGV8N	PMID28870136-Compound-43	Patented	15.5	.	.	.	.	Glioma	SYNERGxDB Database	Investigative	SF-268	0.9	6.07	2.14	4.27
DCGOZV9	DM7XZY5	Triapine	Phase 2	21	DMWIDJK	FORMESTANE	Withdrawn from market	12	.	.	.	.	Adenocarcinoma	SYNERGxDB Database	Investigative	DU-145	2.79	3.66	1.16	0.53
DCH7Y6J	DM7XZY5	Triapine	Phase 2	21	DMWIDJK	FORMESTANE	Withdrawn from market	12	.	.	.	.	Adenocarcinoma	SYNERGxDB Database	Investigative	OVCAR3	7.6	10.03	2.41	1.92
DCGT1Q5	DM7XZY5	Triapine	Phase 2	21	DMWIDJK	FORMESTANE	Withdrawn from market	12	.	.	.	.	Adenocarcinoma	SYNERGxDB Database	Investigative	HCT116	7.37	11.52	1.52	1.39
DC27BAA	DM7XZY5	Triapine	Phase 2	21	DMWIDJK	FORMESTANE	Withdrawn from market	12	.	.	.	.	Anaplastic large cell lymphoma	SYNERGxDB Database	Investigative	SR	10.62	15.79	4.64	4
DCYW6TR	DM7XZY5	Triapine	Phase 2	21	DMWIDJK	FORMESTANE	Withdrawn from market	12	.	.	.	.	Astrocytoma	SYNERGxDB Database	Investigative	U251	3.03	4.55	0.78	0.73
DCW8FPY	DM7XZY5	Triapine	Phase 2	21	DMWIDJK	FORMESTANE	Withdrawn from market	12	.	.	.	.	Chronic myelogenous leukemia	SYNERGxDB Database	Investigative	K-562	13.24	18.75	1.02	0.89
DCYY2SG	DM7XZY5	Triapine	Phase 2	21	DMWIDJK	FORMESTANE	Withdrawn from market	12	.	.	.	.	Clear cell renal cell carcinoma 	SYNERGxDB Database	Investigative	CAKI-1	1.29	4.47	3.3	2.29
DCOKGQ2	DM7XZY5	Triapine	Phase 2	21	DMWIDJK	FORMESTANE	Withdrawn from market	12	.	.	.	.	Glioblastoma	SYNERGxDB Database	Investigative	SNB-75	0.84	2.43	0.06	0.15
DC3RCR1	DM7XZY5	Triapine	Phase 2	21	DMWIDJK	FORMESTANE	Withdrawn from market	12	.	.	.	.	Minimally invasive lung adenocarcinoma	SYNERGxDB Database	Investigative	NCI-H322M	4.57	6.44	1.18	0.62
DCMLS4W	DM7XZY5	Triapine	Phase 2	21	DMWTAOI	Estramustine	Approved	34	.	.	.	.	Chronic myelogenous leukemia	SYNERGxDB Database	Investigative	KBM-7	0.81	0.81	1.74	1.76
DC29J1S	DM7XZY5	Triapine	Phase 2	21	DMXYJ9C	Busulfan	Approved	34	.	.	.	.	Adenocarcinoma	SYNERGxDB Database	Investigative	HCT-15	0.68	2.32	2.79	1.17
DCT8OP2	DM7XZY5	Triapine	Phase 2	21	DMXYJ9C	Busulfan	Approved	34	.	.	.	.	Astrocytoma	SYNERGxDB Database	Investigative	U251	21.3	26.83	7.44	2.93
DCPPO5A	DM7XZY5	Triapine	Phase 2	21	DMXYJ9C	Busulfan	Approved	34	.	.	.	.	Glioma	SYNERGxDB Database	Investigative	SF-539	0.7	6.31	1.23	5.47
DC0VNWG	DM7XZY5	Triapine	Phase 2	21	DMXYJ9C	Busulfan	Approved	34	.	.	.	.	Glioma	SYNERGxDB Database	Investigative	SF-268	0.45	4.96	0.59	2.41
DC1E2Q6	DM7XZY5	Triapine	Phase 2	21	DMXYJ9C	Busulfan	Approved	34	.	.	.	.	Lung adenocarcinoma	SYNERGxDB Database	Investigative	MDA-MB-231	3.72	0.85	1.25	0.45
DCW0OZI	DM7XZY5	Triapine	Phase 2	21	DMXYJ9C	Busulfan	Approved	34	.	.	.	.	Lung adenocarcinoma	SYNERGxDB Database	Investigative	HOP-62	2.44	5.83	2.73	0.83
DC5292I	DM7XZY5	Triapine	Phase 2	21	DMSIVND	Hydroxychloroquine	Phase 3 Trial	25	.	.	.	.	Chronic myelogenous leukemia	SYNERGxDB Database	Investigative	KBM-7	3.71	3.71	4.26	4.26
DCY9MHO	DM7XZY5	Triapine	Phase 2	21	DMY91A3	ML323	Preclinical	2.1	.	.	.	.	Chronic myelogenous leukemia	SYNERGxDB Database	Investigative	KBM-7	2.5	2.5	2.99	2.99
DCTMF6K	DM7XZY5	Triapine	Phase 2	21	DMYLOVR	Aciclovir	Approved	34	.	.	.	.	Chronic myelogenous leukemia	SYNERGxDB Database	Investigative	KBM-7	1.56	1.56	2.86	2.86
DCRVFUN	DM7XZY5	Triapine	Phase 2	21	DMZD5QR	Cytarabine	Approved	34	.	.	.	.	Chronic myelogenous leukemia	SYNERGxDB Database	Investigative	KBM-7	1.04	1.04	3.97	3.99
DCHLQO4	DM7XZY5	Triapine	Phase 2	21	DMZMSCT	Cilostazol	Approved	34	.	.	.	.	Chronic myelogenous leukemia	SYNERGxDB Database	Investigative	KBM-7	1.34	1.34	1.91	1.91
DC493L7	DM7XZY5	Triapine	Phase 2	21	DMZP7YM	L-165041	Investigative	0	.	.	.	.	Chronic myelogenous leukemia	SYNERGxDB Database	Investigative	KBM-7	4.43	4.43	4.92	4.92
DCIMNZR	DM7HXWT	Nilotinib	Approved	34	DM7RJXL	Imatinib	Phase 3 Trial	25	.	.	.	.	Chronyc Myeloid Leukemia	ClinicalTrials.gov	Phase 4	.	.	.	.	.
DCCRTDU	DM7HXWT	Nilotinib	Approved	34	DM7RJXL	Imatinib	Phase 3 Trial	25	DMZ4Q0B	Dasatinib	.	.	Leukemia, Chronic Myeloid	ClinicalTrials.gov	Phase 3	.	.	.	.	.
DCGACF2	DM7HXWT	Nilotinib	Approved	34	DM7RJXL	Imatinib	Phase 3 Trial	25	DMTI8YE	Bosutinib	DMZ4Q0B	Dasatinib	Leukemia, Myeloid, Chronic	ClinicalTrials.gov	Phase 2	.	.	.	.	.
DCY1DG0	DM7HXWT	Nilotinib	Approved	34	DM7RJXL	Imatinib	Phase 3 Trial	25	DMTI8YE	Bosutinib	DMZ4Q0B	Dasatinib	Chronic Myeloid Leukemia	ClinicalTrials.gov	Phase 2	.	.	.	.	.
DCCILJC	DM7HXWT	Nilotinib	Approved	34	DM0HXDS	Pentostatin	Approved	34	.	.	.	.	Clear cell renal cell carcinoma	DrugCombDB Database	Investigative	A498	1.13	1.27	0.85	0.27
DCRP0GR	DM7HXWT	Nilotinib	Approved	34	DM0HXDS	Pentostatin	Approved	34	.	.	.	.	Glioma	DrugCombDB Database	Investigative	SF-539	3.2	9.32	2.27	5.63
DCRHIVM	DM7HXWT	Nilotinib	Approved	34	DM0HXDS	Pentostatin	Approved	34	.	.	.	.	Plasma cell myeloma	DrugCombDB Database	Investigative	RPMI-8226	7.06	21.18	18.2	14.48
DCZLFA3	DM7HXWT	Nilotinib	Approved	34	DM0YZC6	Fulvestrant	Approved	34	.	.	.	.	Glioma	DrugCombDB Database	Investigative	SF-539	4.72	10.3	5.55	3.29
DCPSOPS	DM7HXWT	Nilotinib	Approved	34	DM3BH1Y	Lapatinib	Approved	34	.	.	.	.	Anaplastic large cell lymphoma	DrugCombDB Database	Investigative	SR	19.35	24.43	3.61	3.61
DCDFXBH	DM7HXWT	Nilotinib	Approved	34	DM3BH1Y	Lapatinib	Approved	34	.	.	.	.	Chronic myelogenous leukemia	DrugCombDB Database	Investigative	K-562	19.28	25.18	9.92	13.64
DCNTP5T	DM7HXWT	Nilotinib	Approved	34	DM4O2Z7	Cyclophosphamide	Approved	34	.	.	.	.	Chronic myelogenous leukemia	DrugCombDB Database	Investigative	K-562	2.44	3.17	0.54	1.17
DC9DGAV	DM7HXWT	Nilotinib	Approved	34	DMAO80I	Pralatrexate	Approved	34	.	.	.	.	Chronic myelogenous leukemia	DrugCombDB Database	Investigative	K-562	2.63	0.26	1.41	1.41
DCDSIBN	DM7HXWT	Nilotinib	Approved	34	DMAO80I	Pralatrexate	Approved	34	.	.	.	.	Glioma	DrugCombDB Database	Investigative	SF-268	4.21	3.55	2.64	3.86
DCW5ZRZ	DM7HXWT	Nilotinib	Approved	34	DMC3P45	Terameprocol	Phase 2	21	.	.	.	.	Adult T acute lymphoblastic leukemia	DrugCombDB Database	Investigative	MOLT-4	4.16	7.35	4.46	1.57
DCSITCJ	DM7HXWT	Nilotinib	Approved	34	DMCT3I8	Ifosfamide	Approved	34	.	.	.	.	Plasma cell myeloma	DrugCombDB Database	Investigative	RPMI-8226	1.08	4.84	1.37	1.06
DCS32ZM	DM7HXWT	Nilotinib	Approved	34	DMDI269	Docetaxel	Approved	34	.	.	.	.	Adult acute myeloid leukemia	DrugCombDB Database	Investigative	HL-60(TB)	11.51	12.27	10.13	10.06
DCXMUHT	DM7HXWT	Nilotinib	Approved	34	DMDI269	Docetaxel	Approved	34	.	.	.	.	Anaplastic large cell lymphoma	DrugCombDB Database	Investigative	SR	11.75	7.52	6.04	4.69
DCKV56L	DM7HXWT	Nilotinib	Approved	34	DMDI269	Docetaxel	Approved	34	.	.	.	.	Astrocytoma	DrugCombDB Database	Investigative	U251	7.04	11.38	12.63	11.16
DCCLSAT	DM7HXWT	Nilotinib	Approved	34	DMDI269	Docetaxel	Approved	34	.	.	.	.	Clear cell renal cell carcinoma	DrugCombDB Database	Investigative	A498	16.29	17.06	5.56	5.56
DC6CCFR	DM7HXWT	Nilotinib	Approved	34	DMDI269	Docetaxel	Approved	34	.	.	.	.	Clear cell renal cell carcinoma 	DrugCombDB Database	Investigative	CAKI-1	9.1	8.68	5.73	2.27
DCSR8Y7	DM7HXWT	Nilotinib	Approved	34	DMDI269	Docetaxel	Approved	34	.	.	.	.	Glioblastoma	DrugCombDB Database	Investigative	SNB-75	0.18	5.62	2.38	4.2
DCNEJFP	DM7HXWT	Nilotinib	Approved	34	DMDI269	Docetaxel	Approved	34	.	.	.	.	Glioma	DrugCombDB Database	Investigative	SF-539	12.21	18.26	18.73	18.03
DC8OL8L	DM7HXWT	Nilotinib	Approved	34	DMDI269	Docetaxel	Approved	34	.	.	.	.	Plasma cell myeloma	DrugCombDB Database	Investigative	RPMI-8226	11.52	9.47	7.11	7.11
DCA4F17	DM7HXWT	Nilotinib	Approved	34	DMDI269	Docetaxel	Approved	34	.	.	.	.	Renal cell carcinoma	DrugCombDB Database	Investigative	SN12C	10.14	11.98	5.09	5.01
