DrugCom_ID	DrugID_1	Drug_Name_1	Highest_status_1	order_1	DrugID_2	Drug_Name_2	Highest_status_2	order_2	DrugID_3	Drug_Name_3	DrugID_4	Drug_Name_4	Disease_Entry	Source	Highest_status	Cell Line	ZIP	Bliss	Loewe	HSA	n_drugs
DC7HONE	DMUM7HZ	fluorouracil	Approved	34.0	DM27D4J	pD-0325901	Phase 2	21.0	.	.	.	.	Breast and ovarian cancer syndrome	JAAKS Dataset	Investigative	UWB1289	0.33	3.92	6.04	6.89	2
DC5X7DL	DMUM7HZ	fluorouracil	Approved	34.0	DM27D4J	pD-0325901	Phase 2	21.0	.	.	.	.	Breast and ovarian cancer syndrome	JAAKS Dataset	Investigative	UWB1289+BRCA1	3.62	2.56	4.32	8.92	2
DCZBRAF	DMUM7HZ	fluorouracil	Approved	34.0	DM27D4J	pD-0325901	Phase 2	21.0	.	.	.	.	Breast carcinoma	JAAKS Dataset	Investigative	KPL1	2.1	1.48	2.07	6.19	2
DCDZFYY	DMUM7HZ	fluorouracil	Approved	34.0	DM27D4J	pD-0325901	Phase 2	21.0	.	.	.	.	Breast carcinoma	JAAKS Dataset	Investigative	OCUBM	3.65	4.38	3.49	11.21	2
DCBAAWV	DMUM7HZ	fluorouracil	Approved	34.0	DM27D4J	pD-0325901	Phase 2	21.0	.	.	.	.	Carcinoma	JAAKS Dataset	Investigative	OV90	0.6	0.68	2.28	5.88	2
DCGQHNK	DMUM7HZ	fluorouracil	Approved	34.0	DM27D4J	pD-0325901	Phase 2	21.0	.	.	.	.	Carcinoma	JAAKS Dataset	Investigative	EFM192B	4.11	6.32	6.31	6.42	2
DC22TXQ	DMUM7HZ	fluorouracil	Approved	34.0	DM27D4J	pD-0325901	Phase 2	21.0	.	.	.	.	Carcinoma	JAAKS Dataset	Investigative	MDAMB436	5.98	7.91	8.43	9.54	2
DCTG9JF	DMUM7HZ	fluorouracil	Approved	34.0	DM27D4J	pD-0325901	Phase 2	21.0	.	.	.	.	Colon adenocarcinoma	JAAKS Dataset	Investigative	LOVO	1.55	1.07	1.74	11.59	2
DC91D7D	DMUM7HZ	fluorouracil	Approved	34.0	DM27D4J	pD-0325901	Phase 2	21.0	.	.	.	.	Colon carcinoma	JAAKS Dataset	Investigative	RKO	4.34	7.79	4.51	9.47	2
DCK7CYM	DMUM7HZ	fluorouracil	Approved	34.0	DM27D4J	pD-0325901	Phase 2	21.0	.	.	.	.	Invasive ductal carcinoma	JAAKS Dataset	Investigative	T-47D	3.15	2.72	6.7	7.15	2
DC6MMP7	DMUM7HZ	fluorouracil	Approved	34.0	DM3BH1Y	lapatinib	Approved	34.0	.	.	.	.	Breast and ovarian cancer syndrome	JAAKS Dataset	Investigative	UWB1289	5.94	5.4	1.29	7.81	2
DCN25FH	DMUM7HZ	fluorouracil	Approved	34.0	DM3BH1Y	lapatinib	Approved	34.0	.	.	.	.	Breast and ovarian cancer syndrome	JAAKS Dataset	Investigative	UWB1289+BRCA1	2.04	3.26	4.46	8.92	2
DCDPWLJ	DMUM7HZ	fluorouracil	Approved	34.0	DM3BH1Y	lapatinib	Approved	34.0	.	.	.	.	Breast carcinoma	JAAKS Dataset	Investigative	KPL1	9.08	9.9	7.99	13.8	2
DCYNRI3	DMUM7HZ	fluorouracil	Approved	34.0	DM3BH1Y	lapatinib	Approved	34.0	.	.	.	.	Breast carcinoma	JAAKS Dataset	Investigative	OCUBM	5.97	6.63	11.94	15.38	2
DCEPSYD	DMUM7HZ	fluorouracil	Approved	34.0	DM3BH1Y	lapatinib	Approved	34.0	.	.	.	.	Carcinoma	JAAKS Dataset	Investigative	OV90	1.57	8.52	12.32	13.62	2
DC3FD7A	DMUM7HZ	fluorouracil	Approved	34.0	DM3BH1Y	lapatinib	Approved	34.0	.	.	.	.	Carcinoma	JAAKS Dataset	Investigative	MDAMB436	4.55	10.27	6.39	10.89	2
DCQHOGW	DMUM7HZ	fluorouracil	Approved	34.0	DM3BH1Y	lapatinib	Approved	34.0	.	.	.	.	Colon adenocarcinoma	JAAKS Dataset	Investigative	LOVO	2.21	2.49	16.68	18.06	2
DCQYT8T	DMUM7HZ	fluorouracil	Approved	34.0	DM3BH1Y	lapatinib	Approved	34.0	.	.	.	.	Colon carcinoma	JAAKS Dataset	Investigative	RKO	9.69	13.29	13.65	15.71	2
DC5P376	DMUM7HZ	fluorouracil	Approved	34.0	DM3BH1Y	lapatinib	Approved	34.0	.	.	.	.	Invasive ductal carcinoma	JAAKS Dataset	Investigative	T-47D	8.71	8.19	15.78	17.54	2
DCODSY6	DMUM7HZ	fluorouracil	Approved	34.0	DM3BH1Y	lapatinib	Approved	34.0	.	.	.	.	Rectal adenocarcinoma	JAAKS Dataset	Investigative	SW837	8.21	9.91	12.14	18.41	2
DC5NCO4	DMUM7HZ	fluorouracil	Approved	34.0	DM3WDZ5	mK-1775	Phase 2	21.0	.	.	.	.	Breast and ovarian cancer syndrome	JAAKS Dataset	Investigative	UWB1289	1.1	2.38	3.76	7.61	2
DC631VR	DMUM7HZ	fluorouracil	Approved	34.0	DM3WDZ5	mK-1775	Phase 2	21.0	.	.	.	.	Breast carcinoma	JAAKS Dataset	Investigative	KPL1	0.48	3.34	6.89	11.0	2
DCNHKBV	DMUM7HZ	fluorouracil	Approved	34.0	DM3WDZ5	mK-1775	Phase 2	21.0	.	.	.	.	Breast carcinoma	JAAKS Dataset	Investigative	OCUBM	8.99	9.03	9.93	14.77	2
DCPJ54L	DMUM7HZ	fluorouracil	Approved	34.0	DM3WDZ5	mK-1775	Phase 2	21.0	.	.	.	.	Carcinoma	JAAKS Dataset	Investigative	MDAMB436	4.32	10.17	2.35	11.52	2
DCXXE5L	DMUM7HZ	fluorouracil	Approved	34.0	DM3WDZ5	mK-1775	Phase 2	21.0	.	.	.	.	Colon adenocarcinoma	JAAKS Dataset	Investigative	LOVO	8.81	8.7	16.57	19.24	2
DC4JQTY	DMUM7HZ	fluorouracil	Approved	34.0	DM3WDZ5	mK-1775	Phase 2	21.0	.	.	.	.	Colon carcinoma	JAAKS Dataset	Investigative	RKO	5.56	6.82	0.67	9.7	2
DC9P428	DMUM7HZ	fluorouracil	Approved	34.0	DM3WDZ5	mK-1775	Phase 2	21.0	.	.	.	.	Invasive ductal carcinoma	JAAKS Dataset	Investigative	T-47D	3.98	9.29	12.19	15.54	2
DCMW289	DMUM7HZ	fluorouracil	Approved	34.0	DM3WDZ5	mK-1775	Phase 2	21.0	.	.	.	.	Rectal adenocarcinoma	JAAKS Dataset	Investigative	SW837	5.84	7.57	10.1	13.36	2
DC6857R	DMUM7HZ	fluorouracil	Approved	34.0	DMMWZET	dexamethasone	Phase 3 Trial	25.0	.	.	.	.	Breast carcinoma	JAAKS Dataset	Investigative	KPL1	2.15	5.95	7.97	14.25	2
DC4A3FP	DMUM7HZ	fluorouracil	Approved	34.0	DMMWZET	dexamethasone	Phase 3 Trial	25.0	.	.	.	.	Carcinoma	JAAKS Dataset	Investigative	MDAMB436	0.81	6.91	2.44	4.56	2
DCGJ44Y	DMUM7HZ	fluorouracil	Approved	34.0	DMMWZET	dexamethasone	Phase 3 Trial	25.0	.	.	.	.	Colon adenocarcinoma	JAAKS Dataset	Investigative	LOVO	7.25	7.3	13.66	19.13	2
DCHTSSM	DMUM7HZ	fluorouracil	Approved	34.0	DMMWZET	dexamethasone	Phase 3 Trial	25.0	.	.	.	.	Rectal adenocarcinoma	JAAKS Dataset	Investigative	SW837	5.02	7.58	2.22	4.13	2
DCNTWNJ	DMUM7HZ	fluorouracil	Approved	34.0	DM4DOUB	pMID28460551-Compound-2	Patented	15.5	.	.	.	.	Breast and ovarian cancer syndrome	JAAKS Dataset	Investigative	UWB1289	5.0	6.17	4.1	8.71	2
DCQ5WMI	DMUM7HZ	fluorouracil	Approved	34.0	DM4DOUB	pMID28460551-Compound-2	Patented	15.5	.	.	.	.	Breast and ovarian cancer syndrome	JAAKS Dataset	Investigative	UWB1289+BRCA1	3.49	4.26	4.29	9.48	2
DCHJLMV	DMUM7HZ	fluorouracil	Approved	34.0	DM4DOUB	pMID28460551-Compound-2	Patented	15.5	.	.	.	.	Breast carcinoma	JAAKS Dataset	Investigative	KPL1	3.11	2.71	5.21	9.41	2
DCSNU3J	DMUM7HZ	fluorouracil	Approved	34.0	DM4DOUB	pMID28460551-Compound-2	Patented	15.5	.	.	.	.	Breast carcinoma	JAAKS Dataset	Investigative	OCUBM	7.47	8.18	5.18	10.8	2
DCDHCZI	DMUM7HZ	fluorouracil	Approved	34.0	DM4DOUB	pMID28460551-Compound-2	Patented	15.5	.	.	.	.	Carcinoma	JAAKS Dataset	Investigative	OV90	1.37	2.68	5.18	7.82	2
DCKI9K3	DMUM7HZ	fluorouracil	Approved	34.0	DM4DOUB	pMID28460551-Compound-2	Patented	15.5	.	.	.	.	Colon adenocarcinoma	JAAKS Dataset	Investigative	LOVO	1.78	2.33	6.51	9.82	2
DCZDAEL	DMUM7HZ	fluorouracil	Approved	34.0	DM4DOUB	pMID28460551-Compound-2	Patented	15.5	.	.	.	.	Colon carcinoma	JAAKS Dataset	Investigative	RKO	17.25	17.46	11.88	20.55	2
DCLP3LF	DMUM7HZ	fluorouracil	Approved	34.0	DM4DOUB	pMID28460551-Compound-2	Patented	15.5	.	.	.	.	Invasive ductal carcinoma	JAAKS Dataset	Investigative	T-47D	3.81	8.94	3.69	11.6	2
DCDF0AX	DMUM7HZ	fluorouracil	Approved	34.0	DM4DOUB	pMID28460551-Compound-2	Patented	15.5	.	.	.	.	Rectal adenocarcinoma	JAAKS Dataset	Investigative	SW837	4.99	11.03	0.1	12.39	2
DCC3NNC	DMUM7HZ	fluorouracil	Approved	34.0	DM2TEOL	methotrexate	Phase 1/2 Trial	19.0	.	.	.	.	Breast and ovarian cancer syndrome	JAAKS Dataset	Investigative	UWB1289+BRCA1	4.57	3.68	1.31	7.6	2
DCA10WS	DMUM7HZ	fluorouracil	Approved	34.0	DM2TEOL	methotrexate	Phase 1/2 Trial	19.0	.	.	.	.	Colon adenocarcinoma	JAAKS Dataset	Investigative	LOVO	5.27	3.89	3.56	4.2	2
DCYEO3D	DMUM7HZ	fluorouracil	Approved	34.0	DM2TEOL	methotrexate	Phase 1/2 Trial	19.0	.	.	.	.	Invasive ductal carcinoma	JAAKS Dataset	Investigative	T-47D	0.94	1.08	0.64	7.01	2
DCZXIUO	DMUM7HZ	fluorouracil	Approved	34.0	DM2TEOL	methotrexate	Phase 1/2 Trial	19.0	.	.	.	.	Rectal adenocarcinoma	JAAKS Dataset	Investigative	SW837	3.61	2.25	2.49	6.04	2
DCIVGRH	DMUM7HZ	fluorouracil	Approved	34.0	DM5TVS3	vinblastine	Approved	34.0	.	.	.	.	Breast and ovarian cancer syndrome	JAAKS Dataset	Investigative	UWB1289	9.96	6.09	4.05	8.24	2
DC6NZAA	DMUM7HZ	fluorouracil	Approved	34.0	DM5TVS3	vinblastine	Approved	34.0	.	.	.	.	Breast and ovarian cancer syndrome	JAAKS Dataset	Investigative	UWB1289+BRCA1	1.18	0.3	1.49	4.37	2
DCKUELH	DMUM7HZ	fluorouracil	Approved	34.0	DM5TVS3	vinblastine	Approved	34.0	.	.	.	.	Breast carcinoma	JAAKS Dataset	Investigative	KPL1	7.32	12.69	7.1	14.03	2
DCRFSIY	DMUM7HZ	fluorouracil	Approved	34.0	DM5TVS3	vinblastine	Approved	34.0	.	.	.	.	Breast carcinoma	JAAKS Dataset	Investigative	OCUBM	15.63	15.06	11.74	16.93	2
DCDW3EN	DMUM7HZ	fluorouracil	Approved	34.0	DM5TVS3	vinblastine	Approved	34.0	.	.	.	.	Carcinoma	JAAKS Dataset	Investigative	OV90	2.2	3.68	6.26	8.45	2
DCEQ7KQ	DMUM7HZ	fluorouracil	Approved	34.0	DM5TVS3	vinblastine	Approved	34.0	.	.	.	.	Carcinoma	JAAKS Dataset	Investigative	MDAMB436	15.15	17.16	8.27	16.34	2
DCK0IM6	DMUM7HZ	fluorouracil	Approved	34.0	DM5TVS3	vinblastine	Approved	34.0	.	.	.	.	Colon adenocarcinoma	JAAKS Dataset	Investigative	LOVO	5.16	3.59	4.56	10.86	2
DC3EIVI	DMUM7HZ	fluorouracil	Approved	34.0	DM5TVS3	vinblastine	Approved	34.0	.	.	.	.	Colon carcinoma	JAAKS Dataset	Investigative	RKO	16.3	18.24	1.36	19.74	2
DC5FPC4	DMUM7HZ	fluorouracil	Approved	34.0	DM5TVS3	vinblastine	Approved	34.0	.	.	.	.	Invasive ductal carcinoma	JAAKS Dataset	Investigative	T-47D	0.72	1.81	5.98	8.38	2
DC66YRL	DMUM7HZ	fluorouracil	Approved	34.0	DM5TVS3	vinblastine	Approved	34.0	.	.	.	.	Rectal adenocarcinoma	JAAKS Dataset	Investigative	SW837	15.39	9.76	22.76	9.4	2
DCG6R2J	DMUM7HZ	fluorouracil	Approved	34.0	DM62QTW	rTB101	Phase 3	25.0	.	.	.	.	Breast and ovarian cancer syndrome	JAAKS Dataset	Investigative	UWB1289	4.72	4.13	5.18	8.75	2
DCZ765I	DMUM7HZ	fluorouracil	Approved	34.0	DM62QTW	rTB101	Phase 3	25.0	.	.	.	.	Breast and ovarian cancer syndrome	JAAKS Dataset	Investigative	UWB1289+BRCA1	2.75	1.74	3.67	8.04	2
DCLM10J	DMUM7HZ	fluorouracil	Approved	34.0	DM62QTW	rTB101	Phase 3	25.0	.	.	.	.	Breast carcinoma	JAAKS Dataset	Investigative	KPL1	1.16	0.74	4.67	8.43	2
DCO29V1	DMUM7HZ	fluorouracil	Approved	34.0	DM62QTW	rTB101	Phase 3	25.0	.	.	.	.	Breast carcinoma	JAAKS Dataset	Investigative	OCUBM	2.72	2.41	4.32	8.75	2
DCU3Q8W	DMUM7HZ	fluorouracil	Approved	34.0	DM62QTW	rTB101	Phase 3	25.0	.	.	.	.	Carcinoma	JAAKS Dataset	Investigative	OV90	4.44	3.82	8.18	10.99	2
DCLWLID	DMUM7HZ	fluorouracil	Approved	34.0	DM62QTW	rTB101	Phase 3	25.0	.	.	.	.	Colon adenocarcinoma	JAAKS Dataset	Investigative	LOVO	1.14	0.97	8.08	11.11	2
DCQGEN5	DMUM7HZ	fluorouracil	Approved	34.0	DM62QTW	rTB101	Phase 3	25.0	.	.	.	.	Colon carcinoma	JAAKS Dataset	Investigative	RKO	7.13	6.93	7.86	11.35	2
DCEGTQB	DMUM7HZ	fluorouracil	Approved	34.0	DM62QTW	rTB101	Phase 3	25.0	.	.	.	.	Invasive ductal carcinoma	JAAKS Dataset	Investigative	T-47D	8.38	4.81	5.84	9.19	2
DCUEXMJ	DMUM7HZ	fluorouracil	Approved	34.0	DM67EMK	sCH-900776	Phase 2	21.0	.	.	.	.	Breast and ovarian cancer syndrome	JAAKS Dataset	Investigative	UWB1289	4.47	3.9	1.53	6.06	2
DCWJWRH	DMUM7HZ	fluorouracil	Approved	34.0	DM67EMK	sCH-900776	Phase 2	21.0	.	.	.	.	Breast and ovarian cancer syndrome	JAAKS Dataset	Investigative	UWB1289+BRCA1	4.78	0.22	2.32	1.12	2
DCVG2RL	DMUM7HZ	fluorouracil	Approved	34.0	DM67EMK	sCH-900776	Phase 2	21.0	.	.	.	.	Breast carcinoma	JAAKS Dataset	Investigative	OCUBM	0.95	0.85	6.13	8.95	2
DCUP3WX	DMUM7HZ	fluorouracil	Approved	34.0	DM67EMK	sCH-900776	Phase 2	21.0	.	.	.	.	Carcinoma	JAAKS Dataset	Investigative	OV90	2.54	1.99	4.73	7.3	2
DCLL34N	DMUM7HZ	fluorouracil	Approved	34.0	DM67EMK	sCH-900776	Phase 2	21.0	.	.	.	.	Carcinoma	JAAKS Dataset	Investigative	EFM192B	3.54	3.23	1.65	6.74	2
DCOUDM4	DMUM7HZ	fluorouracil	Approved	34.0	DM67EMK	sCH-900776	Phase 2	21.0	.	.	.	.	Colon adenocarcinoma	JAAKS Dataset	Investigative	LOVO	1.83	1.18	7.1	9.13	2
DCBJGZ2	DMUM7HZ	fluorouracil	Approved	34.0	DM67EMK	sCH-900776	Phase 2	21.0	.	.	.	.	Colon carcinoma	JAAKS Dataset	Investigative	RKO	5.99	6.48	4.19	10.33	2
DCZ32VP	DMUM7HZ	fluorouracil	Approved	34.0	DM67EMK	sCH-900776	Phase 2	21.0	.	.	.	.	Invasive ductal carcinoma	JAAKS Dataset	Investigative	T-47D	9.08	14.08	2.4	9.2	2
DCU1EKM	DMUM7HZ	fluorouracil	Approved	34.0	DMSE3I7	gemcitabine	Preclinical	2.1	.	.	.	.	Breast and ovarian cancer syndrome	JAAKS Dataset	Investigative	UWB1289+BRCA1	2.52	2.61	6.93	11.17	2
DCM7JP9	DMUM7HZ	fluorouracil	Approved	34.0	DMSE3I7	gemcitabine	Preclinical	2.1	.	.	.	.	Colon carcinoma	JAAKS Dataset	Investigative	RKO	10.97	7.19	0.58	9.25	2
DCAHIF1	DMUM7HZ	fluorouracil	Approved	34.0	DMSE3I7	gemcitabine	Preclinical	2.1	.	.	.	.	Invasive ductal carcinoma	JAAKS Dataset	Investigative	T-47D	2.29	2.25	8.47	12.27	2
DC2YD4T	DMUM7HZ	fluorouracil	Approved	34.0	DM9WLN4	10-hydroxycamptothecin	Investigative	0.0	.	.	.	.	Breast and ovarian cancer syndrome	JAAKS Dataset	Investigative	UWB1289+BRCA1	3.08	5.65	8.57	10.58	2
DC8LLV4	DMUM7HZ	fluorouracil	Approved	34.0	DM9WLN4	10-hydroxycamptothecin	Investigative	0.0	.	.	.	.	Breast carcinoma	JAAKS Dataset	Investigative	KPL1	2.33	8.34	12.19	14.05	2
DCXKB9R	DMUM7HZ	fluorouracil	Approved	34.0	DM9WLN4	10-hydroxycamptothecin	Investigative	0.0	.	.	.	.	Breast carcinoma	JAAKS Dataset	Investigative	OCUBM	3.51	2.59	2.14	7.93	2
DCI46IY	DMUM7HZ	fluorouracil	Approved	34.0	DM9WLN4	10-hydroxycamptothecin	Investigative	0.0	.	.	.	.	Colon adenocarcinoma	JAAKS Dataset	Investigative	LOVO	2.47	2.9	6.81	9.94	2
DC9UZUW	DMUM7HZ	fluorouracil	Approved	34.0	DM9WLN4	10-hydroxycamptothecin	Investigative	0.0	.	.	.	.	Colon carcinoma	JAAKS Dataset	Investigative	RKO	18.04	17.41	12.79	20.36	2
DCDYB8W	DMUM7HZ	fluorouracil	Approved	34.0	DM9WLN4	10-hydroxycamptothecin	Investigative	0.0	.	.	.	.	Rectal adenocarcinoma	JAAKS Dataset	Investigative	SW837	3.15	4.38	6.87	13.06	2
DCQVW73	DMUM7HZ	fluorouracil	Approved	34.0	DMB5A80	sNX-2112	Investigative	0.0	.	.	.	.	Breast and ovarian cancer syndrome	JAAKS Dataset	Investigative	UWB1289	16.67	12.7	16.24	12.75	2
DC7PUKI	DMUM7HZ	fluorouracil	Approved	34.0	DMB5A80	sNX-2112	Investigative	0.0	.	.	.	.	Breast and ovarian cancer syndrome	JAAKS Dataset	Investigative	UWB1289+BRCA1	2.12	4.17	0.32	5.33	2
DC30EOL	DMUM7HZ	fluorouracil	Approved	34.0	DMB5A80	sNX-2112	Investigative	0.0	.	.	.	.	Breast carcinoma	JAAKS Dataset	Investigative	OCUBM	0.1	3.07	1.43	5.34	2
DC15OQS	DMUM7HZ	fluorouracil	Approved	34.0	DMB5A80	sNX-2112	Investigative	0.0	.	.	.	.	Carcinoma	JAAKS Dataset	Investigative	MDAMB436	5.61	7.08	4.71	7.69	2
DCLJ2EH	DMUM7HZ	fluorouracil	Approved	34.0	DMB5A80	sNX-2112	Investigative	0.0	.	.	.	.	Colon adenocarcinoma	JAAKS Dataset	Investigative	LOVO	3.47	4.46	4.87	5.92	2
DCR9GPB	DMUM7HZ	fluorouracil	Approved	34.0	DMB5A80	sNX-2112	Investigative	0.0	.	.	.	.	Invasive ductal carcinoma	JAAKS Dataset	Investigative	T-47D	8.46	10.36	9.72	11.94	2
DCZ37GI	DMUM7HZ	fluorouracil	Approved	34.0	DMB5A80	sNX-2112	Investigative	0.0	.	.	.	.	Rectal adenocarcinoma	JAAKS Dataset	Investigative	SW837	0.01	0.64	3.92	5.01	2
DCBU8L8	DMUM7HZ	fluorouracil	Approved	34.0	DMCJLD1	sCH 727965	Discontinued in Phase 3	9.0	.	.	.	.	Breast and ovarian cancer syndrome	JAAKS Dataset	Investigative	UWB1289	1.72	3.4	4.13	8.88	2
DC1S8V2	DMUM7HZ	fluorouracil	Approved	34.0	DMCJLD1	sCH 727965	Discontinued in Phase 3	9.0	.	.	.	.	Breast and ovarian cancer syndrome	JAAKS Dataset	Investigative	UWB1289+BRCA1	0.08	0.48	5.67	9.05	2
DCMXOVM	DMUM7HZ	fluorouracil	Approved	34.0	DMCJLD1	sCH 727965	Discontinued in Phase 3	9.0	.	.	.	.	Breast carcinoma	JAAKS Dataset	Investigative	ZR751	0.71	1.54	8.57	11.21	2
DC09CDH	DMUM7HZ	fluorouracil	Approved	34.0	DMCJLD1	sCH 727965	Discontinued in Phase 3	9.0	.	.	.	.	Breast carcinoma	JAAKS Dataset	Investigative	KPL1	2.04	2.16	5.5	11.6	2
DC48PJC	DMUM7HZ	fluorouracil	Approved	34.0	DMCJLD1	sCH 727965	Discontinued in Phase 3	9.0	.	.	.	.	Breast carcinoma	JAAKS Dataset	Investigative	OCUBM	1.78	2.55	7.01	12.0	2
DCH3H6P	DMUM7HZ	fluorouracil	Approved	34.0	DMCJLD1	sCH 727965	Discontinued in Phase 3	9.0	.	.	.	.	Colon adenocarcinoma	JAAKS Dataset	Investigative	LOVO	3.63	3.32	7.73	14.19	2
DCL8X1Q	DMUM7HZ	fluorouracil	Approved	34.0	DMCJLD1	sCH 727965	Discontinued in Phase 3	9.0	.	.	.	.	Invasive ductal carcinoma	JAAKS Dataset	Investigative	T-47D	22.28	22.53	9.9	20.8	2
DCW2L30	DMUM7HZ	fluorouracil	Approved	34.0	DMCMBHA	erlotinib	Approved	34.0	.	.	.	.	Breast and ovarian cancer syndrome	JAAKS Dataset	Investigative	UWB1289	1.12	1.12	3.55	6.76	2
DCMSHKT	DMUM7HZ	fluorouracil	Approved	34.0	DMCMBHA	erlotinib	Approved	34.0	.	.	.	.	Breast and ovarian cancer syndrome	JAAKS Dataset	Investigative	UWB1289+BRCA1	5.19	5.26	9.95	13.07	2
