DrugCom_ID	DrugID_1	Drug_Name_1	Highest_status_1	order_1	DrugID_2	Drug_Name_2	Highest_status_2	order_2	DrugID_3	Drug_Name_3	DrugID_4	Drug_Name_4	Disease_Entry	Source	Highest_status	Cell Line	ZIP	Bliss	Loewe	HSA	n_drugs
DCODB33	DM8V75C	aBIRATERONE	Approved	34.0	DMH0ZJE	mitomycin	Approved	34.0	.	.	.	.	High grade ovarian serous adenocarcinoma	SYNERGxDB Database	Investigative	OVCAR-8	2.31	5.49	2.02	4.43	2
DCOO3BK	DM8V75C	aBIRATERONE	Approved	34.0	DMH0ZJE	mitomycin	Approved	34.0	.	.	.	.	Lung adenocarcinoma	SYNERGxDB Database	Investigative	EKVX	1.73	6.6	6.07	3.78	2
DCL4JVN	DM8V75C	aBIRATERONE	Approved	34.0	DMH0ZJE	mitomycin	Approved	34.0	.	.	.	.	Malignant melanoma	SYNERGxDB Database	Investigative	LOX IMVI	26.19	26.82	26.66	28.44	2
DC6CX8Y	DM8V75C	aBIRATERONE	Approved	34.0	DMH0ZJE	mitomycin	Approved	34.0	.	.	.	.	Pleural epithelioid mesothelioma	SYNERGxDB Database	Investigative	NCI-H226	2.72	11.89	7.75	10.73	2
DC1M1C9	DM8V75C	aBIRATERONE	Approved	34.0	DMH8UF0	sY-1425	Phase 1	17.0	.	.	.	.	Adenocarcinoma	SYNERGxDB Database	Investigative	HT29	1.92	5.32	4.13	7.35	2
DC6S94P	DM8V75C	aBIRATERONE	Approved	34.0	DMH8UF0	sY-1425	Phase 1	17.0	.	.	.	.	High grade ovarian serous adenocarcinoma	SYNERGxDB Database	Investigative	OVCAR-8	5.71	4.24	1.43	3.71	2
DCAEKCR	DM8V75C	aBIRATERONE	Approved	34.0	DMH8UF0	sY-1425	Phase 1	17.0	.	.	.	.	Malignant melanoma	SYNERGxDB Database	Investigative	LOX IMVI	16.33	18.24	21.1	21.66	2
DC73WH3	DM8V75C	aBIRATERONE	Approved	34.0	DMH8UF0	sY-1425	Phase 1	17.0	.	.	.	.	Melanoma	SYNERGxDB Database	Investigative	MALME-3M	1.58	2.14	2.18	3.38	2
DCSCE32	DM8V75C	aBIRATERONE	Approved	34.0	DMH8UF0	sY-1425	Phase 1	17.0	.	.	.	.	Melanoma	SYNERGxDB Database	Investigative	SK-MEL-2	6.93	4.03	2.22	0.76	2
DC8K94B	DM8V75C	aBIRATERONE	Approved	34.0	DMH8UF0	sY-1425	Phase 1	17.0	.	.	.	.	Minimally invasive lung adenocarcinoma	SYNERGxDB Database	Investigative	NCI-H322M	2.24	12.8	12.13	12.09	2
DCRFAJW	DM8V75C	aBIRATERONE	Approved	34.0	DMHL7OB	uracil mustard	Approved	34.0	.	.	.	.	Adenocarcinoma	SYNERGxDB Database	Investigative	HCT-15	8.36	15.5	3.44	13.75	2
DCPOZAB	DM8V75C	aBIRATERONE	Approved	34.0	DMHL7OB	uracil mustard	Approved	34.0	.	.	.	.	Adenocarcinoma	SYNERGxDB Database	Investigative	HCT116	1.67	3.45	0.1	4.05	2
DC3IMSZ	DM8V75C	aBIRATERONE	Approved	34.0	DMHL7OB	uracil mustard	Approved	34.0	.	.	.	.	High grade ovarian serous adenocarcinoma	SYNERGxDB Database	Investigative	OVCAR-8	12.72	14.03	5.38	13.35	2
DCI0YQB	DM8V75C	aBIRATERONE	Approved	34.0	DMHL7OB	uracil mustard	Approved	34.0	.	.	.	.	Lung adenocarcinoma 	SYNERGxDB Database	Investigative	NCI-H522	12.88	15.25	8.81	15.13	2
DCJ34B6	DM8V75C	aBIRATERONE	Approved	34.0	DMHL7OB	uracil mustard	Approved	34.0	.	.	.	.	Melanoma	SYNERGxDB Database	Investigative	SK-MEL-2	17.54	17.7	0.21	15.14	2
DCHRFDT	DM8V75C	aBIRATERONE	Approved	34.0	DMHL7OB	uracil mustard	Approved	34.0	.	.	.	.	Ovarian serous cystadenocarcinoma	SYNERGxDB Database	Investigative	SK-OV-3	14.64	13.5	0.91	13.22	2
DCF5WWX	DM8V75C	aBIRATERONE	Approved	34.0	DMINOX3	vincristine	Approved	34.0	.	.	.	.	Adenocarcinoma	SYNERGxDB Database	Investigative	OVCAR3	18.65	18.44	14.68	18.89	2
DC2IF08	DM8V75C	aBIRATERONE	Approved	34.0	DMINOX3	vincristine	Approved	34.0	.	.	.	.	Adenocarcinoma	SYNERGxDB Database	Investigative	HCT-15	3.33	7.13	4.38	3.98	2
DC5KYNC	DM8V75C	aBIRATERONE	Approved	34.0	DMINOX3	vincristine	Approved	34.0	.	.	.	.	Amelanotic melanoma	SYNERGxDB Database	Investigative	MDA-MB-435	23.0	23.68	8.02	23.54	2
DC90QTP	DM8V75C	aBIRATERONE	Approved	34.0	DMINOX3	vincristine	Approved	34.0	.	.	.	.	High grade ovarian serous adenocarcinoma	SYNERGxDB Database	Investigative	OVCAR-5	1.29	6.47	2.09	5.39	2
DCQMPZK	DM8V75C	aBIRATERONE	Approved	34.0	DMINOX3	vincristine	Approved	34.0	.	.	.	.	Large cell lung carcinoma	SYNERGxDB Database	Investigative	NCI-H460	15.4	12.33	7.95	9.16	2
DC0NX5E	DM8V75C	aBIRATERONE	Approved	34.0	DMINOX3	vincristine	Approved	34.0	.	.	.	.	Lung adenocarcinoma 	SYNERGxDB Database	Investigative	NCI-H522	7.89	6.53	3.51	6.86	2
DCNZ7PF	DM8V75C	aBIRATERONE	Approved	34.0	DMINOX3	vincristine	Approved	34.0	.	.	.	.	Malignant melanoma	SYNERGxDB Database	Investigative	LOX IMVI	15.53	15.32	17.84	19.77	2
DCYA4W8	DM8V75C	aBIRATERONE	Approved	34.0	DMIXMYK	arfolitixorin	Phase 3	25.0	.	.	.	.	Adenocarcinoma	SYNERGxDB Database	Investigative	DU-145	6.53	6.39	4.8	5.49	2
DCI8K6N	DM8V75C	aBIRATERONE	Approved	34.0	DMIXMYK	arfolitixorin	Phase 3	25.0	.	.	.	.	Mixed endometrioid and clear cell carcinoma	SYNERGxDB Database	Investigative	IGROV1	9.44	7.71	9.63	9.24	2
DCOJUXG	DM8V75C	aBIRATERONE	Approved	34.0	DMJ7NVI	bIO-300	Phase 1/2	19.0	.	.	.	.	Adenocarcinoma	SYNERGxDB Database	Investigative	OVCAR3	10.49	11.32	9.36	13.34	2
DCUQOL1	DM8V75C	aBIRATERONE	Approved	34.0	DMJ7NVI	bIO-300	Phase 1/2	19.0	.	.	.	.	Adenocarcinoma	SYNERGxDB Database	Investigative	NCIH23	6.81	6.57	2.35	7.46	2
DCEUISK	DM8V75C	aBIRATERONE	Approved	34.0	DMJ7NVI	bIO-300	Phase 1/2	19.0	.	.	.	.	Adenocarcinoma	SYNERGxDB Database	Investigative	A549	7.06	5.64	2.11	6.47	2
DC4ROT5	DM8V75C	aBIRATERONE	Approved	34.0	DMJ7NVI	bIO-300	Phase 1/2	19.0	.	.	.	.	Adenocarcinoma	SYNERGxDB Database	Investigative	SW-620	12.72	8.75	5.31	8.69	2
DCH4V7Z	DM8V75C	aBIRATERONE	Approved	34.0	DMJ7NVI	bIO-300	Phase 1/2	19.0	.	.	.	.	Adenocarcinoma	SYNERGxDB Database	Investigative	HCT116	6.77	3.81	1.37	5.29	2
DCX2JO5	DM8V75C	aBIRATERONE	Approved	34.0	DMJ7NVI	bIO-300	Phase 1/2	19.0	.	.	.	.	Adenocarcinoma	SYNERGxDB Database	Investigative	HCC-2998	6.47	6.57	1.64	6.42	2
DCDLZLP	DM8V75C	aBIRATERONE	Approved	34.0	DMJ7NVI	bIO-300	Phase 1/2	19.0	.	.	.	.	Adenocarcinoma	SYNERGxDB Database	Investigative	HCT-15	9.49	11.01	5.53	11.59	2
DCPKYQB	DM8V75C	aBIRATERONE	Approved	34.0	DMJ7NVI	bIO-300	Phase 1/2	19.0	.	.	.	.	Adenocarcinoma	SYNERGxDB Database	Investigative	HT29	11.4	12.23	8.42	13.55	2
DCBGA2Q	DM8V75C	aBIRATERONE	Approved	34.0	DMJ7NVI	bIO-300	Phase 1/2	19.0	.	.	.	.	Amelanotic melanoma	SYNERGxDB Database	Investigative	M14	11.68	11.17	4.72	11.15	2
DCBPDWP	DM8V75C	aBIRATERONE	Approved	34.0	DMJ7NVI	bIO-300	Phase 1/2	19.0	.	.	.	.	Amelanotic melanoma	SYNERGxDB Database	Investigative	MDA-MB-435	16.47	17.19	13.58	16.26	2
DCJDGFG	DM8V75C	aBIRATERONE	Approved	34.0	DMJ7NVI	bIO-300	Phase 1/2	19.0	.	.	.	.	Cutaneous melanoma	SYNERGxDB Database	Investigative	SK-MEL-28	13.68	14.78	10.45	14.07	2
DCHJHEU	DM8V75C	aBIRATERONE	Approved	34.0	DMJ7NVI	bIO-300	Phase 1/2	19.0	.	.	.	.	High grade ovarian serous adenocarcinoma	SYNERGxDB Database	Investigative	OVCAR-5	6.46	6.23	0.03	7.54	2
DCT80CC	DM8V75C	aBIRATERONE	Approved	34.0	DMJ7NVI	bIO-300	Phase 1/2	19.0	.	.	.	.	High grade ovarian serous adenocarcinoma	SYNERGxDB Database	Investigative	OVCAR-8	13.55	13.51	10.21	14.05	2
DCCMCPF	DM8V75C	aBIRATERONE	Approved	34.0	DMJ7NVI	bIO-300	Phase 1/2	19.0	.	.	.	.	Lung adenocarcinoma	SYNERGxDB Database	Investigative	MDA-MB-231	6.33	8.42	7.11	9.71	2
DCSDS32	DM8V75C	aBIRATERONE	Approved	34.0	DMJ7NVI	bIO-300	Phase 1/2	19.0	.	.	.	.	Lung adenocarcinoma	SYNERGxDB Database	Investigative	HOP-62	13.81	8.68	3.55	8.73	2
DC72CT0	DM8V75C	aBIRATERONE	Approved	34.0	DMJ7NVI	bIO-300	Phase 1/2	19.0	.	.	.	.	Lung adenocarcinoma 	SYNERGxDB Database	Investigative	NCI-H522	7.52	11.1	8.55	11.71	2
DCHOEY1	DM8V75C	aBIRATERONE	Approved	34.0	DMJ7NVI	bIO-300	Phase 1/2	19.0	.	.	.	.	Melanoma	SYNERGxDB Database	Investigative	MALME-3M	8.38	10.02	3.51	10.15	2
DCWA9WR	DM8V75C	aBIRATERONE	Approved	34.0	DMJ7NVI	bIO-300	Phase 1/2	19.0	.	.	.	.	Pleural epithelioid mesothelioma	SYNERGxDB Database	Investigative	NCI-H226	3.01	3.19	0.28	3.25	2
DCFFW46	DM8V75C	aBIRATERONE	Approved	34.0	DMJ7NVI	bIO-300	Phase 1/2	19.0	.	.	.	.	Prostate carcinoma	SYNERGxDB Database	Investigative	PC-3	9.03	9.28	2.33	11.12	2
DCMMR10	DM8V75C	aBIRATERONE	Approved	34.0	DMKLAYG	altretamine	Approved	34.0	.	.	.	.	Adenocarcinoma	SYNERGxDB Database	Investigative	SW-620	12.57	13.7	3.42	9.95	2
DCLT3EP	DM8V75C	aBIRATERONE	Approved	34.0	DMKLAYG	altretamine	Approved	34.0	.	.	.	.	Amelanotic melanoma	SYNERGxDB Database	Investigative	MDA-MB-435	11.32	15.43	0.13	12.17	2
DCLS1J1	DM8V75C	aBIRATERONE	Approved	34.0	DMKLAYG	altretamine	Approved	34.0	.	.	.	.	High grade ovarian serous adenocarcinoma	SYNERGxDB Database	Investigative	OVCAR-5	2.23	5.64	3.21	4.34	2
DCAM5NP	DM8V75C	aBIRATERONE	Approved	34.0	DMKLAYG	altretamine	Approved	34.0	.	.	.	.	Malignant melanoma	SYNERGxDB Database	Investigative	LOX IMVI	17.61	21.06	23.38	24.73	2
DC8VMH9	DM8V75C	aBIRATERONE	Approved	34.0	DMKLAYG	altretamine	Approved	34.0	.	.	.	.	Melanoma	SYNERGxDB Database	Investigative	SK-MEL-2	7.5	8.81	6.94	3.76	2
DCDH8D0	DM8V75C	aBIRATERONE	Approved	34.0	DMLNFWU	tEM	Phase 2	21.0	.	.	.	.	Amelanotic melanoma	SYNERGxDB Database	Investigative	M14	0.05	7.02	4.61	6.41	2
DCYW02H	DM8V75C	aBIRATERONE	Approved	34.0	DMLNFWU	tEM	Phase 2	21.0	.	.	.	.	Cutaneous melanoma	SYNERGxDB Database	Investigative	SK-MEL-5	0.19	4.94	0.86	2.72	2
DCFC1A9	DM8V75C	aBIRATERONE	Approved	34.0	DMLNFWU	tEM	Phase 2	21.0	.	.	.	.	Melanoma	SYNERGxDB Database	Investigative	SK-MEL-2	1.58	6.18	3.81	3.31	2
DC8AUSH	DM8V75C	aBIRATERONE	Approved	34.0	DMLNFWU	tEM	Phase 2	21.0	.	.	.	.	Ovarian serous cystadenocarcinoma	SYNERGxDB Database	Investigative	SK-OV-3	0.07	3.02	2.59	2.62	2
DCJSKRE	DM8V75C	aBIRATERONE	Approved	34.0	DMLWYJB	jNK-IN-8	Investigative	0.0	.	.	.	.	Adenocarcinoma	SYNERGxDB Database	Investigative	HCT-15	9.14	10.25	0.53	9.64	2
DCDUDM8	DM8V75C	aBIRATERONE	Approved	34.0	DMLWYJB	jNK-IN-8	Investigative	0.0	.	.	.	.	High grade ovarian serous adenocarcinoma	SYNERGxDB Database	Investigative	NCI\\/ADR-RES	2.16	1.53	0.44	4.21	2
DCWIRS1	DM8V75C	aBIRATERONE	Approved	34.0	DMM0XGL	idarubicin	Approved	34.0	.	.	.	.	Lung adenocarcinoma	SYNERGxDB Database	Investigative	MDA-MB-231	2.37	8.3	4.62	8.57	2
DCTIXQL	DM8V75C	aBIRATERONE	Approved	34.0	DMM0XGL	idarubicin	Approved	34.0	.	.	.	.	Malignant melanoma	SYNERGxDB Database	Investigative	LOX IMVI	8.34	7.49	0.04	9.5	2
DC7QNJW	DM8V75C	aBIRATERONE	Approved	34.0	DMM1I8R	indazole derivative 5	Patented	15.5	.	.	.	.	Adenocarcinoma	SYNERGxDB Database	Investigative	DU-145	3.15	10.13	7.92	7.36	2
DCNNQHL	DM8V75C	aBIRATERONE	Approved	34.0	DMM1I8R	indazole derivative 5	Patented	15.5	.	.	.	.	Adenocarcinoma	SYNERGxDB Database	Investigative	NCIH23	2.12	5.68	2.99	3.7	2
DCWLZZW	DM8V75C	aBIRATERONE	Approved	34.0	DMM1I8R	indazole derivative 5	Patented	15.5	.	.	.	.	Adenocarcinoma	SYNERGxDB Database	Investigative	HCT116	1.17	7.27	0.78	7.74	2
DCAOS0W	DM8V75C	aBIRATERONE	Approved	34.0	DMM1I8R	indazole derivative 5	Patented	15.5	.	.	.	.	Amelanotic melanoma	SYNERGxDB Database	Investigative	M14	2.38	6.16	1.56	2.05	2
DC9F1R4	DM8V75C	aBIRATERONE	Approved	34.0	DMM1I8R	indazole derivative 5	Patented	15.5	.	.	.	.	Cutaneous melanoma	SYNERGxDB Database	Investigative	SK-MEL-28	1.49	7.0	1.97	3.13	2
DCHFFFZ	DM8V75C	aBIRATERONE	Approved	34.0	DMM1I8R	indazole derivative 5	Patented	15.5	.	.	.	.	High grade ovarian serous adenocarcinoma	SYNERGxDB Database	Investigative	NCI\\/ADR-RES	0.48	3.69	0.97	2.61	2
DCCJLTZ	DM8V75C	aBIRATERONE	Approved	34.0	DMM1I8R	indazole derivative 5	Patented	15.5	.	.	.	.	Large cell lung carcinoma	SYNERGxDB Database	Investigative	NCI-H460	1.24	4.48	1.39	3.11	2
DCEWESD	DM8V75C	aBIRATERONE	Approved	34.0	DMM1I8R	indazole derivative 5	Patented	15.5	.	.	.	.	Lung adenocarcinoma	SYNERGxDB Database	Investigative	HOP-62	0.71	6.04	1.63	2.65	2
DC1W04T	DM8V75C	aBIRATERONE	Approved	34.0	DMM1I8R	indazole derivative 5	Patented	15.5	.	.	.	.	Melanoma	SYNERGxDB Database	Investigative	SK-MEL-2	2.48	8.27	6.45	4.96	2
DCI54IX	DM8V75C	aBIRATERONE	Approved	34.0	DMM1I8R	indazole derivative 5	Patented	15.5	.	.	.	.	Melanoma	SYNERGxDB Database	Investigative	UACC-257	0.01	4.54	3.36	3.25	2
DCONUQQ	DM8V75C	aBIRATERONE	Approved	34.0	DMM1I8R	indazole derivative 5	Patented	15.5	.	.	.	.	Minimally invasive lung adenocarcinoma	SYNERGxDB Database	Investigative	NCI-H322M	0.62	1.89	1.22	0.01	2
DCRUCY9	DM8V75C	aBIRATERONE	Approved	34.0	DMM1I8R	indazole derivative 5	Patented	15.5	.	.	.	.	Ovarian serous cystadenocarcinoma	SYNERGxDB Database	Investigative	SK-OV-3	1.02	4.69	2.13	2.83	2
DCXHJKD	DM8V75C	aBIRATERONE	Approved	34.0	DM7RJXL	imatinib	Phase 3 Trial	25.0	.	.	.	.	High grade ovarian serous adenocarcinoma	SYNERGxDB Database	Investigative	OVCAR-5	2.05	3.12	0.12	1.28	2
DCYFODK	DM8V75C	aBIRATERONE	Approved	34.0	DM7RJXL	imatinib	Phase 3 Trial	25.0	.	.	.	.	Large cell lung carcinoma	SYNERGxDB Database	Investigative	NCI-H460	7.93	11.87	7.08	9.85	2
DC99V1S	DM8V75C	aBIRATERONE	Approved	34.0	DM7RJXL	imatinib	Phase 3 Trial	25.0	.	.	.	.	Ovarian serous cystadenocarcinoma	SYNERGxDB Database	Investigative	SK-OV-3	7.15	4.49	0.04	1.21	2
DCRZQ3K	DM8V75C	aBIRATERONE	Approved	34.0	DM7RJXL	imatinib	Phase 3 Trial	25.0	.	.	.	.	Prostate carcinoma	SYNERGxDB Database	Investigative	PC-3	2.77	11.0	8.23	9.58	2
DC3CFQF	DM8V75C	aBIRATERONE	Approved	34.0	DMNER5S	bleomycin	Approved	34.0	.	.	.	.	Adenocarcinoma	SYNERGxDB Database	Investigative	A549	4.86	5.52	2.38	6.76	2
DCAF16T	DM8V75C	aBIRATERONE	Approved	34.0	DMNER5S	bleomycin	Approved	34.0	.	.	.	.	Adenocarcinoma	SYNERGxDB Database	Investigative	SW-620	9.25	6.51	2.66	6.16	2
DCJYGVE	DM8V75C	aBIRATERONE	Approved	34.0	DMNER5S	bleomycin	Approved	34.0	.	.	.	.	Adenocarcinoma	SYNERGxDB Database	Investigative	HT29	8.08	11.68	1.68	12.48	2
DC63V5E	DM8V75C	aBIRATERONE	Approved	34.0	DMNER5S	bleomycin	Approved	34.0	.	.	.	.	Adenocarcinoma	SYNERGxDB Database	Investigative	HCT-15	6.13	9.73	4.59	9.55	2
DCJG2Q8	DM8V75C	aBIRATERONE	Approved	34.0	DMNER5S	bleomycin	Approved	34.0	.	.	.	.	High grade ovarian serous adenocarcinoma	SYNERGxDB Database	Investigative	OVCAR-8	3.44	6.91	3.7	7.03	2
DCXATRV	DM8V75C	aBIRATERONE	Approved	34.0	DMNER5S	bleomycin	Approved	34.0	.	.	.	.	Lung adenocarcinoma	SYNERGxDB Database	Investigative	MDA-MB-231	6.64	9.95	9.59	11.61	2
DC8PP1Y	DM8V75C	aBIRATERONE	Approved	34.0	DMNER5S	bleomycin	Approved	34.0	.	.	.	.	Lung adenocarcinoma	SYNERGxDB Database	Investigative	HOP-62	5.73	6.85	2.29	6.59	2
DC53PYK	DM8V75C	aBIRATERONE	Approved	34.0	DMNER5S	bleomycin	Approved	34.0	.	.	.	.	Lung adenocarcinoma	SYNERGxDB Database	Investigative	EKVX	7.37	9.12	0.12	8.35	2
DCROH9S	DM8V75C	aBIRATERONE	Approved	34.0	DMNER5S	bleomycin	Approved	34.0	.	.	.	.	Lung adenocarcinoma 	SYNERGxDB Database	Investigative	NCI-H522	6.02	6.66	4.89	7.21	2
DCJW50F	DM8V75C	aBIRATERONE	Approved	34.0	DMNER5S	bleomycin	Approved	34.0	.	.	.	.	Malignant melanoma	SYNERGxDB Database	Investigative	LOX IMVI	15.98	17.31	20.89	21.91	2
DC0V6B6	DM8V75C	aBIRATERONE	Approved	34.0	DMNER5S	bleomycin	Approved	34.0	.	.	.	.	Mixed endometrioid and clear cell carcinoma	SYNERGxDB Database	Investigative	IGROV1	3.09	7.22	4.48	8.84	2
DCEHA35	DM8V75C	aBIRATERONE	Approved	34.0	DMNO38U	bortezomib	Approved	34.0	.	.	.	.	Adenocarcinoma	SYNERGxDB Database	Investigative	HT29	1.15	3.25	1.54	0.91	2
DCXDZ86	DM8V75C	aBIRATERONE	Approved	34.0	DMNO38U	bortezomib	Approved	34.0	.	.	.	.	Cutaneous melanoma	SYNERGxDB Database	Investigative	SK-MEL-28	2.26	5.38	1.14	1.33	2
DCJFX45	DM8V75C	aBIRATERONE	Approved	34.0	DMNP60F	anastrozole	Approved	34.0	.	.	.	.	Amelanotic melanoma	SYNERGxDB Database	Investigative	M14	0.58	2.58	1.39	2.42	2
DCGZT5P	DM8V75C	aBIRATERONE	Approved	34.0	DMNP60F	anastrozole	Approved	34.0	.	.	.	.	High grade ovarian serous adenocarcinoma	SYNERGxDB Database	Investigative	OVCAR-5	0.81	0.72	0.91	1.17	2
DC9SQBW	DM8V75C	aBIRATERONE	Approved	34.0	DMNP60F	anastrozole	Approved	34.0	.	.	.	.	Pleural epithelioid mesothelioma	SYNERGxDB Database	Investigative	NCI-H226	8.05	5.48	2.6	4.69	2
DCF214I	DM8V75C	aBIRATERONE	Approved	34.0	DMNPZL4	dacarbazine	Approved	34.0	.	.	.	.	Amelanotic melanoma	SYNERGxDB Database	Investigative	M14	2.11	4.79	0.63	3.65	2
DCKVJ9J	DM8V75C	aBIRATERONE	Approved	34.0	DMNPZL4	dacarbazine	Approved	34.0	.	.	.	.	Cutaneous melanoma	SYNERGxDB Database	Investigative	SK-MEL-28	6.0	9.24	0.81	6.95	2
DCTT1ES	DM8V75C	aBIRATERONE	Approved	34.0	DMNPZL4	dacarbazine	Approved	34.0	.	.	.	.	High grade ovarian serous adenocarcinoma	SYNERGxDB Database	Investigative	OVCAR-8	10.33	15.36	4.04	14.04	2
DCT0MSE	DM8V75C	aBIRATERONE	Approved	34.0	DMNPZL4	dacarbazine	Approved	34.0	.	.	.	.	Melanoma	SYNERGxDB Database	Investigative	SK-MEL-2	4.78	6.13	2.96	3.44	2
DCS4PZB	DM8V75C	aBIRATERONE	Approved	34.0	DMOYJFK	valrubicin	Approved	34.0	.	.	.	.	Adenocarcinoma	SYNERGxDB Database	Investigative	HCT-15	1.33	2.75	0.88	0.45	2
DC5C4QB	DM8V75C	aBIRATERONE	Approved	34.0	DMOYJFK	valrubicin	Approved	34.0	.	.	.	.	Cutaneous melanoma	SYNERGxDB Database	Investigative	SK-MEL-28	1.4	5.67	2.44	2.45	2
DCJFLO7	DM8V75C	aBIRATERONE	Approved	34.0	DMOYJFK	valrubicin	Approved	34.0	.	.	.	.	High grade ovarian serous adenocarcinoma	SYNERGxDB Database	Investigative	OVCAR-8	6.32	9.1	7.78	8.13	2
DC9KBDJ	DM8V75C	aBIRATERONE	Approved	34.0	DMOYJFK	valrubicin	Approved	34.0	.	.	.	.	Malignant melanoma	SYNERGxDB Database	Investigative	LOX IMVI	15.9	17.26	20.28	20.65	2
DCUZ63L	DM8V75C	aBIRATERONE	Approved	34.0	DMOYJFK	valrubicin	Approved	34.0	.	.	.	.	Melanoma	SYNERGxDB Database	Investigative	SK-MEL-2	1.45	5.26	3.52	2.1	2
DCKU0HV	DM8V75C	aBIRATERONE	Approved	34.0	DMP6G8T	topotecan	Approved	34.0	.	.	.	.	Amelanotic melanoma	SYNERGxDB Database	Investigative	MDA-MB-435	3.63	3.13	1.57	4.73	2
DCQJ5Z7	DM8V75C	aBIRATERONE	Approved	34.0	DMP6G8T	topotecan	Approved	34.0	.	.	.	.	Cutaneous melanoma	SYNERGxDB Database	Investigative	SK-MEL-28	2.13	5.14	3.32	5.12	2
DCSKQUX	DM8V75C	aBIRATERONE	Approved	34.0	DMP6G8T	topotecan	Approved	34.0	.	.	.	.	Lung adenocarcinoma	SYNERGxDB Database	Investigative	EKVX	2.7	2.02	1.27	1.57	2
DCLA0LL	DM8V75C	aBIRATERONE	Approved	34.0	DMP6G8T	topotecan	Approved	34.0	.	.	.	.	Lung adenocarcinoma	SYNERGxDB Database	Investigative	MDA-MB-231	4.4	3.83	3.6	5.44	2
DCSG4KC	DM8V75C	aBIRATERONE	Approved	34.0	DMP6G8T	topotecan	Approved	34.0	.	.	.	.	Melanoma	SYNERGxDB Database	Investigative	MALME-3M	5.87	6.07	4.76	6.99	2
DC68RAI	DM8V75C	aBIRATERONE	Approved	34.0	DMP6G8T	topotecan	Approved	34.0	.	.	.	.	Minimally invasive lung adenocarcinoma	SYNERGxDB Database	Investigative	NCI-H322M	5.86	9.47	7.02	8.95	2
DCYWTIV	DM8V75C	aBIRATERONE	Approved	34.0	DMP6G8T	topotecan	Approved	34.0	.	.	.	.	Mixed endometrioid and clear cell carcinoma	SYNERGxDB Database	Investigative	IGROV1	0.5	3.08	3.18	4.4	2
DCLU4IU	DM8V75C	aBIRATERONE	Approved	34.0	DMP6G8T	topotecan	Approved	34.0	.	.	.	.	Prostate carcinoma	SYNERGxDB Database	Investigative	PC-3	6.17	5.05	5.14	6.97	2
DCX8C1Z	DM8V75C	aBIRATERONE	Approved	34.0	DMPAZHC	cabazitaxel	Approved	34.0	.	.	.	.	Adenocarcinoma	SYNERGxDB Database	Investigative	OVCAR3	4.88	3.88	0.14	5.5	2
DC51U2B	DM8V75C	aBIRATERONE	Approved	34.0	DMPAZHC	cabazitaxel	Approved	34.0	.	.	.	.	Adenocarcinoma	SYNERGxDB Database	Investigative	A549	26.24	18.28	15.21	19.51	2
DCXP0I1	DM8V75C	aBIRATERONE	Approved	34.0	DMPAZHC	cabazitaxel	Approved	34.0	.	.	.	.	Adenocarcinoma	SYNERGxDB Database	Investigative	NCIH23	14.33	18.21	14.21	18.74	2
DC00OAE	DM8V75C	aBIRATERONE	Approved	34.0	DMPAZHC	cabazitaxel	Approved	34.0	.	.	.	.	Adenocarcinoma	SYNERGxDB Database	Investigative	HCT-15	28.68	23.66	17.98	24.05	2
DCO9NVH	DM8V75C	aBIRATERONE	Approved	34.0	DMPAZHC	cabazitaxel	Approved	34.0	.	.	.	.	Adenocarcinoma	SYNERGxDB Database	Investigative	HCC-2998	23.08	18.89	13.77	19.38	2
DCPUG5X	DM8V75C	aBIRATERONE	Approved	34.0	DMPAZHC	cabazitaxel	Approved	34.0	.	.	.	.	Adenocarcinoma	SYNERGxDB Database	Investigative	HCT116	24.51	17.34	14.29	18.79	2
DC5CI13	DM8V75C	aBIRATERONE	Approved	34.0	DMPAZHC	cabazitaxel	Approved	34.0	.	.	.	.	Adenocarcinoma	SYNERGxDB Database	Investigative	HT29	27.21	20.13	16.22	20.52	2
DCG7RRX	DM8V75C	aBIRATERONE	Approved	34.0	DMPAZHC	cabazitaxel	Approved	34.0	.	.	.	.	Adenocarcinoma	SYNERGxDB Database	Investigative	SW-620	28.95	28.7	25.31	28.65	2
DCZZYID	DM8V75C	aBIRATERONE	Approved	34.0	DMPAZHC	cabazitaxel	Approved	34.0	.	.	.	.	Amelanotic melanoma	SYNERGxDB Database	Investigative	MDA-MB-435	28.71	18.49	14.35	19.24	2
DCV9CDH	DM8V75C	aBIRATERONE	Approved	34.0	DMPAZHC	cabazitaxel	Approved	34.0	.	.	.	.	Amelanotic melanoma	SYNERGxDB Database	Investigative	M14	11.34	10.66	9.16	10.51	2
DCC2JR4	DM8V75C	aBIRATERONE	Approved	34.0	DMPAZHC	cabazitaxel	Approved	34.0	.	.	.	.	Cutaneous melanoma	SYNERGxDB Database	Investigative	SK-MEL-28	9.96	9.92	7.67	9.82	2
DC1FWX5	DM8V75C	aBIRATERONE	Approved	34.0	DMPAZHC	cabazitaxel	Approved	34.0	.	.	.	.	High grade ovarian serous adenocarcinoma	SYNERGxDB Database	Investigative	OVCAR-8	17.0	12.05	8.69	12.92	2
DCCGPJR	DM8V75C	aBIRATERONE	Approved	34.0	DMPAZHC	cabazitaxel	Approved	34.0	.	.	.	.	High grade ovarian serous adenocarcinoma	SYNERGxDB Database	Investigative	NCI\\/ADR-RES	8.48	17.07	14.47	17.27	2
