DrugCom_ID	DrugID_1	Drug_Name_1	Highest_status_1	order_1	DrugID_2	Drug_Name_2	Highest_status_2	order_2	DrugID_3	Drug_Name_3	DrugID_4	Drug_Name_4	Disease_Entry	Source	Highest_status	Cell Line	ZIP	Bliss	Loewe	HSA	n_drugs
DCV6J8R	DMLVSYX	remimazolam	Approved	34.0	DMVU687	esketamine	Phase 3	25.0	DMZTXCH	remifentanil	.	.	Drug Effect	ClinicalTrials.gov	Phase 1	.					3
DC3ZDJY	DMF5GZI	rG7388	Phase 3	25.0	DMQUSBT	daunorubicin	Approved	34.0	DMZD5QR	cytarabine	.	.	Acute Myeloid Leukemia	ClinicalTrials.gov	Phase 1	.					3
DCZOJRY	DMY9BMK	rocuronium	Approved	34.0	DMY9BMK	rocuronium	Approved	34.0	DMZNRU6	sevoflurane	.	.	Anesthesia	ClinicalTrials.gov	Phase 3	.					3
DCICI62	DMG814N	saquinavir	Approved	34.0	DMTL94F	maraviroc	Approved	34.0	DMU764S	ritonavir	.	.	Human Immunodeficiency Virus (HIV) Infection	ClinicalTrials.gov	Phase 4	.					3
DCEB4LO	DMGXENV	saxagliptin	Approved	34.0	DMGXENV	saxagliptin	Approved	34.0	DMGXENV	saxagliptin	.	.	Diabetes Mellitus, Non-Insulin-Dependent	ClinicalTrials.gov	Phase 4	.					3
DCZRT6E	DMG592Q	solifenacin	Approved	34.0	DMG592Q	solifenacin	Approved	34.0	DMZNO79	trospium	.	.	Urge Urinary Incontinence	ClinicalTrials.gov	Phase 3	.					3
DC5SDH7	DM2KQ71	sutezolid	Phase 2	21.0	DM3906J	bedaquiline	Approved	34.0	DMDYA31	pretomanid	.	.	Tuberculosis	ClinicalTrials.gov	Phase 2	.					3
DC0T79H	DM3G74J	tamibarotene	Phase 3	25.0	DM8I94Y	venetoclax	Approved	34.0	DMTA5OE	azacitidine	.	.	Acute Myeloid Leukemia	ClinicalTrials.gov	Phase 2	.					3
DCIR270	DMGP8AX	thiopental	Approved	34.0	DMY9BMK	rocuronium	Approved	34.0	DMZTXCH	remifentanil	.	.	Adverse Effect of Other General Anesthetics	ClinicalTrials.gov	Phase 1	.					3
DCEDCHE	DMIZKOP	thiotepa	Approved	34.0	DMVRLT7	fludarabine	Approved	34.0	DMXYJ9C	busulfan	.	.	Acute Myeloid Leukaemia	ClinicalTrials.gov	Phase 2	.					3
DCL1TVN	DMIZKOP	thiotepa	Approved	34.0	DMOLNHF	melphalan	Phase 2 Trial	21.0	DMVRLT7	fludarabine	.	.	Hematologic Malignancies	ClinicalTrials.gov	Phase 1	.					3
DCHRRAY	DMFDC0Q	tiotropium	Approved	34.0	DMGCSVF	fluticasone	Approved	34.0	DMIEU69	salmeterol	.	.	Pulmonary Disease, Chronic Obstructive	ClinicalTrials.gov	Phase 2	.					3
DCYVSS2	DMA16BR	vorapaxar	Approved	34.0	DM672AH	aspirin	Phase 3 Trial	25.0	DMHKAF4	clopidogrel	.	.	Myocardial Infarction	ClinicalTrials.gov	Phase 4	.					3
DCBID3N	DM0DTF7	zonisamide	Approved	34.0	DM0DTF7	zonisamide	Approved	34.0	DMPFN6Y	olanzapine	.	.	Weight Gain	ClinicalTrials.gov	Phase 3	.					3
DCKOFPV	DM0DTF7	zonisamide	Approved	34.0	DM8SXYG	lamotrigine	Approved	34.0	DMTGDN8	levetiracetam	.	.	Epilepsy	ClinicalTrials.gov	Phase 1	.					3
DC37XA4	DM6SGUB	amrubicin	Phase 3	25.0	DMEFRTZ	lurbinectedin	Approved	34.0	DMP6G8T	topotecan	.	.	Small Cell Lung Cancer	ClinicalTrials.gov	Phase 3	.					3
DC8P6ID	DM6SGUB	amrubicin	Phase 3	25.0	DMEFRTZ	lurbinectedin	Approved	34.0	DMP6G8T	topotecan	.	.	Small Cell Lung Cancer (SCLC)	ClinicalTrials.gov	Phase 3	.					3
DCA20IL	DM42HXN	atracurium	Approved	34.0	DMB4OLE	propofol	Investigative	0.0	DMZNRU6	sevoflurane	.	.	Pediatric Patients	ClinicalTrials.gov	Phase 1	.					3
DCPE2SO	DM3UZ95	bisoprolol	Approved	34.0	DMN9CWF	salbutamol	Approved	34.0	DMQ2491	nitroglycerin	.	.	Primary Hypertension	ClinicalTrials.gov	Phase 1	.					3
DCT2R6D	DMMEAGO	bMS-955176	Phase 2	21.0	DMSYRBX	atazanavir	Approved	34.0	DMU764S	ritonavir	.	.	Infection, Human Immunodeficiency Virus	ClinicalTrials.gov	Phase 2	.					3
DC477CF	DM2NA4K	ciclesonide	Phase 3 Trial	25.0	DMFDC0Q	tiotropium	Approved	34.0	DMIEU69	salmeterol	.	.	Pulmonary Disease, Chronic Obstructive	ClinicalTrials.gov	Phase 2	.					3
DCGA62Z	DMLMOIJ	cyproterone acetate	Phase 4	31.0	DMTK4LS	triptorelin	Approved	34.0	DMUNTE3	estradiol	.	.	Gender Dysphoria	ClinicalTrials.gov	Phase 4	.					3
DCN9CYR	DMLMOIJ	cyproterone acetate	Phase 4	31.0	DMUNTE3	estradiol	Approved	34.0	DMWV3TZ	finasteride	.	.	Transsexualism	ClinicalTrials.gov	Phase 4	.					3
DC0QK6O	DMSFK9V	daclatasvir	Approved	34.0	DMSYRBX	atazanavir	Approved	34.0	DMU764S	ritonavir	.	.	Hepatitis C	ClinicalTrials.gov	Phase 1	.					3
DCGDKFQ	DM4LT8A	dapsone	Approved	34.0	DMMZSXQ	azathioprine	Approved	34.0	DMYMS40	colchicine	.	.	Primary Cutaneous Vasculitis	ClinicalTrials.gov	Phase 2	.					3
DC8YVY0	DM5YF4M	droxidopa	Approved	34.0	DMHRG8Q	carbidopa	Approved	34.0	DMLBVKQ	entacapone	.	.	Parkinson Disease	ClinicalTrials.gov	Phase 1	.					3
DCRENW9	DMQ4TJK	dutasteride	Approved	34.0	DMWV3TZ	finasteride	Approved	34.0	DMZMSPF	bicalutamide	.	.	Prostate Cancer	ClinicalTrials.gov	Phase 1	.					3
DCCTODU	DMB2C0E	elagolix	Phase 3	25.0	DMUY35B	progesterone	Phase 1 Trial	17.0	DMUNTE3	estradiol	.	.	Heavy Uterine Bleeding	ClinicalTrials.gov	Phase 2	.					3
DCCD494	DM7YPM1	enfuvirtide	Approved	34.0	DM8HJX6	tipranavir	Approved	34.0	DMU764S	ritonavir	.	.	HIV Infections	ClinicalTrials.gov	Phase 3	.					3
DCZU0QS	DMMPTLH	entrectinib	Approved	34.0	DMMPTLH	entrectinib	Approved	34.0	DMMPTLH	entrectinib	.	.	Solid Tumor	ClinicalTrials.gov	Phase 1	.					3
DCHNIUN	DM8MC6O	estradiol valerate	Approved	34.0	DMUY35B	progesterone	Phase 1 Trial	17.0	DMTK4LS	triptorelin	.	.	Infertility	ClinicalTrials.gov	Phase 4	.					3
DCY4KNM	DM0G5O6	flumatinib	Phase 2	21.0	DM8I94Y	venetoclax	Approved	34.0	DMTA5OE	azacitidine	.	.	Philadelphia Chromosome	ClinicalTrials.gov	Phase 2	.					3
DCCY14E	DM2HKC4	fluorometholone	Approved	34.0	DMUI0CH	tobramycin	Approved	34.0	DMYLOVR	aciclovir	.	.	Corneal Ulcer	ClinicalTrials.gov	Phase 1	.					3
DCW83WS	DMQTJSX	fluvoxamine	Phase 2 Trial	21.0	DMPZI3Q	ketoconazole	Approved	34.0	DMTGBAX	pomalidomide	.	.	Pharmacology, Clinical	ClinicalTrials.gov	Phase 1	.					3
DCJN7YB	DM1B3UM	gDC-0152	Phase 1	17.0	DMKBJWP	caffeine	Approved	34.0	DMXOELT	midazolam	.	.	Amyotrophic Lateral Sclerosis	ClinicalTrials.gov	Phase 1	.					3
DCIATLI	DMHY3IP	lobeglitazone	Approved	34.0	DMRF9YK	empagliflozin	Approved	34.0	DMRF9YK	empagliflozin	.	.	Diabetes Mellitus, Type II	ClinicalTrials.gov	Phase 1	.					3
DCZBO4J	DM215WE	mK-1439	Approved	34.0	DM5JVS3	isoniazid	Approved	34.0	DMCHV4I	rifapentine	.	.	Latent Tuberculosis	ClinicalTrials.gov	Phase 1	.					3
DCB58IY	DMF98Q0	momelotinib	Approved	34.0	DMQNWRD	oxaliplatin	Approved	34.0	DMTS85L	capecitabine	.	.	Relapsed/Refractory Metastatic Pancreatic Ductal Adenocarcinoma	ClinicalTrials.gov	Phase 1	.					3
DCMYOWJ	DM1XBHS	pentazocine	Approved	34.0	DMB4OLE	propofol	Investigative	0.0	DMZI3WO	etomidate	.	.	Induced Abortion	ClinicalTrials.gov	Phase 4	.					3
DCGSO65	DMQMBZ1	rivaroxaban	Phase 3 Trial	25.0	DMQMBZ1	rivaroxaban	Phase 3 Trial	25.0	DMLFO8K	rivaroxaban	.	.	Atrial Fibrillation	ClinicalTrials.gov	Phase 1	.					3
DCD3PZ2	DMMC45B	teriparatide	Approved	34.0	DMMC45B	teriparatide	Approved	34.0	DMY2KX9	alendronate	.	.	Osteoporosis	ClinicalTrials.gov	Phase 1	.					3
DCN44GQ	DM02AWV	tolbutamide	Approved	34.0	DMS2J0Z	pexidartinib	Approved	34.0	DMXOELT	midazolam	.	.	Drug Interaction Potential	ClinicalTrials.gov	Phase 1	.					3
DC2XDAZ	DMSHPW8	tolterodine	Approved	34.0	DMTO13J	clonazepam	Approved	34.0	DMW1OQ0	clobazam	.	.	Pain	ClinicalTrials.gov	Phase 3	.					3
DC4U2ZP	DM98IXF	triamcinolone	Approved	34.0	DML4ZOT	lidocaine	Approved	34.0	DMPT8KQ	ethyl chloride	.	.	Shoulder Pain	ClinicalTrials.gov	Phase 4	.					3
DCMUHUU	DM5FL14	amifostine	Approved	34.0	DMP6SC2	irinotecan	Approved	34.0	DMTS85L	capecitabine	.	.	Locally Advanced Rectal Cancer	ClinicalTrials.gov	Phase 2	.					3
DCMYP1Y	DM5FL14	amifostine	Approved	34.0	DMG281S	carboplatin	Approved	34.0	DMLB81S	paclitaxel	.	.	Chemotherapeutic Agent Toxicity	ClinicalTrials.gov	Phase 2	.					3
DC78BD9	DMUYNEI	amoxicillin	Approved	34.0	DMXYLQ3	lansoprazole	Approved	34.0	DMZA017	tetracycline	.	.	Functional Dyspepsia	ClinicalTrials.gov	Phase 4	.					3
DC13J29	DMDI43Y	bGB-324	Phase 2	21.0	DMQL8XJ	decitabine	Approved	34.0	DMZD5QR	cytarabine	.	.	Acute Myeloid Leukemia	ClinicalTrials.gov	Phase 1	.					3
DCZ8GI2	DMEB837	cefotaxime	Approved	34.0	DMS6UOE	azithromycin	Phase 3 Trial	25.0	DMUYNEI	amoxicillin	.	.	Cirrhosis	ClinicalTrials.gov	Phase 4	.					3
DC0X60D	DM4V8WF	cenicriviroc	Phase 2	21.0	DMCZGRE	dolutegravir	Approved	34.0	DMXOELT	midazolam	.	.	HIV-infection/AIDS	ClinicalTrials.gov	Phase 1	.					3
DC83NZ2	DMFC71L	clozapine	Approved	34.0	DMPFN6Y	olanzapine	Approved	34.0	DMS3GX2	telmisartan	.	.	Schizophrenia	ClinicalTrials.gov	Phase 4	.					3
DCMIAKM	DM20MDU	danoprevir	Phase 2	21.0	DMU764S	ritonavir	Approved	34.0	DMYTKF5	interferon	.	.	Coronavirus Disease 2019 (COVID-19)	TTD Database	Phase 2	.					3
DC9KTN8	DMUQE2A	dexmethylphenidate	Approved	34.0	DMUQE2A	dexmethylphenidate	Approved	34.0	DMUQE2A	dexmethylphenidate	.	.	ADHD	ClinicalTrials.gov	Phase 3	.					3
DCXKHL5	DM0VEC1	ergonovine	Approved	34.0	DMDL27I	oxytocin	Phase 2 Trial	21.0	DMUSLW3	carbetocin	.	.	Postpartum Hemorrhage	ClinicalTrials.gov	Phase 1	.					3
DCQY3BG	DMAIL4L	fludeoxyglucose F 18	Approved	34.0	DMCBJSR	sunitinib	Approved	34.0	DMJ62BV	gadopentetate dimeglumine	.	.	Kidney Neoplasms	ClinicalTrials.gov	Phase 1	.					3
DCN6T6Z	DM0JETC	genistein	Phase 2/3	24.0	DMG281S	carboplatin	Approved	34.0	DMLB81S	paclitaxel	.	.	Carcinoma, Non-Small-Cell Lung	ClinicalTrials.gov	Phase 1	.					3
DC0G5CJ	DMQ2JO5	hydrocodone	Approved	34.0	DMRQD04	tramadol	Approved	34.0	DMXLKHV	oxycodone	.	.	Intra-abdominal Cancer	ClinicalTrials.gov	Phase 2	.					3
DCHANHN	DMF8Y74	hydroxyzine	Approved	34.0	DMX4GND	meperidine	Approved	34.0	DMXOELT	midazolam	.	.	Dental Caries in Children	ClinicalTrials.gov	Phase 4	.					3
DCF750H	DMIGFOR	i3C	Phase 3	25.0	DMSH4DG	silibinin	Phase 2/3	24.0	DMSH4DG	silibinin	.	.	Smoking	ClinicalTrials.gov	Phase 1	.					3
DC9J6WW	DM88FNL	meglumine gadoterate	Approved	34.0	DMRGSKK	gadoteridol	Approved	34.0	DMYQ9SX	gadobutrol	.	.	Motor Function	ClinicalTrials.gov	Phase 4	.					3
DCFFSPE	DM5I621	methyldopa	Approved	34.0	DMK8U72	labetalol	Approved	34.0	DMSVOZT	nifedipine	.	.	Hypertension, Pregnancy-Induced	ClinicalTrials.gov	Phase 4	.					3
DCH06VR	DM3PSUF	mK-3102	Phase 3	25.0	DM5FSJA	glimepiride	Approved	34.0	DMDASC6	metformin	.	.	Type 2 Diabetes Mellitus	ClinicalTrials.gov	Phase 3	.					3
DC8XNAO	DMCDYW7	nicardipine	Approved	34.0	DMK8U72	labetalol	Approved	34.0	DMU8JGH	hydralazine	.	.	Acute Stroke	ClinicalTrials.gov	Phase 2	.					3
DC45YKA	DMHIDCJ	octreotide	Approved	34.0	DMKECZD	temozolomide	Approved	34.0	DMTS85L	capecitabine	.	.	Midgut Neuroendocrine Tumours	ClinicalTrials.gov	Phase 2	.					3
DCJXIS7	DM5PU6O	oxcarbazepine	Approved	34.0	DM8SXYG	lamotrigine	Approved	34.0	DMW1OQ0	clobazam	.	.	Drug Resistant Epilepsy	ClinicalTrials.gov	Phase 4	.					3
DCZY7N4	DMKQF4U	oxilan iohexol	Approved	34.0	DML4ZOT	lidocaine	Approved	34.0	DMMIU2C	methylprednisolone	.	.	Chronic Low-back Pain	ClinicalTrials.gov	Phase 1	.					3
DCIPJIR	DMRAFBK	pF-04958242	Phase 2	21.0	DMRAFBK	pF-04958242	Phase 2	21.0	DMRAFBK	pF-04958242	.	.	Schizophrenia	ClinicalTrials.gov	Phase 1	.					3
DCJ3HP0	DMJH792	pitavastatin	Approved	34.0	DMN3GCH	darunavir	Approved	34.0	DMU764S	ritonavir	.	.	Hyperlipidemia	ClinicalTrials.gov	Phase 1	.					3
DCL9R5K	DMRTD16	talinolol	Investigative	0.0	DMUIE76	acetaminophen	Approved	34.0	DMUYNEI	amoxicillin	.	.	Gastrointestinal Motility Disorder	ClinicalTrials.gov	Phase 1	.					3
DCBQPX7	DMMRV29	telaprevir	Approved	34.0	DMZ7XNQ	tacrolimus	Approved	34.0	DMZ7XNQ	tacrolimus	.	.	Hepatitis C	ClinicalTrials.gov	Phase 1	.					3
DCDSQM9	DMMRV29	telaprevir	Approved	34.0	DMUYKBZ	cyclosporin A	Phase 2 Trial	21.0	DMUYKBZ	cyclosporin A	.	.	Hepatitis C	ClinicalTrials.gov	Phase 1	.					3
DCHL0RG	DM7Q4EX	temanogrel	Phase 1	17.0	DM672AH	aspirin	Phase 3 Trial	25.0	DMHKAF4	clopidogrel	.	.	Acute Coronary Syndrome	ClinicalTrials.gov	Phase 1	.					3
DCV09V7	DM7J6OR	tocilizumab	Phase 3 Trial	25.0	DMS6UOE	azithromycin	Phase 3 Trial	25.0	DMXZAL2	hydroxychloroquine	.	.	Coronavirus Disease 2019 (COVID-19)	TTD Database	Phase 2	.					3
DCXKIA6	DM7J6OR	tocilizumab	Phase 3 Trial	25.0	DMS6UOE	azithromycin	Phase 3 Trial	25.0	DMV23CY	mefloquine	.	.	Coronavirus Disease 2019 (COVID-19)	TTD Database	Phase 2	.					3
DCXRSDN	DM20K91	travoprost	Approved	34.0	DMMWZET	dexamethasone	Phase 3 Trial	25.0	DMUI0CH	tobramycin	.	.	Open-angle Glaucoma	ClinicalTrials.gov	Phase 4	.					3
DC981UX	DM0KCV1	trientine Hydrochloride	Approved	34.0	DM0KCV1	trientine Hydrochloride	Approved	34.0	DM40EF6	penicillamine	.	.	Wilson Disease	ClinicalTrials.gov	Phase 3	.					3
DCR8D4X	DM0KCV1	trientine Hydrochloride	Approved	34.0	DM40EF6	penicillamine	Approved	34.0	DM40EF6	penicillamine	.	.	Wilson Disease	ClinicalTrials.gov	Phase 3	.					3
DC7XZZ6	DMFMBZ4	zanamivir	Investigative	0.0	DMFMBZ4	zanamivir	Investigative	0.0	DM8RBZT	zanamivir	.	.	Influenza A Virus, H1N1 Subtype	ClinicalTrials.gov	Phase 1	.					3
DCDHS4Z	DM9AJRB	zinc Sulfate	Approved	34.0	DMS6UOE	azithromycin	Phase 3 Trial	25.0	DMXZAL2	hydroxychloroquine	.	.	COVID-19	ClinicalTrials.gov	Phase 4	.					3
DCUJ236	DM5L6HI	atomoxetine	Approved	34.0	DM5L6HI	atomoxetine	Approved	34.0	DM5L6HI	atomoxetine	.	.	Attention Deficit Hyperactivity Disorder	ClinicalTrials.gov	Phase 3	.					3
DCCQ9YE	DMHRG8Q	carbidopa	Approved	34.0	DMLBVKQ	entacapone	Approved	34.0	DMN3E57	levodopa	.	.	Restless legs syndrome; Parkinson disease	TTD Database	Phase 1	.					3
DCP0SF9	DMCN61Z	interferon beta-1b	Approved	34.0	DMITQS0	lopinavir	Approved	34.0	DMU764S	ritonavir	.	.	Middle East Respiratory Syndrome (MERS)	TTD Database	Phase 2	.					3
DCIEKTI	DMYVU47	methylenedioxymethamphetamine	Investigative	0.0	DMYVU47	methylenedioxymethamphetamine	Investigative	0.0	DMYVU47	methylenedioxymethamphetamine	.	.	Schizophrenia	ClinicalTrials.gov	Phase 1	.					3
DCH0QWY	DMOB58Q	mK-8228	Approved	34.0	DMOB58Q	mK-8228	Approved	34.0	DMR27C8	artesunate	.	.	HIV Infections	ClinicalTrials.gov	Phase 2	.					3
DCMQL0X	DMBX2RE	mN-221	Phase 2	21.0	DMBX2RE	mN-221	Phase 2	21.0	DMBX2RE	mN-221	.	.	Asthma	ClinicalTrials.gov	Phase 2	.					3
DCDH4ZU	DMEJKRF	motexafin gadolinium	Approved	34.0	DMG281S	carboplatin	Approved	34.0	DMLB81S	paclitaxel	.	.	Stage IIIA Non-small Cell Lung Cancer	ClinicalTrials.gov	Phase 1	.					3
DC4G9YW	DMFN07X	nilutamide	Approved	34.0	DMK0O7U	flutamide	Approved	34.0	DMZMSPF	bicalutamide	.	.	Prostate Cancer	ClinicalTrials.gov	Phase 3	.					3
DCAA4S6	DMQ2491	nitroglycerin	Approved	34.0	DMQ2491	nitroglycerin	Approved	34.0	DMQ2491	nitroglycerin	.	.	Rectal Cancer	ClinicalTrials.gov	Phase 1	.					3
DCY8YDU	DM05WIU	pBI-05204	Phase 2	21.0	DMDI269	docetaxel	Approved	34.0	DMG281S	carboplatin	.	.	Chemotherapeutic Agent Toxicity	ClinicalTrials.gov	Phase 1	.					3
DCUQHXW	DMUP5Z0	pF-03084014	Approved	34.0	DMUP5Z0	pF-03084014	Approved	34.0	DMUP5Z0	pF-03084014	.	.	Triple Negative Breast Neoplasms	ClinicalTrials.gov	Phase 2	.					3
DCR127T	DMJ7IKW	pF-4494700	Phase 3	25.0	DMJ7IKW	pF-4494700	Phase 3	25.0	DMJ7IKW	pF-4494700	.	.	Glioblastoma	ClinicalTrials.gov	Phase 1	.					3
DCI49DI	DMP7X6Q	rotigotine	Approved	34.0	DMP7X6Q	rotigotine	Approved	34.0	DMP7X6Q	rotigotine	.	.	Restless Legs Syndrome	ClinicalTrials.gov	Phase 3	.					3
DCEZKCP	DMAHSU0	selexipag	Approved	34.0	DMJZHT1	tadalafil	Approved	34.0	DMP79A1	macitentan	.	.	Pulmonary Arterial Hypertension	ClinicalTrials.gov	Phase 3	.					3
DCTY45U	DMFY0MX	sivextro	Phase 3	25.0	DMMIQ7G	rosuvastatin	Approved	34.0	DMXOELT	midazolam	.	.	Skin Diseases, Bacterial	ClinicalTrials.gov	Phase 1	.					3
DCAZX4O	DME1LQN	streptomycin	Approved	34.0	DMF8DNE	framycetin	Approved	34.0	DMKINJO	gentamicin	.	.	Patients Colonized by Klebsiella Pneumoniae.	ClinicalTrials.gov	Phase 1	.					3
DC6ZN1P	DMICA9H	sulfasalazine	Approved	34.0	DMOJZQ9	loperamide	Preclinical	2.1	DMZTGN2	methylnaltrexone bromide	.	.	Intestinal Obstruction	ClinicalTrials.gov	Phase 1	.					3
DCD5Z3S	DMYOAKS	teduglutide	Approved	34.0	DMYOAKS	teduglutide	Approved	34.0	DMYOAKS	teduglutide	.	.	Crohn's Disease	ClinicalTrials.gov	Phase 2	.					3
DC0OJ1L	DMAI83D	voxilaprevir	Phase 1	17.0	DMGF8ZQ	velpatasvir	Phase 1	17.0	DMQI86A	sofosbuvir	.	.	Hepatitis C virus infection	TTD Database	Approved	.					3
