DrugCom_ID	DrugID_1	Drug_Name_1	Highest_status_1	order_1	DrugID_2	Drug_Name_2	Highest_status_2	order_2	DrugID_3	Drug_Name_3	DrugID_4	Drug_Name_4	Disease_Entry	Source	Highest_status	Cell Line	ZIP	Bliss	Loewe	HSA	n_drugs
DCU4EJU	DM0659E	cannabidiol	Approved	34.0	DM70IK5	marinol	Approved	34.0	DMC7XDN	alprazolam	.	.	Cannabis Use Disorder	ClinicalTrials.gov	Phase 1	.					3
DCYHVK0	DM0659E	cannabidiol	Approved	34.0	DM70IK5	marinol	Approved	34.0	DMKBJWP	caffeine	.	.	Behavioral Pharmacology of Cannabinoids	ClinicalTrials.gov	Phase 1	.					3
DCTS3O4	DMQCTIH	digoxin	Approved	34.0	DMSMFN2	gSK2140944	Phase 3	25.0	DMXOELT	midazolam	.	.	Infections, Bacterial	ClinicalTrials.gov	Phase 1	.					3
DCH4EHW	DM9BI7M	duloxetine	Approved	34.0	DMDVP3B	pregabalin	Approved	34.0	DMK7F9S	amitriptyline	.	.	Central Sensitisation	ClinicalTrials.gov	Phase 1	.					3
DCZ4CHL	DM9BI7M	duloxetine	Approved	34.0	DMHD4PE	desvenlafaxine	Approved	34.0	DMR6QH0	venlafaxine	.	.	Depression	ClinicalTrials.gov	Phase 1	.					3
DCQ001S	DM7VTQO	entecavir	Approved	34.0	DMI347A	lamivudine	Approved	34.0	DMM278X	adefovir	.	.	Hepatitis B virus infection	TTD Database	Investigative	.					3
DCIKKUK	DM5PVQE	paroxetine	Approved	34.0	DM5PVQE	paroxetine	Approved	34.0	DM5PVQE	paroxetine	.	.	Depressive Disorder	ClinicalTrials.gov	Phase 1	.					3
DCEALG2	DMLUA9D	simeprevir	Approved	34.0	DMQI86A	sofosbuvir	Approved	34.0	DMSL3DX	gS-5885	.	.	Hepatitis C, Chronic	ClinicalTrials.gov	Phase 2	.					3
DCF1ADA	DMLUA9D	simeprevir	Approved	34.0	DMQI86A	sofosbuvir	Approved	34.0	DMSFK9V	daclatasvir	.	.	Hepatitis C, Chronic	ClinicalTrials.gov	Phase 2	.					3
DCH4YYZ	DMLUA9D	simeprevir	Approved	34.0	DMQI86A	sofosbuvir	Approved	34.0	DMSFK9V	daclatasvir	.	.	Hepatitis C Virus	ClinicalTrials.gov	Phase 2	.					3
DCQGYWA	DM89JLN	apixaban	Approved	34.0	DMCIJBH	dU-176B	Approved	34.0	DMLFO8K	rivaroxaban	.	.	Aortic Stenosis	ClinicalTrials.gov	Phase 3	.					3
DCCZT3O	DM89JLN	apixaban	Approved	34.0	DMCIJBH	dU-176B	Approved	34.0	DMLFO8K	rivaroxaban	.	.	Atrial Fibrillation	ClinicalTrials.gov	Phase 1	.					3
DCWOISJ	DM3NUMH	aripiprazole	Approved	34.0	DM7NPJS	paliperidone	Approved	34.0	DMN6DXL	risperidone	.	.	Immunoassay	ClinicalTrials.gov	Phase 1	.					3
DCIWS8I	DMCEW64	ceftriaxone	Approved	34.0	DMS6UOE	azithromycin	Phase 3 Trial	25.0	DMS6UOE	azithromycin	.	.	Community-Acquired Pneumonia (CAP)	ClinicalTrials.gov	Phase 4	.					3
DC1PHPP	DM08E9O	diazepam	Approved	34.0	DMOTQ1I	ondansetron	Approved	34.0	DMRQD04	tramadol	.	.	Cataract	ClinicalTrials.gov	Phase 1	.					3
DCGH818	DMMQ8ZG	furosemide	Approved	34.0	DMRTSGP	amiloride	Approved	34.0	DMTL1DH	spironolactone	.	.	Hypertension Resistant to Conventional Therapy	ClinicalTrials.gov	Phase 4	.					3
DCQ6FPL	DMMQ8ZG	furosemide	Approved	34.0	DMRV7H0	bumetanide	Approved	34.0	DMXKJ6C	torasemide	.	.	Heart Failure, Congestive	ClinicalTrials.gov	Phase 4	.					3
DCLDL9I	DMMQ8ZG	furosemide	Approved	34.0	DM2AQ5N	spironolactone	Phase 3 Trial	25.0	DMZD5QR	cytarabine	.	.	AML	ClinicalTrials.gov	Phase 1	.					3
DC0XZK2	DM2NQUY	indocyanine green	Approved	34.0	DM3SLZK	guanosine-5'-Monophosphate	Investigative	0.0	DMQTFAO	fluorescein	.	.	Gastrointestinal Diseases	ClinicalTrials.gov	Phase 1	.					3
DCCZGAQ	DM2NQUY	indocyanine green	Approved	34.0	DML4ZOT	lidocaine	Approved	34.0	DMVXFYE	vinorelbine	.	.	Lung Cancer	ClinicalTrials.gov	Phase 1	.					3
DCK4JJ7	DM84ZXF	lorazepam	Approved	34.0	DMTO13J	clonazepam	Approved	34.0	DMW1OQ0	clobazam	.	.	Epilepsia Partialis Continua	ClinicalTrials.gov	Phase 3	.					3
DCTG8ZX	DMD6UKO	nedaplatin	Approved	34.0	DMINOX3	vincristine	Approved	34.0	DMKECZD	temozolomide	.	.	Central Nervous System Tumors	ClinicalTrials.gov	Phase 2	.					3
DCARCU8	DM0VQN3	ofloxacin	Approved	34.0	DMQ8FR2	prednisolone	Approved	34.0	DMV9ADG	pilocarpine	.	.	Glaucoma	ClinicalTrials.gov	Phase 3	.					3
DCBDOQ5	DM0VQN3	ofloxacin	Approved	34.0	DM0VQN3	ofloxacin	Approved	34.0	DMCEW64	ceftriaxone	.	.	Acute Male Urinary Tract Infection	ClinicalTrials.gov	Phase 3	.					3
DCIJN08	DM0VQN3	ofloxacin	Approved	34.0	DMQ8FR2	prednisolone	Approved	34.0	DMV9ADG	pilocarpine	.	.	Open Angle Glaucoma	ClinicalTrials.gov	Phase 3	.					3
DCCBV19	DM1T6ZN	pacritinib	Approved	34.0	DMVRLT7	fludarabine	Approved	34.0	DMXYJ9C	busulfan	.	.	Myeloproliferative Diseases	ClinicalTrials.gov	Phase 2	.					3
DCDFMNE	DM1T6ZN	pacritinib	Approved	34.0	DMQL8XJ	decitabine	Approved	34.0	DMTA5OE	azacitidine	.	.	Leukemia	ClinicalTrials.gov	Phase 2	.					3
DCVK88R	DM31ZQM	tegafur	Approved	34.0	DMDI269	docetaxel	Approved	34.0	DMQNWRD	oxaliplatin	.	.	Gastric Cancer	ClinicalTrials.gov	Phase 2	.					3
DC6WSTH	DM31ZQM	tegafur	Approved	34.0	DMDI269	docetaxel	Approved	34.0	DMQNWRD	oxaliplatin	.	.	Gastric Cancer	ClinicalTrials.gov	Phase 1	.					3
DC79T9J	DMHWE7P	ampicillin	Approved	34.0	DMS6UOE	azithromycin	Phase 3 Trial	25.0	DMUYNEI	amoxicillin	.	.	Preterm Premature Rupture of Membranes (PPROM)	ClinicalTrials.gov	Phase 3	.					3
DCHJI8J	DMHWE7P	ampicillin	Approved	34.0	DMKINJO	gentamicin	Approved	34.0	DMKINJO	gentamicin	.	.	Nephrolithiasis	ClinicalTrials.gov	Phase 1	.					3
DC5MGAN	DMC40SD	darexaban maleate	Discontinued in Phase 3	9.0	DM672AH	aspirin	Phase 3 Trial	25.0	DMHKAF4	clopidogrel	.	.	Pharmacodynamic Interaction	ClinicalTrials.gov	Phase 1	.					3
DCIH3MU	DM2TO9R	desflurane	Approved	34.0	DMVO0UB	alfentanil	Approved	34.0	DMY9BMK	rocuronium	.	.	Cerebral Ischemia	ClinicalTrials.gov	Phase 1	.					3
DC09AZ0	DMDRQZU	ethanol	Approved	34.0	DMF8DNE	framycetin	Approved	34.0	DMTIVEN	metronidazole	.	.	Colorectal Neoplasms	ClinicalTrials.gov	Phase 1	.					3
DCBSMK1	DMDRQZU	ethanol	Approved	34.0	DMDRQZU	ethanol	Approved	34.0	DMDRQZU	ethanol	.	.	Alcohol Drinking	ClinicalTrials.gov	Phase 1	.					3
DC9QNZV	DMOWZ6B	fluconazole	Approved	34.0	DMS60RB	levofloxacin	Approved	34.0	DMYLOVR	aciclovir	.	.	Stem Cell Transplant Complications	ClinicalTrials.gov	Phase 2	.					3
DC1VUOM	DM8SXYG	lamotrigine	Approved	34.0	DMR1WBZ	lithium Carbonate	Approved	34.0	DMS49KH	valproic Acid	.	.	Bipolar Disorder	ClinicalTrials.gov	Phase 1	.					3
DCYWN5X	DMQ2AIJ	lestaurtinib	Approved (orphan drug)	34.0	DMQ2AIJ	lestaurtinib	Approved (orphan drug)	34.0	DMQ2AIJ	lestaurtinib	.	.	Psoriasis	ClinicalTrials.gov	Phase 2	.					3
DCTPGUA	DM3FXMA	naloxone	Approved	34.0	DM3KJBC	epinephrine	Approved	34.0	DMRMS0L	morphine	.	.	Diabetes Mellitus	ClinicalTrials.gov	Phase 2	.					3
DC23SSD	DM3FXMA	naloxone	Approved	34.0	DMH7GN8	ramosetron	Approved	34.0	DMRMS0L	morphine	.	.	Postoperative Nausea and Vomiting	ClinicalTrials.gov	Phase 1	.					3
DC54IXR	DM3FXMA	naloxone	Approved	34.0	DMICA9H	sulfasalazine	Approved	34.0	DMTEOOS	loperamide	.	.	Intestinal Obstruction	ClinicalTrials.gov	Phase 1	.					3
DCSVZKV	DM6HX9B	nevirapine	Approved	34.0	DMSYRBX	atazanavir	Approved	34.0	DMU764S	ritonavir	.	.	HIV Infections	ClinicalTrials.gov	Phase 4	.					3
DCT6FBL	DM6HX9B	nevirapine	Approved	34.0	DMI347A	lamivudine	Approved	34.0	DMYURI6	raltegravir	.	.	HIV Infections	ClinicalTrials.gov	Phase 2	.					3
DC8AEJB	DMUY35B	progesterone	Phase 1 Trial	17.0	DMK0O7U	flutamide	Approved	34.0	DMUNTE3	estradiol	.	.	Polycystic Ovary Syndrome	ClinicalTrials.gov	Phase 1	.					3
DCXY87G	DM8RLJ5	rAD-1901	Approved	34.0	DM93VBZ	lY2835219	Approved	34.0	DMMX75K	lEE011	.	.	Breast Cancer	ClinicalTrials.gov	Phase 1	.					3
DCJEIB5	DMAGFOD	semaglutide	Approved	34.0	DMMFWOJ	probenecid	Approved	34.0	DMUYKBZ	cyclosporin A	.	.	Diabetes	ClinicalTrials.gov	Phase 1	.					3
DCPWALV	DMAGFOD	semaglutide	Approved	34.0	DMAGFOD	semaglutide	Approved	34.0	DMAGFOD	semaglutide	.	.	Diabetes Mellitus, Type 2	ClinicalTrials.gov	Phase 1	.					3
DCTNXZH	DMAGFOD	semaglutide	Approved	34.0	DMF28YC	atorvastatin	Phase 3 Trial	25.0	DMQCTIH	digoxin	.	.	Diabetes	ClinicalTrials.gov	Phase 1	.					3
DC65DT3	DMMUOLJ	varenicline	Approved	34.0	DMWX5CO	nicotine	Approved	34.0	DMWX5CO	nicotine	.	.	Smoking Cessation	ClinicalTrials.gov	Phase 2	.					3
DCRZS8N	DMSYRBX	atazanavir	Approved	34.0	DMU764S	ritonavir	Approved	34.0	DMYURI6	raltegravir	.	.	HIV, Combination Therapy	ClinicalTrials.gov	Phase 4	.					3
DC4NSKF	DMSYRBX	atazanavir	Approved	34.0	DMTL94F	maraviroc	Approved	34.0	DMU764S	ritonavir	.	.	HIV Infections	ClinicalTrials.gov	Phase 1	.					3
DCKM8IJ	DMSYRBX	atazanavir	Approved	34.0	DMU764S	ritonavir	Approved	34.0	DMYURI6	raltegravir	.	.	HIV Infections	ClinicalTrials.gov	Phase 1	.					3
DCGCCUJ	DMKBJWP	caffeine	Approved	34.0	DMPIHLS	diclofenac	Approved	34.0	DMUIE76	acetaminophen	.	.	Post-Dural Puncture Headache	ClinicalTrials.gov	Phase 4	.					3
DC6FI90	DMBQYO0	casopitant	Withdrawn from market	12.0	DMBQYO0	casopitant	Withdrawn from market	12.0	DMPZI3Q	ketoconazole	.	.	Nausea and Vomiting, Chemotherapy-Induced	ClinicalTrials.gov	Phase 1	.					3
DC4EXXO	DMPIHLS	diclofenac	Approved	34.0	DMRMS0L	morphine	Approved	34.0	DMUIE76	acetaminophen	.	.	Trauma	ClinicalTrials.gov	Phase 1	.					3
DC3FDGY	DMCIJBH	dU-176B	Approved	34.0	DM672AH	aspirin	Phase 3 Trial	25.0	DMHKAF4	clopidogrel	.	.	Coronary Artery Disease	ClinicalTrials.gov	Phase 4	.					3
DC8931X	DMGV8QU	etravirine	Approved	34.0	DMN3GCH	darunavir	Approved	34.0	DMU764S	ritonavir	.	.	Acute HIV Infection	ClinicalTrials.gov	Phase 4	.					3
DC5AHVN	DMGV8QU	etravirine	Approved	34.0	DMN3GCH	darunavir	Approved	34.0	DMU764S	ritonavir	.	.	Human Immunodeficiency Virus (HIV)	ClinicalTrials.gov	Phase 2	.					3
DC70SA6	DMGV8QU	etravirine	Approved	34.0	DMTL94F	maraviroc	Approved	34.0	DMYURI6	raltegravir	.	.	HIV Infections	ClinicalTrials.gov	Phase 1	.					3
DC7ZBPE	DMGV8QU	etravirine	Approved	34.0	DMN3GCH	darunavir	Approved	34.0	DMU764S	ritonavir	.	.	HIV Infections	ClinicalTrials.gov	Phase 1	.					3
DCV1JJ5	DMGV8QU	etravirine	Approved	34.0	DMN3GCH	darunavir	Approved	34.0	DMYURI6	raltegravir	.	.	HIV-1 Infection	ClinicalTrials.gov	Phase 1	.					3
DCPI6UX	DMGV8QU	etravirine	Approved	34.0	DMN3GCH	darunavir	Approved	34.0	DMU764S	ritonavir	.	.	HIV/AIDS	ClinicalTrials.gov	Phase 1	.					3
DCDIRKH	DM62UHC	meropenem	Approved	34.0	DMKMBES	plazomicin	Approved	34.0	DMLE7IO	tigecycline	.	.	Bloodstream Infections (BSI) Due to CRE	ClinicalTrials.gov	Phase 3	.					3
DCL12QF	DM62UHC	meropenem	Approved	34.0	DMLE7IO	tigecycline	Approved	34.0	DMZ9BMU	colistimethate	.	.	Bloodstream Infections (BSI) Due to CRE	ClinicalTrials.gov	Phase 3	.					3
DCUTFEA	DMM39BF	mitoxantrone	Approved	34.0	DMQUSBT	daunorubicin	Approved	34.0	DMZD5QR	cytarabine	.	.	Acute Myeloid Leukemia (AML)	ClinicalTrials.gov	Phase 2	.					3
DC6TUBF	DMM39BF	mitoxantrone	Approved	34.0	DMTA5OE	azacitidine	Approved	34.0	DMZD5QR	cytarabine	.	.	Adult Acute Megakaryoblastic Leukemia (M7)	ClinicalTrials.gov	Phase 1	.					3
DCABJX7	DMNOKBV	phenytoin	Approved	34.0	DMS49KH	valproic Acid	Investigative	0.0	DMZOLBI	carbamazepine	.	.	Drug Resistant Epilepsy	ClinicalTrials.gov	Phase 4	.					3
DCWDX6A	DM1TKG4	rDEA3170	Phase 2	21.0	DMDEXQ0	febuxostat	Approved	34.0	DMF03DT	dapagliflozin	.	.	Asymptomatic Hyperuricemia	ClinicalTrials.gov	Phase 2	.					3
DCBEYYR	DM1TKG4	rDEA3170	Phase 2	21.0	DMLPAOB	allopurinol	Approved	34.0	DMUYKBZ	cyclosporin A	.	.	Chronic Kidney Disease	ClinicalTrials.gov	Phase 1	.					3
DCTK4K9	DM1TKG4	rDEA3170	Phase 2	21.0	DM5DSFZ	rifampicin	Approved	34.0	DMLPAOB	allopurinol	.	.	Chronic Kidney Disease	ClinicalTrials.gov	Phase 1	.					3
DC8B0DI	DM2ET1M	succinylcholine	Approved	34.0	DMP0UK2	vecuronium	Approved	34.0	DMY9BMK	rocuronium	.	.	Anesthesia	ClinicalTrials.gov	Phase 4	.					3
DC12ZVN	DM1XT4N	tafenoquine	Approved	34.0	DM48QOT	artemether	Approved	34.0	DMSI5CB	chloroquine	.	.	Plasmodium Vivax Malaria	ClinicalTrials.gov	Phase 4	.					3
DCH4DDM	DM1XT4N	tafenoquine	Approved	34.0	DMSI5CB	chloroquine	Approved	34.0	DMSI5CB	chloroquine	.	.	Malaria, Vivax	ClinicalTrials.gov	Phase 2	.					3
DCOJF9R	DM1D90W	tropicamide	Approved	34.0	DMLS39E	proparacaine	Approved	34.0	DMV9ADG	pilocarpine	.	.	Anisocoria	ClinicalTrials.gov	Phase 4	.					3
DCJRD6A	DM1D90W	tropicamide	Approved	34.0	DMQLT4N	brimonidine	Approved	34.0	DMZHUO5	phenylephrine	.	.	Intraocular Pressure	ClinicalTrials.gov	Phase 1	.					3
DCMPJLB	DM7EVUF	aBL001	Approved	34.0	DM7EVUF	aBL001	Approved	34.0	DM7EVUF	aBL001	.	.	Chronic Myelogenous Leukemia	ClinicalTrials.gov	Phase 3	.					3
DC1333J	DM8WI3R	alogliptin	Approved	34.0	DMGDKXN	sitagliptin	Approved	34.0	DMYN59P	vildagliptin	.	.	Type 2 Diabetes Mellitus	ClinicalTrials.gov	Phase 1	.					3
DCCNNIS	DM8QM5U	anidulafungin	Approved	34.0	DMAOL2S	voriconazole	Approved	34.0	DMOWZ6B	fluconazole	.	.	Invasive Candidiasis	ClinicalTrials.gov	Phase 3	.					3
DC7YHXU	DM5NW1E	beclomethasone dipropionate	Phase 4	31.0	DMJIBAW	budesonide	Phase 3 Trial	25.0	DMSOURV	formoterol	.	.	Chronic Obstructive Pulmonary Disease	ClinicalTrials.gov	Phase 3	.					3
DC6SBHH	DM41GRA	ceftazidime	Approved	34.0	DM62UHC	meropenem	Approved	34.0	DMUI0CH	tobramycin	.	.	Cystic Fibrosis	ClinicalTrials.gov	Phase 4	.					3
DC687OQ	DMOMP9U	cetirizine	Approved	34.0	DMUIE76	acetaminophen	Approved	34.0	DMWXZH1	famotidine	.	.	Glycogen Storage Disease Type III	ClinicalTrials.gov	Phase 1	.					3
DC23QN8	DMMIHVP	dextroamphetamine	Approved	34.0	DMN6DXL	risperidone	Approved	34.0	DMS49KH	valproic Acid	.	.	Attention Deficit Disorder With Hyperactivity	ClinicalTrials.gov	Phase 4	.					3
DCKDD7Y	DM4K7GQ	erythromycin	Approved	34.0	DMHWE7P	ampicillin	Approved	34.0	DMUYNEI	amoxicillin	.	.	Preterm Premature Rupture of Membranes (PPROM)	ClinicalTrials.gov	Phase 3	.					3
DCE4W6M	DM4K7GQ	erythromycin	Approved	34.0	DMAOL2S	voriconazole	Approved	34.0	DMYZJGB	ibrutinib	.	.	B-Cell Chronic Lymphocytic Leukemia	ClinicalTrials.gov	Phase 1	.					3
DCZKJWP	DM2CUS0	f901318	Phase 2	21.0	DMUYKBZ	cyclosporin A	Phase 2 Trial	21.0	DMZ7XNQ	tacrolimus	.	.	Invasive Aspergillosis	ClinicalTrials.gov	Phase 1	.					3
DC0JRWJ	DMBZ27L	favipiravir	Registered	33.0	DMITQS0	lopinavir	Approved	34.0	DMU764S	ritonavir	.	.	Coronavirus Disease 2019 (COVID-19)	TTD Database	Phase 3	.					3
DCRI0V4	DM17ONX	fexofenadine	Approved	34.0	DMXOELT	midazolam	Approved	34.0	DMYMS40	colchicine	.	.	Gout Flare	ClinicalTrials.gov	Phase 4	.					3
DCUFLUR	DMAQ469	gonadorelin	Approved	34.0	DMBY56U	eXISULIND	Phase 3	25.0	DMK0O7U	flutamide	.	.	Prostate Cancer	ClinicalTrials.gov	Phase 2	.					3
DCGWYPM	DMK8U72	labetalol	Approved	34.0	DMNFUZR	enalapril	Approved	34.0	DMU8JGH	hydralazine	.	.	Stroke, Acute	ClinicalTrials.gov	Phase 2	.					3
DCFSHSV	DMK8U72	labetalol	Approved	34.0	DMNKG1Z	atenolol	Approved	34.0	DMSVOZT	nifedipine	.	.	Obesity, Morbid	ClinicalTrials.gov	Phase 1	.					3
DC51VK7	DM6IR3P	liothyronine	Approved	34.0	DMGB5RE	tranylcypromine	Approved	34.0	DMMIHVP	dextroamphetamine	.	.	Major Depression	ClinicalTrials.gov	Phase 4	.					3
DCFHZH4	DM6IR3P	liothyronine	Approved	34.0	DMGN5QD	protirelin	Approved	34.0	DMHN027	levothyroxine	.	.	Subclinical Hypothyroidism	ClinicalTrials.gov	Phase 1	.					3
DCTURSU	DMCLWDJ	lumacaftor	Phase 2	21.0	DMCR1MV	itraconazole	Approved	34.0	DMZC1HS	ivacaftor	.	.	Cystic Fibrosis	ClinicalTrials.gov	Phase 1	.					3
DCFCWYM	DM0798Z	nLG8189	Phase 2/3	24.0	DMKECZD	temozolomide	Approved	34.0	DMMWSUL	lomustine	.	.	Glioblastoma	ClinicalTrials.gov	Phase 2	.					3
DC28T66	DMOUC09	norepinephrine	Approved	34.0	DMB4OLE	propofol	Investigative	0.0	DMZTXCH	remifentanil	.	.	Hemodynamic Instability	ClinicalTrials.gov	Phase 4	.					3
DC5CI57	DM3Q1SM	obeticholic acid	Approved	34.0	DM3Q1SM	obeticholic acid	Approved	34.0	DM3Q1SM	obeticholic acid	.	.	Biliary Atresia	ClinicalTrials.gov	Phase 2	.					3
DC2FWU4	DM4N7BT	paritaprevir	Phase 2	21.0	DMQIMTK	ombitasvir	Phase 4	31.0	DMU764S	ritonavir	.	.	Hepatitis C virus infection	TTD Database	Approved	.					3
DC3CYMQ	DM4N7BT	paritaprevir	Phase 2	21.0	DMQIMTK	ombitasvir	Phase 4	31.0	DMU764S	ritonavir	.	.	Hepatitis C Virus	ClinicalTrials.gov	Phase 2	.					3
DCC5U45	DM1N62C	quetiapine	Approved	34.0	DMN6DXL	risperidone	Approved	34.0	DMPFN6Y	olanzapine	.	.	Bipolar Disorder	ClinicalTrials.gov	Phase 4	.					3
DCCGTQH	DM1N62C	quetiapine	Approved	34.0	DMN6DXL	risperidone	Approved	34.0	DMPFN6Y	olanzapine	.	.	Schizophrenia	ClinicalTrials.gov	Phase 4	.					3
DCXCB60	DM1N62C	quetiapine	Approved	34.0	DM3NUMH	aripiprazole	Approved	34.0	DMPFN6Y	olanzapine	.	.	Schizophrenia	ClinicalTrials.gov	Phase 1	.					3
DCJHKTX	DM6DEK9	stavudine	Approved	34.0	DMI347A	lamivudine	Approved	34.0	DMITQS0	lopinavir	.	.	HIV	ClinicalTrials.gov	Phase 4	.					3
DCZFBRA	DM6DEK9	stavudine	Approved	34.0	DMC0GSJ	efavirenz	Approved	34.0	DMI347A	lamivudine	.	.	HIV	ClinicalTrials.gov	Phase 4	.					3
DCHL064	DM6DEK9	stavudine	Approved	34.0	DMI347A	lamivudine	Approved	34.0	DMITQS0	lopinavir	.	.	HIV Infections	ClinicalTrials.gov	Phase 1	.					3
DC04760	DMC7XDN	alprazolam	Approved	34.0	DMKBJWP	caffeine	Approved	34.0	DMWOSKJ	zolpidem	.	.	Psychotropic Drugs Effects	ClinicalTrials.gov	Phase 1	.					3
DC37J6Q	DM2LU8M	aP1903	Phase 1/2	19.0	DM4O2Z7	cyclophosphamide	Approved	34.0	DMVRLT7	fludarabine	.	.	Lymphoma	ClinicalTrials.gov	Phase 1	.					3
DC7IT1W	DM2LU8M	aP1903	Phase 1/2	19.0	DM4O2Z7	cyclophosphamide	Approved	34.0	DMVRLT7	fludarabine	.	.	Myeloma-Multiple	ClinicalTrials.gov	Phase 1	.					3
DCTW8J5	DM1CI9R	bempedoic acid	Approved	34.0	DM7A8TW	ezetimibe	Approved	34.0	DMBR0QK	atorvastatin	.	.	Hypercholesterolemia	ClinicalTrials.gov	Phase 2	.					3
DCJW560	DM7W94S	brigatinib	Approved	34.0	DMB920Z	ceritinib	Approved	34.0	DMICDLV	lorlatinib	.	.	Lung Non-Squamous Non-Small Cell Carcinoma	ClinicalTrials.gov	Phase 2	.					3
DCL0ZQE	DM0L6E1	cycloleucine	Investigative	0.0	DMNH3PG	etoposide	Phase 2 Trial	21.0	DMP6SC2	irinotecan	.	.	Extensive Stage Small Cell Lung Cancer	ClinicalTrials.gov	Phase 2	.					3
DCPSSFJ	DM0L6E1	cycloleucine	Investigative	0.0	DMNH3PG	etoposide	Phase 2 Trial	21.0	DMP6G8T	topotecan	.	.	Extensive Stage Small Cell Lung Cancer	ClinicalTrials.gov	Phase 2	.					3
DC6PKYB	DMF8DNE	framycetin	Approved	34.0	DMLE7IO	tigecycline	Approved	34.0	DMVGPMX	fosfomycin	.	.	Antibiotic Resistant Infection	ClinicalTrials.gov	Phase 1	.					3
DCKKHBI	DMKWCTR	gS-9973	Phase 2	21.0	DMQUSBT	daunorubicin	Approved	34.0	DMZD5QR	cytarabine	.	.	Hematologic Malignancy	ClinicalTrials.gov	Phase 1	.					3
DCKP0X6	DMKWCTR	gS-9973	Phase 2	21.0	DMQUSBT	daunorubicin	Approved	34.0	DMZD5QR	cytarabine	.	.	Acute Myeloid Leukemia	ClinicalTrials.gov	Phase 1	.					3
DCRCOBS	DMKWCTR	gS-9973	Phase 2	21.0	DMQL8XJ	decitabine	Approved	34.0	DMTA5OE	azacitidine	.	.	Acute Myeloid Leukemia	ClinicalTrials.gov	Phase 1	.					3
DCPQ5DJ	DM4O90W	insulin-lispro	Approved	34.0	DMGDKXN	sitagliptin	Approved	34.0	DMR4HIW	insulin-glargine	.	.	Type 2 Diabetes	ClinicalTrials.gov	Phase 4	.					3
DCEMS9W	DMMX75K	lEE011	Phase 3	25.0	DMMX75K	lEE011	Phase 3	25.0	DMZMSPF	bicalutamide	.	.	Triple Negative Breast Cancer	ClinicalTrials.gov	Phase 1	.					3
DCKZ2RP	DMTGDN8	levetiracetam	Approved	34.0	DMTGDN8	levetiracetam	Approved	34.0	DMTGDN8	levetiracetam	.	.	Generalized Epilepsy	ClinicalTrials.gov	Phase 3	.					3
DCASDHE	DMTGDN8	levetiracetam	Approved	34.0	DMVRLT7	fludarabine	Approved	34.0	DMXYJ9C	busulfan	.	.	Hematologic Disorders	ClinicalTrials.gov	Phase 1	.					3
DCXEDGK	DM79GRO	metamizole	Withdrawn from market	12.0	DMRQD04	tramadol	Approved	34.0	DMSPJG2	ropivacaine	.	.	Lumbar Disc Disease	ClinicalTrials.gov	Phase 1	.					3
DC1N1VM	DM25FL8	methimazole	Approved	34.0	DM6IR3P	liothyronine	Approved	34.0	DMMWSUL	lomustine	.	.	Recurrent Glioblastoma	ClinicalTrials.gov	Phase 1	.					3
DC50VO4	DMTIVEN	metronidazole	Approved	34.0	DMXYLQ3	lansoprazole	Approved	34.0	DMZA017	tetracycline	.	.	Functional Dyspepsia	ClinicalTrials.gov	Phase 4	.					3
DCR8JVT	DMGZQEF	mifepristone	Approved	34.0	DMH07Y3	letrozole	Approved	34.0	DMHVJFK	misoprostol	.	.	Complete Abortion	ClinicalTrials.gov	Phase 1	.					3
DCKTBEW	DM7PQIK	nitrofurantoin	Approved	34.0	DMHWE7P	ampicillin	Approved	34.0	DMKINJO	gentamicin	.	.	Nephrolithiasis	ClinicalTrials.gov	Phase 1	.					3
DC93IT0	DM62B78	olodaterol	Approved	34.0	DM62B78	olodaterol	Approved	34.0	DM62B78	olodaterol	.	.	Pulmonary Disease, Chronic Obstructive	ClinicalTrials.gov	Phase 3	.					3
DCJ5RWE	DM6VZFQ	pirfenidone	Approved	34.0	DMG281S	carboplatin	Approved	34.0	DMMX2E6	pemetrexed	.	.	Lung Cancer	ClinicalTrials.gov	Phase 1	.					3
DCYXR41	DMD4XOS	povidone-iodine	Approved	34.0	DMQ9MVG	chlorhexidine	Approved	34.0	DMWX683	mupirocin	.	.	Staphylococcus Aureus	ClinicalTrials.gov	Phase 1	.					3
DCJVCIS	DMD4XOS	povidone-iodine	Approved	34.0	DML5O0H	2-Propanol, Isopropanol	Investigative	0.0	DMQ9MVG	chlorhexidine	.	.	Cleaning Product Causing Toxic Effect	ClinicalTrials.gov	Phase 1	.					3
DC8ESGK	DM6D7N8	propylthiouracil	Approved	34.0	DMA4MRX	perphenazine	Approved	34.0	DMXBLMP	riociguat	.	.	Ischemic Stroke, Acute	ClinicalTrials.gov	Phase 2	.					3
DCMBRZA	DM6D7N8	propylthiouracil	Approved	34.0	DMHN027	levothyroxine	Approved	34.0	DMULAI4	carbimazole	.	.	Paediatric Thyrotoxicosis	ClinicalTrials.gov	Phase 1	.					3
DC5KN8C	DM0GUSX	ranitidine	Approved	34.0	DM471KJ	omeprazole	Approved	34.0	DMSVOCZ	pantoprazole	.	.	Eustachian Tube Dysfunction	ClinicalTrials.gov	Phase 4	.					3
DC5B6G0	DM0GUSX	ranitidine	Approved	34.0	DM6AUHV	fostamatinib	Approved	34.0	DM6AUHV	fostamatinib	.	.	Pharmacokinetics	ClinicalTrials.gov	Phase 1	.					3
